absolute_difference,channel,increment_mean,r_edge_left,r_edge_right,radial_cells,reference_increment_mean,reference_semantics,resolution,shell,shell_vector_cosine,shell_vector_relative_l2,source_snapshot,target_snapshot,reproduction_scope
1.8493800514784296e-08,Bcc3,-6.932772215230576e-09,28.135371479901284,53.36960176502269,8,1.156102829955372e-08,HIGHER_RES_SAMPLING_REFERENCE,64,5,-0.9999999320350373,1.5996674530471062,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
2.0679515313825692e-25,Bcc3,4.549493369041652e-24,53.36960176502269,101.23606843406442,8,4.756288522179909e-24,HIGHER_RES_SAMPLING_REFERENCE,64,6,-0.9999999320350373,1.5996674530471062,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,Bcc3,5.492996255234949e-26,101.23606843406442,192.03331509030292,8,5.492996255234949e-26,HIGHER_RES_SAMPLING_REFERENCE,64,7,-0.9999999320350373,1.5996674530471062,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,Bcc3,0.0,1.1302164885137453,2.1511666951179094,12,0.0,HIGHER_RES_SAMPLING_REFERENCE,96,0,-0.9850165561206512,8.057888273865558,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,Bcc3,0.0,2.1511666951179094,4.094364395859927,12,0.0,HIGHER_RES_SAMPLING_REFERENCE,96,1,-0.9850165561206512,8.057888273865558,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,Bcc3,0.0,4.094364395859927,7.792896684450838,12,0.0,HIGHER_RES_SAMPLING_REFERENCE,96,2,-0.9850165561206512,8.057888273865558,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
0.0,Bcc3,0.0,7.792896684450838,14.832397134933096,12,0.0,HIGHER_RES_SAMPLING_REFERENCE,96,3,-0.9850165561206512,8.057888273865558,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
6.860501386706207e-11,Bcc3,-3.430250171806085e-11,14.832397134933096,28.23083811791544,12,3.430251214900122e-11,HIGHER_RES_SAMPLING_REFERENCE,96,4,-0.9850165561206512,8.057888273865558,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
5.3897210121996696e-08,Bcc3,-4.717370195357892e-08,28.23083811791544,53.73239494531252,12,6.7235081684177735e-09,HIGHER_RES_SAMPLING_REFERENCE,96,5,-0.9850165561206512,8.057888273865558,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
5.976753685183678e-09,Bcc3,-6.228668970487822e-09,53.73239494531252,102.27008686386948,12,-2.519152853041447e-10,HIGHER_RES_SAMPLING_REFERENCE,96,6,-0.9850165561206512,8.057888273865558,0,1,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
