channel,high_frequency_fraction_absolute_difference,index_grid_high_frequency_energy_fraction,index_grid_low_frequency_energy_fraction,radial_increment_relative_l2,reference_high_frequency_energy_fraction,reference_low_frequency_energy_fraction,reference_resolution,reference_semantics,residual_cosine,residual_relative_difference,resolution,shell_increment_relative_l2,source_snapshot,target_snapshot,temporal_increment_loss_inner,temporal_increment_loss_middle,temporal_increment_loss_outer,reproduction_scope
rho,0.0015036922406429232,0.10111424722491726,0.8988857527750828,0.2609204307455224,0.09961055498427433,0.9003894450157257,128,HIGHER_RES_SAMPLING_REFERENCE,0.9466293544733001,0.32252239982572206,96,0.09697154178045711,75,76,0.20169679644583685,0.32126525617270785,0.37180933151748435,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
rho,0.0,0.025406184026008555,0.9745938159739914,0.0,0.025406184026008555,0.9745938159739914,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,75,76,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
press,0.005865095865449699,0.1501734459282259,0.8498265540717741,0.1447386235012889,0.1560385417936756,0.8439614582063244,128,HIGHER_RES_SAMPLING_REFERENCE,0.8805778888232924,0.4790143821564467,64,0.03427114474710998,75,76,0.5535333341614744,0.2570595562645612,0.42230303276239306,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
press,0.002628646842111171,0.06892356201390115,0.9310764379860988,0.1566072880134036,0.07155220885601232,0.9284477911439877,128,HIGHER_RES_SAMPLING_REFERENCE,0.9644576800695096,0.2656975448648261,96,0.04104231753838026,75,76,0.28653161893232576,0.20938053036109197,0.42112369066720434,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
press,0.0,0.03381789413321572,0.9661821058667843,0.0,0.03381789413321572,0.9661821058667843,128,HIGHER_RES_SAMPLING_REFERENCE,0.9999999999999999,0.0,128,0.0,75,76,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel1,0.0021543363564751894,0.0873522957078935,0.9126477042921065,0.05717734694213348,0.0895066320643687,0.9104933679356313,128,HIGHER_RES_SAMPLING_REFERENCE,0.9654667917752143,0.26162766481057065,64,0.024454043039561446,75,76,0.23954619885329326,0.24545189561151767,0.36369447628954416,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel1,0.0018037309430626973,0.030594188163506886,0.9694058118364931,0.04174436487144412,0.032397919106569584,0.9676020808934305,128,HIGHER_RES_SAMPLING_REFERENCE,0.9810851686214102,0.19417675486397493,96,0.01139568324599954,75,76,0.16473042345775762,0.18329293951835873,0.3031948878929511,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel1,0.0,0.013695129541044222,0.9863048704589558,0.0,0.013695129541044222,0.9863048704589558,128,HIGHER_RES_SAMPLING_REFERENCE,0.9999999999999999,0.0,128,0.0,75,76,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,5.03332180067928e-05,0.23049592164833074,0.7695040783516692,1.8589461420362752,0.23054625486633754,0.7694537451336625,128,HIGHER_RES_SAMPLING_REFERENCE,0.8974601113077972,0.4524375496628885,64,1.9305938211091642,75,76,0.46572376769830504,0.3202073833549085,0.32014520013224246,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,0.0032383171326768045,0.0870758954632993,0.9129241045367007,1.95172421397462,0.0838375783306225,0.9161624216693776,128,HIGHER_RES_SAMPLING_REFERENCE,0.9624380988803951,0.27301178827171557,96,1.9828457899763345,75,76,0.276369538288472,0.23066095549559493,0.2989098514298107,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,0.0,0.02733357549622783,0.9726664245037722,0.0,0.02733357549622783,0.9726664245037722,128,HIGHER_RES_SAMPLING_REFERENCE,1.0000000000000002,0.0,128,0.0,75,76,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel3,0.0031306763865701775,0.025468920596361463,0.9745310794036386,0.042622109418405885,0.022338244209791285,0.9776617557902088,128,HIGHER_RES_SAMPLING_REFERENCE,0.9868554470689015,0.16207249076970626,64,0.01278513384615828,75,76,0.16133457559680728,0.16859312854177258,0.20855286324857183,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel3,0.0015742746778034979,0.01162008171318258,0.9883799182868174,0.02045107663120269,0.013194356390986078,0.9868056436090139,128,HIGHER_RES_SAMPLING_REFERENCE,0.9923057596855753,0.12382350967089091,96,0.00517800549985363,75,76,0.12224139996107006,0.13916619007788342,0.2109946327628145,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel3,0.0,0.008165759747249023,0.991834240252751,0.0,0.008165759747249023,0.991834240252751,128,HIGHER_RES_SAMPLING_REFERENCE,0.9999999999999998,0.0,128,0.0,75,76,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc1,0.003119944606423189,0.07448235530041591,0.9255176446995841,2.163442666678743,0.0776022999068391,0.9223977000931609,128,HIGHER_RES_SAMPLING_REFERENCE,0.9934964680505156,0.1281370626307448,64,2.225399974075508,100,101,0.12582048810797158,0.265325671560928,0.1814265046901548,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc1,0.0005996331316622458,0.051914344413720906,0.9480856555862791,2.1616050988051896,0.05131471128205866,0.9486852887179413,128,HIGHER_RES_SAMPLING_REFERENCE,0.9888835733515269,0.1494415340955198,96,2.3892601836444705,100,101,0.1488987238543902,0.19081900797865356,0.2736659234207043,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc1,0.0,0.03711929334434821,0.9628807066556518,0.0,0.03711929334434821,0.9628807066556518,128,HIGHER_RES_SAMPLING_REFERENCE,1.0000000000000002,0.0,128,0.0,100,101,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc2,0.06820660156283981,0.20300004106864084,0.7969999589313592,0.21541943311481884,0.27120664263148064,0.7287933573685194,128,HIGHER_RES_SAMPLING_REFERENCE,0.8196029243109596,0.5759154194684012,64,0.15940927389672868,100,101,0.5760668174031299,0.33727653539227836,0.37812220769637,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc2,0.020011590047252448,0.21830087082975638,0.7816991291702436,0.0792485775290508,0.19828928078250393,0.801710719217496,128,HIGHER_RES_SAMPLING_REFERENCE,0.951616756011837,0.3074512642706912,96,0.033825614268183424,100,101,0.30753513988464554,0.1980059275278512,0.37678694052522227,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc2,0.0,0.16469119799229284,0.8353088020077072,0.0,0.16469119799229284,0.8353088020077072,128,HIGHER_RES_SAMPLING_REFERENCE,0.9999999999999999,0.0,128,0.0,100,101,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc3,0.006392730715544026,0.2339743765670424,0.7660256234329577,0.4309525570642744,0.22758164585149837,0.7724183541485017,128,HIGHER_RES_SAMPLING_REFERENCE,0.9433401853966596,0.3443523716714493,64,0.36694785722672435,100,101,0.3443619036553149,0.22636341627622672,0.09173284069699497,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc3,0.034046299770261024,0.17432203741804336,0.8256779625819566,0.44313721484000257,0.14027573764778234,0.8597242623522177,128,HIGHER_RES_SAMPLING_REFERENCE,0.9400582196050087,0.3433198967388607,96,0.29660352635781095,100,101,0.3433344456757611,0.12058802722300181,0.10279449079185324,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc3,0.0,0.11020845253834294,0.8897915474616571,0.0,0.11020845253834294,0.8897915474616571,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,100,101,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
rho,0.003653612084025648,0.2598231431998767,0.7401768568001232,0.0675413802704134,0.25616953111585106,0.7438304688841489,128,HIGHER_RES_SAMPLING_REFERENCE,0.8288418255907191,0.5770481933474224,64,0.038795031607011546,100,101,0.5056821365918153,0.8610191570599613,0.21721683070404674,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
rho,0.006250386904554456,0.09598716362198327,0.9040128363780168,0.051902590476793437,0.10223755052653773,0.8977624494734623,128,HIGHER_RES_SAMPLING_REFERENCE,0.9501567461261959,0.3146820034469827,96,0.019867187904614635,100,101,0.28076679871036403,0.4482365623288771,0.29102831016848973,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
rho,0.0,0.03513914938153922,0.9648608506184608,0.0,0.03513914938153922,0.9648608506184608,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,100,101,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
press,0.008668496384768798,0.3027017422721358,0.6972982577278641,0.1414423606782248,0.294033245887367,0.705966754112633,128,HIGHER_RES_SAMPLING_REFERENCE,0.800685596798029,0.605486333594182,64,0.1351903801487271,100,101,0.6054616301848055,1.0219917996921188,0.28805243233642597,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
press,0.010093813641374683,0.1644834062257194,0.8355165937742806,0.08868944120702937,0.1543895925843447,0.8456104074156553,128,HIGHER_RES_SAMPLING_REFERENCE,0.9180513335150854,0.39912187774661145,96,0.03381078061776721,100,101,0.39912146238044344,0.40952767571372023,0.4377038930432546,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
press,0.0,0.10945125645329554,0.8905487435467044,0.0,0.10945125645329554,0.8905487435467044,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,100,101,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel1,0.00033422878859974,0.05865557628770849,0.9413444237122915,0.08419051718187966,0.05898980507630823,0.9410101949236918,128,HIGHER_RES_SAMPLING_REFERENCE,0.9633733353112802,0.27035535706326885,64,0.05197069358957184,100,101,0.7179948002598782,0.2408984515317458,0.16200225761973885,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel1,0.00037343834368185405,0.031133819912488526,0.9688661800875115,0.0653613213944956,0.030760381568806672,0.9692396184311933,128,HIGHER_RES_SAMPLING_REFERENCE,0.9676724462886048,0.2534298288298946,96,0.026305758074479324,100,101,0.5740745801654875,0.22743109666758135,0.1946627012639992,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel1,0.0,0.020174494320931564,0.9798255056790685,0.0,0.020174494320931564,0.9798255056790685,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,100,101,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,0.02092223290012385,0.5071709871322508,0.49282901286774916,1.0114840517639478,0.486248754232127,0.513751245767873,128,HIGHER_RES_SAMPLING_REFERENCE,0.6756897500163561,0.7719778397796965,64,1.3968242569779752,100,101,0.8694270762183517,0.359396212824913,0.3395236477566704,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,0.005365844318545088,0.31070980112175545,0.6892901988782445,0.9447121331539188,0.30534395680321036,0.6946560431967896,128,HIGHER_RES_SAMPLING_REFERENCE,0.7786207835067668,0.6658995520595452,96,1.4917545826112248,100,101,0.7639945643677595,0.24405124320201502,0.37417290843793716,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,0.0,0.2280672042202728,0.7719327957797272,0.0,0.2280672042202728,0.7719327957797272,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,100,101,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel3,0.03789214661833906,0.558216519447329,0.441783480552671,0.10037524915190703,0.5203243728289899,0.4796756271710101,128,HIGHER_RES_SAMPLING_REFERENCE,0.5848043719868635,0.9037025755949253,64,0.04949888279949121,100,101,0.915176604492265,0.4538387331010983,0.44349697864405835,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel3,0.009809338471368667,0.3595525188973944,0.6404474811026055,0.07917848534262768,0.34974318042602576,0.6502568195739742,128,HIGHER_RES_SAMPLING_REFERENCE,0.7408676736774675,0.7113321390805817,96,0.015887323073129966,100,101,0.7222764743625715,0.2282576354793659,0.4020598512228547,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel3,0.0,0.27886064537612715,0.7211393546238729,0.0,0.27886064537612715,0.7211393546238729,128,HIGHER_RES_SAMPLING_REFERENCE,0.9999999999999999,0.0,128,0.0,100,101,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc1,0.011895054064799848,0.28356159499246514,0.7164384050075349,0.45173669114421733,0.295456649057265,0.704543350942735,128,HIGHER_RES_SAMPLING_REFERENCE,0.7435313172403715,0.6963016418059106,64,0.5983549711523957,125,126,0.6965119095476472,0.4068615057388363,0.3647081606175783,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc1,0.0023877882966125696,0.13302683978270316,0.8669731602172969,0.2084861889355063,0.1306390514860906,0.8693609485139094,128,HIGHER_RES_SAMPLING_REFERENCE,0.9413301254725098,0.3406879279380229,96,0.2786882732947252,125,126,0.3407690300356865,0.18587967899993865,0.2322938056102368,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc1,0.0,0.06932976798167242,0.9306702320183275,0.0,0.06932976798167242,0.9306702320183275,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,125,126,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc2,0.041945593920481306,0.33150600457357493,0.6684939954264251,1.2735649697356441,0.37345159849405624,0.6265484015059437,128,HIGHER_RES_SAMPLING_REFERENCE,0.5954425305378758,0.8376954653946097,64,1.1068010083456437,125,126,0.8377018302836372,0.28865850337181953,0.35734520421823496,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc2,0.025925537539692234,0.27067361825526576,0.7293263817447342,0.09277697431331522,0.296599155794958,0.703400844205042,128,HIGHER_RES_SAMPLING_REFERENCE,0.8962325550218321,0.44778164095026385,96,0.07582429162062627,125,126,0.4477837531582343,0.17344446834628804,0.32940697555293375,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc2,0.0,0.23035706251937316,0.7696429374806268,0.0,0.23035706251937316,0.7696429374806268,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,125,126,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc3,0.017890728431793845,0.35320485977839333,0.6467951402216067,0.28515183170638325,0.3710955882101872,0.6289044117898128,128,HIGHER_RES_SAMPLING_REFERENCE,0.6281041191107664,0.7867477639604931,64,0.015121642687794803,125,126,0.7867492562512538,0.33145423813596964,0.5817888130793396,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc3,0.04587887556174769,0.28024261751389135,0.7197573824861087,0.325154275135219,0.32612149307563904,0.6738785069243609,128,HIGHER_RES_SAMPLING_REFERENCE,0.8048023567983091,0.6187630696997504,96,0.20644084709550506,125,126,0.6187642986319724,0.22023791919085722,0.4335107444087766,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc3,0.0,0.2682844164006957,0.7317155835993043,0.0,0.2682844164006957,0.7317155835993043,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,125,126,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
rho,0.003942990198288587,0.5721228673421962,0.4278771326578038,0.4601976110154516,0.5760658575404848,0.4239341424595152,128,HIGHER_RES_SAMPLING_REFERENCE,0.8668383372584095,0.5084783677399457,64,0.04296987373691443,125,126,0.5084979400570193,0.4780869847667158,0.6747443812169721,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
rho,0.00594979338132634,0.26888705477691033,0.7311129452230897,0.44660086823476336,0.27483684815823667,0.7251631518417634,128,HIGHER_RES_SAMPLING_REFERENCE,0.9144519844343331,0.41268108898233286,96,0.39149782415853207,125,126,0.4127277025912666,0.2938496159404882,0.6741484385880558,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
rho,0.0,0.1161135934318336,0.8838864065681664,0.0,0.1161135934318336,0.8838864065681664,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,125,126,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
press,0.0048045359225386,0.7311023816250288,0.26889761837497117,0.3010535435592315,0.7262978457024902,0.27370215429750977,128,HIGHER_RES_SAMPLING_REFERENCE,0.9205637624068191,0.3914319960463951,64,0.2620686089627621,125,126,0.39143193568049983,0.43748036521601047,0.6032208820280285,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
press,0.0036398844342621084,0.46261297296444553,0.5373870270355545,0.14434525756852207,0.4589730885301834,0.5410269114698165,128,HIGHER_RES_SAMPLING_REFERENCE,0.8763403955096923,0.4928451233044239,96,0.09134208673974273,125,126,0.49284520650769925,0.35502075066366695,0.6549940899317577,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
press,0.0,0.2523684634948493,0.7476315365051507,0.0,0.2523684634948493,0.7476315365051507,128,HIGHER_RES_SAMPLING_REFERENCE,0.9999999999999998,0.0,128,0.0,125,126,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel1,0.015634176998207627,0.3017761499219861,0.6982238500780139,0.264647961066848,0.3174103269201937,0.6825896730798062,128,HIGHER_RES_SAMPLING_REFERENCE,0.8440259930643838,0.5518859365723617,64,0.09012948455105316,125,126,0.8089599815300296,0.32204650271407,0.4901864632687266,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel1,0.007437341818239351,0.20383582116281537,0.7961641788371846,0.09436556911779492,0.21127316298105472,0.7887268370189453,128,HIGHER_RES_SAMPLING_REFERENCE,0.9043624213780885,0.44404966239216853,96,0.03239170720748564,125,126,0.6946306908703123,0.4333124057144904,0.36358632320730117,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel1,0.0,0.1300313295286973,0.8699686704713027,0.0,0.1300313295286973,0.8699686704713027,128,HIGHER_RES_SAMPLING_REFERENCE,1.0000000000000002,0.0,128,0.0,125,126,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,0.00994292224953941,0.4489564538206728,0.5510435461793273,0.5282328925126787,0.4390135315711334,0.5609864684288666,128,HIGHER_RES_SAMPLING_REFERENCE,0.5959761812069349,0.8472018372784492,64,0.47076462964410243,125,126,0.8516364438777447,0.3021163160461922,0.2570452021623449,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,0.006422711506570311,0.3473799012283055,0.6526200987716946,0.0859860816459914,0.34095718972173517,0.6590428102782648,128,HIGHER_RES_SAMPLING_REFERENCE,0.8623033002396453,0.5207060567673175,96,0.06341452833649455,125,126,0.5229810264894965,0.20650642674635383,0.3009640731264524,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,0.0,0.27506994907941246,0.7249300509205876,0.0,0.27506994907941246,0.7249300509205876,128,HIGHER_RES_SAMPLING_REFERENCE,0.9999999999999999,0.0,128,0.0,125,126,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel3,0.02589236621431329,0.47565743949959255,0.5243425605004075,0.2102279106631168,0.44976507328527926,0.5502349267147207,128,HIGHER_RES_SAMPLING_REFERENCE,0.6282661078279629,0.8397323677087339,64,0.191043059893007,125,126,0.844376235089462,0.5360316553570972,0.6245116642474592,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel3,0.014845965946238493,0.3242749655251204,0.6757250344748795,0.11842482132292982,0.3391209314713589,0.6608790685286411,128,HIGHER_RES_SAMPLING_REFERENCE,0.7795572296940477,0.6657522852240798,96,0.04487643675845481,125,126,0.6683482897144327,0.6477428869796362,0.574818863994386,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel3,0.0,0.2697043030679501,0.7302956969320499,0.0,0.2697043030679501,0.7302956969320499,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,125,126,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc1,0.02181611304956077,0.35471952048630034,0.6452804795136997,0.538463588827261,0.3329034074367396,0.6670965925632604,128,HIGHER_RES_SAMPLING_REFERENCE,0.7552066626793076,0.6848780277075492,64,0.554587244757967,150,151,0.6857020604730095,0.5652388886305474,0.31721552105626366,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc1,0.00733712191036609,0.15598973389268606,0.8440102661073139,0.2140259265783163,0.16332685580305215,0.8366731441969478,128,HIGHER_RES_SAMPLING_REFERENCE,0.919759732628224,0.4000404743719558,96,0.27868052642362007,150,151,0.4002287192586869,0.36384640204109087,0.3123355106155879,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc1,0.0,0.09169366035315765,0.9083063396468424,0.0,0.09169366035315765,0.9083063396468424,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,150,151,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc2,0.036760530040473915,0.27776823605248113,0.7222317639475189,0.1326088317325464,0.31452876609295505,0.685471233907045,128,HIGHER_RES_SAMPLING_REFERENCE,0.7516661020636283,0.6604760048799321,64,0.04876697893595056,150,151,0.6605628573045761,0.6126653677826066,0.29158361733243293,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc2,0.010200606265710982,0.21694756131245835,0.7830524386875417,0.1579160601661246,0.22714816757816933,0.7728518324218306,128,HIGHER_RES_SAMPLING_REFERENCE,0.9178111671407808,0.3992839959339248,96,0.04982313146138327,150,151,0.39934710801038925,0.3460965620776808,0.28829334137514434,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc2,0.0,0.17327426950308425,0.8267257304969158,0.0,0.17327426950308425,0.8267257304969158,128,HIGHER_RES_SAMPLING_REFERENCE,1.0000000000000002,0.0,128,0.0,150,151,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc3,0.10409180129618711,0.3596934063951086,0.6403065936048914,0.6864789298044471,0.4637852076912957,0.5362147923087043,128,HIGHER_RES_SAMPLING_REFERENCE,0.43880530763242587,0.908579217849288,64,0.5452998918186014,150,151,0.9085903850224815,0.409892330868513,0.6013648675020828,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc3,0.010310729888026504,0.40301081395227867,0.5969891860477213,0.0786965651931599,0.39270008406425216,0.6072999159357478,128,HIGHER_RES_SAMPLING_REFERENCE,0.8893718836068634,0.4665855016533564,96,0.025460406380263072,150,151,0.46658946676875807,0.2604622700097032,0.3401731143951865,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc3,0.0,0.3586447748805312,0.6413552251194687,0.0,0.3586447748805312,0.6413552251194687,128,HIGHER_RES_SAMPLING_REFERENCE,1.0000000000000002,0.0,128,0.0,150,151,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
rho,0.009756833466702641,0.5461551546922366,0.45384484530776337,0.07726918757524559,0.5559119881589393,0.4440880118410607,128,HIGHER_RES_SAMPLING_REFERENCE,0.7649624091450805,0.6704319506001373,64,0.035894846067317014,150,151,0.6692905948579625,0.6848734376015339,0.6107216287501591,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
rho,0.00827552786088287,0.2733043721579379,0.7266956278420621,0.06673173074297344,0.26502884429705503,0.734971155702945,128,HIGHER_RES_SAMPLING_REFERENCE,0.9088718773612984,0.42368725327521256,96,0.04066811724321665,150,151,0.42401083891057073,0.41822360421413485,0.5706234530428868,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
rho,0.0,0.12359359948341307,0.8764064005165869,0.0,0.12359359948341307,0.8764064005165869,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,150,151,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
press,0.0032351503025549455,0.697497817725995,0.30250218227400505,0.19495637616371594,0.69426266742344,0.30573733257656,128,HIGHER_RES_SAMPLING_REFERENCE,0.7942872146613134,0.6095988053727689,64,0.2114935639259972,150,151,0.6095922484071495,0.7089878952904557,0.6443475018069222,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
press,0.024259056437260784,0.44969659710380083,0.5503034028961992,0.09853964767214415,0.42543754066654005,0.57456245933346,128,HIGHER_RES_SAMPLING_REFERENCE,0.8891306662643357,0.4649012229507966,96,0.040273361188156685,150,151,0.4649026987323642,0.43131546688488204,0.5433521839447872,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
press,0.0,0.2410406207551934,0.7589593792448066,0.0,0.2410406207551934,0.7589593792448066,128,HIGHER_RES_SAMPLING_REFERENCE,1.0,0.0,128,0.0,150,151,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel1,0.003149993532621853,0.4333162588563937,0.5666837411436063,0.1580450821786263,0.43016626532377183,0.5698337346762281,128,HIGHER_RES_SAMPLING_REFERENCE,0.7472582026480687,0.7150715853007253,64,0.05485559263989878,150,151,0.8356512234299581,0.39596252537626747,0.6991085426885709,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel1,0.018767667424977486,0.272130869932458,0.727869130067542,0.11181261755671404,0.2533632025074805,0.7466367974925194,128,HIGHER_RES_SAMPLING_REFERENCE,0.8184813501038246,0.6073948564462416,96,0.02666180772516845,150,151,0.6775008788542192,0.29265116702104005,0.6833637448333536,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel1,0.0,0.17983318792916225,0.8201668120708377,0.0,0.17983318792916225,0.8201668120708377,128,HIGHER_RES_SAMPLING_REFERENCE,0.9999999999999999,0.0,128,0.0,150,151,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,0.05089711687877618,0.438454887420169,0.561545112579831,0.7379941281662058,0.38755777054139284,0.6124422294586072,128,HIGHER_RES_SAMPLING_REFERENCE,0.6179118407593833,0.8618961703103446,64,0.45494467982236325,150,151,0.8980387805425719,0.37241772232602105,0.45021205534033576,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,0.0070602333706149545,0.3045439723143635,0.6954560276856365,0.09521603449146204,0.2974837389437485,0.7025162610562514,128,HIGHER_RES_SAMPLING_REFERENCE,0.903161663197378,0.43853718519394463,96,0.03119464239958297,150,151,0.45105114151172815,0.22186832108979437,0.5515711257231223,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,0.0,0.22501570231371187,0.7749842976862882,0.0,0.22501570231371187,0.7749842976862882,128,HIGHER_RES_SAMPLING_REFERENCE,0.9999999999999999,0.0,128,0.0,150,151,0.0,0.0,0.0,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
