channel,field_loss_inner,field_loss_middle,field_loss_outer,global_cosine,global_relative_l2,high_frequency_fraction_absolute_difference,index_grid_high_frequency_energy_fraction,index_grid_low_frequency_energy_fraction,maximum,minimum,q001,q999,radial_profile_relative_l2,reference_high_frequency_energy_fraction,reference_low_frequency_energy_fraction,reference_maximum,reference_minimum,reference_q001,reference_q999,reference_resolution,reference_semantics,resolution,shell_mean_relative_l2,shell_variance_relative_l2,snapshot,reproduction_scope
vel2,0.08169249745697389,0.09861856546668361,0.14246295096793127,0.9967196305011679,0.08244978944574596,0.0028661059941507694,0.07648092080649993,0.9235190791935001,0.09922856837511063,-0.09920205175876617,-0.09705089777708054,0.09594692289829254,1.9710675172913485,0.07361481481234916,0.9263851851876508,0.09920800477266312,-0.09922263026237488,-0.09593135118484497,0.09704962372779846,128,HIGHER_RES_SAMPLING_REFERENCE,96,1.9335710080387007,0.039860686815677095,25,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.05454606992613617,0.9454539300738638,0.09922856837511063,-0.09922263026237488,-0.09459790587425232,0.09459639340639114,0.0,0.05454606992613617,0.9454539300738638,0.09922856837511063,-0.09922263026237488,-0.09459790587425232,0.09459639340639114,128,HIGHER_RES_SAMPLING_REFERENCE,128,0.0,0.0,25,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel3,0.06503209309748707,0.09665834110783597,0.09216487416653711,0.9994424092157677,0.06513345656809628,0.0014621169720691746,0.0447535446037687,0.9552464553962313,1.131996512413025,-0.0009589274413883686,-0.0008270004182122648,1.1263439655303955,0.05518481158757911,0.046215661575837876,0.9537843384241621,1.2615998983383179,-0.0011492081684991717,-0.0009766301373019814,1.2493585348129272,128,HIGHER_RES_SAMPLING_REFERENCE,64,0.053636641508840996,0.15347228768136528,25,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel3,0.05149305016681341,0.061275813006289204,0.06290395959464379,0.9987728746418384,0.051518840323615825,0.0009669121126931399,0.03142963666874121,0.9685703633312588,1.2615998983383179,-0.0011492084013298154,-0.0008067525923252106,1.236350417137146,0.03470539932414426,0.030462724556048072,0.969537275443952,1.2615998983383179,-0.0011492084013298154,-0.0008067525341175497,1.23634672164917,128,HIGHER_RES_SAMPLING_REFERENCE,96,0.014289325661746639,0.040050565536677366,25,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel3,0.0,0.0,0.0,1.0,0.0,0.0,0.0222769164438905,0.9777230835561095,1.2615998983383179,-0.0011492084013298154,-0.0007635768270120025,1.220947265625,0.0,0.0222769164438905,0.9777230835561095,1.2615998983383179,-0.0011492084013298154,-0.0007635768270120025,1.220947265625,128,HIGHER_RES_SAMPLING_REFERENCE,128,0.0,0.0,25,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc1,0.08791558072565635,0.026993655629895377,0.04655805899047205,0.9973739063388333,0.0864401266422043,0.001798980471942338,0.04869495832601314,0.9513050416739869,0.17816272377967834,-0.17816270887851715,-0.1711346060037613,0.1711345911026001,1.9293478532207644,0.050493938797955475,0.9495060612020445,0.19672565162181854,-0.19672566652297974,-0.18789122998714447,0.18789124488830566,128,HIGHER_RES_SAMPLING_REFERENCE,64,1.929744064661743,0.10631916451233261,50,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc1,0.04249569958187378,0.017147480892325824,0.11814775843298013,0.9991528741797051,0.04361225931613655,0.000535996144836702,0.033527105031927046,0.966472894968073,0.19672565162181854,-0.19672566652297974,-0.17620660364627838,0.17620661854743958,1.935756322799215,0.032991108887090344,0.9670088911129097,0.19672565162181854,-0.19672566652297974,-0.17816269397735596,0.17816272377967834,128,HIGHER_RES_SAMPLING_REFERENCE,96,1.9331069267596375,0.03127350126531497,50,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc1,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.02407451097244549,0.9759254890275545,0.19672565162181854,-0.19672566652297974,-0.17620660364627838,0.17620661854743958,0.0,0.02407451097244549,0.9759254890275545,0.19672565162181854,-0.19672566652297974,-0.17620660364627838,0.17620661854743958,128,HIGHER_RES_SAMPLING_REFERENCE,128,0.0,0.0,50,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc2,0.18047280704165697,0.02789941822075265,0.09448692068409287,0.9940403417312782,0.1792504759676144,0.010166050042656777,0.11649985806838778,0.8835001419316122,0.03236587345600128,-0.009817544370889664,-0.007408028934150934,0.030867675319314003,0.16553135384502607,0.12666590811104456,0.8733340918889554,0.03932183235883713,-0.010390758514404297,-0.007768496870994568,0.03862250968813896,128,HIGHER_RES_SAMPLING_REFERENCE,64,0.188399500037951,0.26440041969652195,50,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc2,0.10339065121499162,0.022317354548886552,0.10566913121083948,0.9950421704208705,0.10268063710248664,0.008140160471264757,0.094641430355221,0.905358569644779,0.03932183235883713,-0.010390784591436386,-0.007538765203207731,0.03725840523838997,0.0812572138680514,0.08650126988395625,0.9134987301160438,0.03932183235883713,-0.010390784591436386,-0.00722973607480526,0.037258412688970566,128,HIGHER_RES_SAMPLING_REFERENCE,96,0.04414193232512459,0.05476739656078216,50,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc2,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.06502517507172512,0.9349748249282749,0.03932183235883713,-0.010390784591436386,-0.007229745388031006,0.037041500210762024,0.0,0.06502517507172512,0.9349748249282749,0.03932183235883713,-0.010390784591436386,-0.007229745388031006,0.037041500210762024,128,HIGHER_RES_SAMPLING_REFERENCE,128,0.0,0.0,50,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc3,0.18550358266971997,0.10508790902021607,0.11071200549862188,0.9923011166156147,0.18550106956430637,0.01584890639293078,0.10400497074141003,0.89599502925859,0.22479893267154694,-0.22479911148548126,-0.2190537452697754,0.21905361115932465,1.8767788744883216,0.11985387713434081,0.8801461228656592,0.31650111079216003,-0.3165013790130615,-0.3064424395561218,0.3064422905445099,128,HIGHER_RES_SAMPLING_REFERENCE,64,1.8992988434850988,0.2714639923818623,50,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc3,0.0968105703949184,0.07086514705902132,0.13576965224016505,0.995591137324972,0.09680983942637832,0.008616914893560743,0.08989601119829325,0.9101039888017067,0.31650111079216003,-0.3165013790130615,-0.288019061088562,0.2880187928676605,1.8771868491943648,0.08127909630473251,0.9187209036952675,0.31650111079216003,-0.3165013790130615,-0.28801897168159485,0.28801918029785156,128,HIGHER_RES_SAMPLING_REFERENCE,96,1.8479584792301629,0.05558115623222869,50,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc3,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.061504127511544146,0.9384958724884559,0.31650111079216003,-0.3165013790130615,-0.275373250246048,0.2753733992576599,0.0,0.061504127511544146,0.9384958724884559,0.31650111079216003,-0.3165013790130615,-0.275373250246048,0.2753733992576599,128,HIGHER_RES_SAMPLING_REFERENCE,128,0.0,0.0,50,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
rho,0.10738333545713546,0.19166222729962037,0.0759476158170186,0.9976336219656476,0.07595764480667383,9.207969354472567e-06,0.0015246525114869895,0.998475347488513,1.245627760887146,3.7865574995521456e-06,4.221132712700637e-06,1.1627198457717896,0.06834829460621338,0.001515444542132517,0.9984845554578675,1.287955403327942,4.119660843571182e-06,4.268879365554312e-06,1.137006163597107,128,HIGHER_RES_SAMPLING_REFERENCE,64,0.05172520071190563,0.06586952021331081,50,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
rho,0.0591806248400981,0.4738326694639784,0.0805141033875563,0.9968972357116127,0.08051737294882409,0.00010596365516596633,0.001889783941675465,0.9981102160583245,1.287955403327942,3.7062543469801312e-06,4.311485554353567e-06,1.1932780742645264,0.04291441088059408,0.0019957475968414313,0.9980042524031586,1.245627760887146,3.665793656182359e-06,4.3664999793691095e-06,1.138916254043579,128,HIGHER_RES_SAMPLING_REFERENCE,96,0.01888022370544668,0.029632765481675774,50,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
rho,0.0,0.0,0.0,1.0,0.0,0.0,0.0013288450255790397,0.9986711549744209,1.287955403327942,3.6514277326205047e-06,4.231740604154766e-06,1.1627198457717896,0.0,0.0013288450255790397,0.9986711549744209,1.287955403327942,3.6514277326205047e-06,4.231740604154766e-06,1.1627198457717896,128,HIGHER_RES_SAMPLING_REFERENCE,128,0.0,0.0,50,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
press,0.18889207986834006,0.056480016980024944,0.09432551834956242,0.9848360613800362,0.18820083193638393,0.0070679532287753755,0.07505577445369942,0.9249442255463006,0.024083135649561882,2.1543843331528478e-07,2.4747862426011125e-07,0.011781951412558556,0.09061893684011148,0.08212372768247479,0.9178762723175252,0.02583114057779312,2.315190812396395e-07,2.4909641638259927e-07,0.012622478418052197,128,HIGHER_RES_SAMPLING_REFERENCE,64,0.08145824108960256,0.21605148496927237,50,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
press,0.10308522721117229,0.03669892830313051,0.09773986159881605,0.9947572848582014,0.10302503886293819,0.0023272613252603713,0.05411283250355236,0.9458871674964476,0.0258311964571476,2.1208460054822353e-07,2.4747330940044776e-07,0.013535295613110065,0.04553876499048997,0.05178557117829199,0.948214428821708,0.0258311964571476,2.1621178802888608e-07,2.462566897065699e-07,0.014323954470455647,128,HIGHER_RES_SAMPLING_REFERENCE,96,0.018533622039184294,0.031230448684562997,50,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
press,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0358298345651506,0.9641701654348493,0.0258311964571476,2.1621178802888608e-07,2.447408178340993e-07,0.012422562576830387,0.0,0.0358298345651506,0.9641701654348493,0.0258311964571476,2.1621178802888608e-07,2.447408178340993e-07,0.012422562576830387,128,HIGHER_RES_SAMPLING_REFERENCE,128,0.0,0.0,50,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel1,0.043649737538071096,0.025145312013376473,0.05442169148034658,0.9991283039001952,0.043916011482701016,0.0005177769620129235,0.011815417474874973,0.988184582525125,1.067273497581482,-0.009909654967486858,-0.00885969027876854,1.0598348379135132,0.028207234228291037,0.012333194436887896,0.9876668055631121,1.104876160621643,-0.009511495940387249,-0.008870137855410576,1.0963228940963745,128,HIGHER_RES_SAMPLING_REFERENCE,64,0.02486435546042938,0.03507741782828159,50,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel1,0.030698796257739844,0.022840224163895424,0.061899042702668786,0.9992236931684035,0.039435993294263,0.0001049581238558462,0.007887972737252332,0.9921120272627477,1.104876160621643,-0.009511495940387249,-0.00885969027876854,1.0797810554504395,0.017204143798568487,0.007992930861108178,0.9920070691388918,1.104874849319458,-0.009909654967486858,-0.008736812509596348,1.0797632932662964,128,HIGHER_RES_SAMPLING_REFERENCE,96,0.004972464378299563,0.006652497998393753,50,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel1,0.0,0.0,0.0,1.0,0.0,0.0,0.00568720148989323,0.9943127985101068,1.104876160621643,-0.009909654967486858,-0.008870137855410576,1.0694011449813843,0.0,0.00568720148989323,0.9943127985101068,1.104876160621643,-0.009909654967486858,-0.008870137855410576,1.0694011449813843,128,HIGHER_RES_SAMPLING_REFERENCE,128,0.0,0.0,50,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,0.11877604527788244,0.11443618598857898,0.12291092707479105,0.9946867837739218,0.11873161427605222,0.0011629039232469995,0.07157508658978366,0.9284249134102164,0.11262018233537674,-0.11253470182418823,-0.10418804734945297,0.10418808460235596,1.9287753686896538,0.07273799051303066,0.9272620094869694,0.11641069501638412,-0.11641066521406174,-0.11256131529808044,0.11280426383018494,128,HIGHER_RES_SAMPLING_REFERENCE,64,1.9079839138599133,0.16127957347436403,50,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,0.08320480041782344,0.07187866699591669,0.15919796579383924,0.9965909869673153,0.08311145935243044,0.00010744236869130591,0.05194472556745637,0.9480552744325437,0.11641069501638412,-0.11641066521406174,-0.11009921878576279,0.10936280339956284,2.0108725439056125,0.051837283198765065,0.948162716801235,0.11641069501638412,-0.11641066521406174,-0.1093626320362091,0.11009691655635834,128,HIGHER_RES_SAMPLING_REFERENCE,96,1.9821218156088518,0.038083369546576026,50,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,0.0,0.0,0.0,1.0,0.0,0.0,0.03751156917170361,0.9624884308282964,0.11641069501638412,-0.11641066521406174,-0.10707845538854599,0.10707849264144897,0.0,0.03751156917170361,0.9624884308282964,0.11641069501638412,-0.11641066521406174,-0.10707845538854599,0.10707849264144897,128,HIGHER_RES_SAMPLING_REFERENCE,128,0.0,0.0,50,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel3,0.08010241228139174,0.07168720119931514,0.11910234017167828,0.9986565471001358,0.08009024389924224,0.002416844052509977,0.0524069158402569,0.9475930841597431,0.8601088523864746,-0.0009042961755767465,-0.0008374183089472353,0.8576509952545166,0.06585845964514987,0.054823759892766874,0.9451762401072331,0.8968418836593628,-0.0008911829208955169,-0.0008474413771182299,0.8934876322746277,128,HIGHER_RES_SAMPLING_REFERENCE,64,0.062408056397932114,0.1276302630889514,50,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel3,0.057666313068969174,0.06354721456462158,0.10057865764834481,0.9984104205022016,0.05768456537765433,0.0009908851087427825,0.037306044375798014,0.962693955624202,0.8968451619148254,-0.0008936921367421746,-0.0008385240216739476,0.8913189768791199,0.03753717437979432,0.03631515926705523,0.9636848407329448,0.8968451619148254,-0.0008948902832344174,-0.0008529489277862012,0.8913407325744629,128,HIGHER_RES_SAMPLING_REFERENCE,96,0.014822947307753982,0.015129893882326608,50,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel3,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.026572572936152193,0.9734274270638478,0.8968451619148254,-0.0008948902832344174,-0.0008385815308429301,0.8864982724189758,0.0,0.026572572936152193,0.9734274270638478,0.8968451619148254,-0.0008948902832344174,-0.0008385815308429301,0.8864982724189758,128,HIGHER_RES_SAMPLING_REFERENCE,128,0.0,0.0,50,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc1,0.0854649293086954,0.04169954386196884,0.047360422062595046,0.9977751674177311,0.08380232948855101,0.0026193021121274085,0.054896782034701226,0.9451032179652987,0.3512459397315979,-0.351245254278183,-0.312200129032135,0.31220054626464844,1.909519901763854,0.057516084146828635,0.9424839158531714,0.3927452266216278,-0.3927442729473114,-0.34113654494285583,0.3411368727684021,128,HIGHER_RES_SAMPLING_REFERENCE,64,1.9104341326782266,0.11461510117953153,75,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc1,0.04487505175261539,0.026781341022224285,0.10747896356988783,0.9991262841344287,0.044761069895503665,0.0006632632360783278,0.03823042522037377,0.9617695747796262,0.3927452266216278,-0.3927442729473114,-0.320743203163147,0.32074347138404846,1.9488170699293457,0.037567161984295445,0.9624328380157046,0.3927452266216278,-0.3927442729473114,-0.34113645553588867,0.3411368727684021,128,HIGHER_RES_SAMPLING_REFERENCE,96,1.9480229739427457,0.03509175946814397,75,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc1,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.02750471820722406,0.9724952817927759,0.3927452266216278,-0.3927442729473114,-0.32680124044418335,0.3268018066883087,0.0,0.02750471820722406,0.9724952817927759,0.3927452266216278,-0.3927442729473114,-0.32680124044418335,0.3268018066883087,128,HIGHER_RES_SAMPLING_REFERENCE,128,0.0,0.0,75,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc2,0.26038843384510657,0.03348661598264839,0.08928254234371692,0.9813047665701959,0.25629584279731593,0.0351016425600149,0.10820554708358542,0.8917944529164146,0.047221340239048004,-0.017442477867007256,-0.013517076149582863,0.04480583220720291,0.22259615042465794,0.1433071896436003,0.8566928103563997,0.06520554423332214,-0.01823245920240879,-0.014118249528110027,0.06387455761432648,128,HIGHER_RES_SAMPLING_REFERENCE,64,0.21084222943657155,0.36624716250895323,75,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc2,0.10706314224709271,0.02668420998195564,0.1016742944811469,0.9947220906503403,0.10539139009802358,0.011797513623068454,0.11044781103811441,0.8895521889618856,0.06520554423332214,-0.01823245920240879,-0.013732489198446274,0.06346074491739273,0.08063152365670226,0.09865029741504595,0.9013497025849541,0.06520554423332214,-0.01823245920240879,-0.013436895795166492,0.06346079707145691,128,HIGHER_RES_SAMPLING_REFERENCE,96,0.04182314703728751,0.057109612888226476,75,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc2,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.07599548661438016,0.9240045133856198,0.06520554423332214,-0.01823245920240879,-0.013436863198876381,0.06149443984031677,0.0,0.07599548661438016,0.9240045133856198,0.06520554423332214,-0.01823245920240879,-0.013436863198876381,0.06149443984031677,128,HIGHER_RES_SAMPLING_REFERENCE,128,0.0,0.0,75,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc3,0.1719118021859671,0.10034976207642679,0.09943922194728184,0.9962385133532025,0.17190353398650424,0.008548152693189523,0.11976896026732321,0.8802310397326768,0.7897380590438843,-0.7897392511367798,-0.7349681854248047,0.7349663376808167,1.824385529344756,0.12831711296051274,0.8716828870394873,1.0344263315200806,-1.034428358078003,-0.9199765920639038,0.919975996017456,128,HIGHER_RES_SAMPLING_REFERENCE,64,1.8387034482884042,0.282762065748247,75,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc3,0.09103592514466731,0.07576072085036573,0.11135804893125582,0.9964434722874018,0.09103395473552998,0.009314644076766257,0.09712729759543257,0.9028727024045674,1.0344263315200806,-1.034428358078003,-0.8213946223258972,0.8213979601860046,1.8678677422359982,0.08781265351866631,0.9121873464813337,1.0344263315200806,-1.034428358078003,-0.82139652967453,0.8213945627212524,128,HIGHER_RES_SAMPLING_REFERENCE,96,1.9036857825758984,0.0741049890601581,75,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc3,0.0,0.0,0.0,1.0,0.0,0.0,0.06623689630977735,0.9337631036902226,1.0344263315200806,-1.034428358078003,-0.7897374629974365,0.7897366285324097,0.0,0.06623689630977735,0.9337631036902226,1.0344263315200806,-1.034428358078003,-0.7897374629974365,0.7897366285324097,128,HIGHER_RES_SAMPLING_REFERENCE,128,0.0,0.0,75,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
rho,0.12626051114638984,0.28846118820966243,0.06003307515636345,0.9976625189497312,0.07773706906830828,0.00036477820238888696,0.002271162644543043,0.9977288373554569,1.114330768585205,4.658918896893738e-06,5.639615210384363e-06,1.0576107501983643,0.06063299325670062,0.0026359408469319298,0.997364059153068,1.0700857639312744,5.102287559566321e-06,5.744526788475923e-06,1.0192447900772095,128,HIGHER_RES_SAMPLING_REFERENCE,64,0.05271971667016779,0.09193314731292702,75,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
rho,0.06906508160025557,0.1306293457281333,0.07648846429945098,0.997106245271891,0.07890107346310261,0.00017769528981026374,0.0018593911009676923,0.9981406088990323,1.114330768585205,4.464096946321661e-06,5.644638349622255e-06,1.0576107501983643,0.04491453355945849,0.002037086390777956,0.9979629136092221,1.114330768585205,4.287880074116401e-06,5.6430390031891875e-06,1.0192447900772095,128,HIGHER_RES_SAMPLING_REFERENCE,96,0.023488881234226506,0.04827368590635857,75,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
rho,0.0,0.0,0.0,1.0,0.0,0.0,0.0012872577540161967,0.9987127422459838,1.114330768585205,4.287880074116401e-06,5.643039457936538e-06,1.0192447900772095,0.0,0.0012872577540161967,0.9987127422459838,1.114330768585205,4.287880074116401e-06,5.643039457936538e-06,1.0192447900772095,128,HIGHER_RES_SAMPLING_REFERENCE,128,0.0,0.0,75,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
press,0.2628827419673643,0.13969956237902856,0.07403341553433539,0.9662923235818663,0.26173560986937683,0.005838951951711788,0.09119189432377821,0.9088081056762218,0.03571446239948273,1.6577119765770476e-07,1.673046767791675e-07,0.016253026202321053,0.08703806567198506,0.09703084627549,0.90296915372451,0.03835202381014824,1.6659174661981524e-07,1.7263040774651017e-07,0.017426306381821632,128,HIGHER_RES_SAMPLING_REFERENCE,64,0.07830401170792871,0.17341898030978545,75,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
press,0.14437926471686088,0.08942990879933721,0.09239441498788542,0.9896006295269375,0.14392769052521243,0.0015336541822553312,0.05860722771245294,0.941392772287547,0.03835202381014824,1.5760021199184848e-07,1.6541912373213563e-07,0.018702199682593346,0.04437775921441413,0.05707357353019761,0.9429264264698024,0.03835202381014824,1.5128649977214081e-07,1.6535622648916615e-07,0.020081235095858574,128,HIGHER_RES_SAMPLING_REFERENCE,96,0.017376228200847194,0.023058589782484474,75,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
press,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.03672355809814274,0.9632764419018572,0.03835202381014824,1.5128649977214081e-07,1.6664823476730817e-07,0.01742624305188656,0.0,0.03672355809814274,0.9632764419018572,0.03835202381014824,1.5128649977214081e-07,1.6664823476730817e-07,0.01742624305188656,128,HIGHER_RES_SAMPLING_REFERENCE,128,0.0,0.0,75,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel1,0.04305182705739104,0.036059969028159194,0.04149358284840084,0.9992740150833429,0.04177591592425972,0.0006340224539082128,0.013243669171226036,0.986756330828774,1.2423059940338135,-0.041671350598335266,-0.03994383290410042,1.2322007417678833,0.02735870242479193,0.01387769162513425,0.9861223083748657,1.2858378887176514,-0.04154662415385246,-0.039547279477119446,1.274177074432373,128,HIGHER_RES_SAMPLING_REFERENCE,64,0.024403129451966998,0.03966418930606228,75,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel1,0.033524215395676404,0.029332886396959686,0.061870927167715244,0.9992727426436717,0.038244230829025574,6.0923833026957364e-05,0.008924600249396288,0.9910753997506037,1.2858378887176514,-0.04154662415385246,-0.040167927742004395,1.2646207809448242,0.016757377379071976,0.008985524082423245,0.9910144759175767,1.2858374118804932,-0.04154662415385246,-0.04081378132104874,1.2646206617355347,128,HIGHER_RES_SAMPLING_REFERENCE,96,0.00514854726111069,0.004060517486438088,75,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel1,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.006444220778379873,0.9935557792216201,1.2858378887176514,-0.04154662415385246,-0.04021041467785835,1.2432092428207397,0.0,0.006444220778379873,0.9935557792216201,1.2858378887176514,-0.04154662415385246,-0.04021041467785835,1.2432092428207397,128,HIGHER_RES_SAMPLING_REFERENCE,128,0.0,0.0,75,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,0.16497122501201392,0.09205458103234093,0.12301588886466579,0.989352719924759,0.16396728730987994,0.0071183559455388346,0.08788738320564486,0.9121126167943552,0.09410080313682556,-0.09404253214597702,-0.08804106712341309,0.08922412246465683,1.9438375596700417,0.0950057391511837,0.9049942608488163,0.09908078610897064,-0.09908051043748856,-0.0975259467959404,0.09758254885673523,128,HIGHER_RES_SAMPLING_REFERENCE,64,1.924649895562557,0.2057169980990754,75,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,0.09014121474859346,0.06160192707273122,0.14221356765957746,0.9960347382849947,0.08969983946909706,0.0017280082769841748,0.07077158259399742,0.9292284174060026,0.09908078610897064,-0.09908051043748856,-0.09641867876052856,0.09641845524311066,1.95312588684884,0.06904357431701325,0.9309564256829868,0.09908078610897064,-0.09908051043748856,-0.09641864150762558,0.09641845524311066,128,HIGHER_RES_SAMPLING_REFERENCE,96,1.9387688240735033,0.03935624935489148,75,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel2,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.051094902292679364,0.9489050977073207,0.09908078610897064,-0.09908051043748856,-0.094423808157444,0.09442350268363953,0.0,0.051094902292679364,0.9489050977073207,0.09908078610897064,-0.09908051043748856,-0.094423808157444,0.09442350268363953,128,HIGHER_RES_SAMPLING_REFERENCE,128,0.0,0.0,75,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel3,0.06705986108766093,0.0813056683007209,0.1129567920736573,0.9989856149271068,0.06716342840560653,0.0007091934727628674,0.040775918571424576,0.9592240814285754,1.299372911453247,-0.0038884212262928486,-0.0037368994671851397,1.2828030586242676,0.050239920335509,0.04148511204418744,0.9585148879558125,1.3999927043914795,-0.003867878345772624,-0.0037568730767816305,1.3867568969726562,128,HIGHER_RES_SAMPLING_REFERENCE,64,0.04934003419647456,0.13196828154569967,75,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel3,0.04802891914342823,0.07082637883095166,0.08824368879628303,0.9989370238153459,0.04819862011802068,0.0008679551039320818,0.02814512632211906,0.9718548736778809,1.3999927043914795,-0.003867878345772624,-0.00377250905148685,1.3781684637069702,0.03322941703683551,0.027277171218186978,0.972722828781813,1.3999927043914795,-0.0038794714491814375,-0.0037818201817572117,1.3781685829162598,128,HIGHER_RES_SAMPLING_REFERENCE,96,0.013849168054783943,0.043784101979323205,75,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
vel3,0.0,0.0,0.0,1.0,0.0,0.0,0.019886200856213537,0.9801137991437865,1.3999927043914795,-0.0038794714491814375,-0.0037574393209069967,1.3449525833129883,0.0,0.019886200856213537,0.9801137991437865,1.3999927043914795,-0.0038794714491814375,-0.0037574393209069967,1.3449525833129883,128,HIGHER_RES_SAMPLING_REFERENCE,128,0.0,0.0,75,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc1,0.07990090814926525,0.07150853835463822,0.06848813702614087,0.9984545177697985,0.07987735935135867,0.0024309437643170173,0.06231352471486688,0.9376864752851332,10.696850776672363,-10.72994613647461,-9.78962230682373,9.79529857635498,1.902329781411665,0.0647444684791839,0.9352555315208161,11.96574592590332,-12.011944770812988,-10.777549743652344,10.786625862121582,128,HIGHER_RES_SAMPLING_REFERENCE,64,1.8999303472104636,0.11830178275119904,100,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
Bcc1,0.04494701029617864,0.04702330186666006,0.10712098778145154,0.9991530138321948,0.044953745447952796,0.0010625848384622424,0.04370694854680734,0.9562930514531927,11.96574592590332,-12.011944770812988,-9.763947486877441,9.77328872680664,1.9723549190882768,0.042644363708345095,0.9573556362916549,11.96574592590332,-12.011944770812988,-10.59130859375,10.687082290649414,128,HIGHER_RES_SAMPLING_REFERENCE,96,1.96133184718779,0.036493039537237815,100,ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION
