baseline,section,metric,channel,value,numerator_squared_sum,denominator_squared_sum
persistence,clamp_masks,value_count,Bcc2,4980736,,
persistence,clamp_masks,target_clamp_count,Bcc2,519331,,
persistence,clamp_masks,target_clamp_fraction,Bcc2,0.10426792345548931,,
persistence,clamp_masks,target_positive_fraction,Bcc2,0.07104672883686267,,
persistence,clamp_masks,target_negative_fraction,Bcc2,0.033221194618626645,,
persistence,clamp_masks,model_clamp_count,Bcc2,517859,,
persistence,clamp_masks,model_clamp_fraction,Bcc2,0.10397238480417352,,
persistence,clamp_masks,model_positive_fraction,Bcc2,0.06640926160310444,,
persistence,clamp_masks,model_negative_fraction,Bcc2,0.03756312320106908,,
persistence,clamp_masks,intersection_fraction,Bcc2,0.0961759466873972,,
persistence,clamp_masks,model_only_fraction,Bcc2,0.007796438116776316,,
persistence,clamp_masks,target_only_fraction,Bcc2,0.008091976768092105,,
persistence,clamp_masks,neither_fraction,Bcc2,0.8879356384277344,,
persistence,clamp_masks,jaccard,Bcc2,0.8582206273077936,,
persistence,clamp_masks,precision,Bcc2,0.9250143378796158,,
persistence,clamp_masks,recall,Bcc2,0.9223924626105509,,
persistence,clamp_masks,same_sign_intersection_fraction,Bcc2,0.0944219890393709,,
persistence,clamp_masks,opposite_sign_intersection_fraction,Bcc2,0.0017539576480263158,,
persistence,clamp_masks,sign_agreement_within_intersection,Bcc2,0.9817630321464135,,
persistence,clamp_masks,value_count,Bcc3,4980736,,
persistence,clamp_masks,target_clamp_count,Bcc3,2855143,,
persistence,clamp_masks,target_clamp_fraction,Bcc3,0.5732371681614926,,
persistence,clamp_masks,target_positive_fraction,Bcc3,0.2880247015702097,,
persistence,clamp_masks,target_negative_fraction,Bcc3,0.2852124665912829,,
persistence,clamp_masks,model_clamp_count,Bcc3,2794023,,
persistence,clamp_masks,model_clamp_fraction,Bcc3,0.5609658893785978,,
persistence,clamp_masks,model_positive_fraction,Bcc3,0.2819211859452097,,
persistence,clamp_masks,model_negative_fraction,Bcc3,0.27904470343338816,,
persistence,clamp_masks,intersection_fraction,Bcc3,0.5593597010562295,,
persistence,clamp_masks,model_only_fraction,Bcc3,0.001606188322368421,,
persistence,clamp_masks,target_only_fraction,Bcc3,0.013877467105263159,,
persistence,clamp_masks,neither_fraction,Bcc3,0.42515664351613897,,
persistence,clamp_masks,jaccard,Bcc3,0.9730645657586785,,
persistence,clamp_masks,precision,Bcc3,0.9971367451162714,,
persistence,clamp_masks,recall,Bcc3,0.9757910549489115,,
persistence,clamp_masks,same_sign_intersection_fraction,Bcc3,0.5520860772383841,,
persistence,clamp_masks,opposite_sign_intersection_fraction,Bcc3,0.007273623817845395,,
persistence,clamp_masks,sign_agreement_within_intersection,Bcc3,0.9869965179756233,,
persistence,clamp_masks,value_count,rho,4980736,,
persistence,clamp_masks,target_clamp_count,rho,0,,
persistence,clamp_masks,target_clamp_fraction,rho,0.0,,
persistence,clamp_masks,target_positive_fraction,rho,0.0,,
persistence,clamp_masks,target_negative_fraction,rho,0.0,,
persistence,clamp_masks,model_clamp_count,rho,0,,
persistence,clamp_masks,model_clamp_fraction,rho,0.0,,
persistence,clamp_masks,model_positive_fraction,rho,0.0,,
persistence,clamp_masks,model_negative_fraction,rho,0.0,,
persistence,clamp_masks,intersection_fraction,rho,0.0,,
persistence,clamp_masks,model_only_fraction,rho,0.0,,
persistence,clamp_masks,target_only_fraction,rho,0.0,,
persistence,clamp_masks,neither_fraction,rho,1.0,,
persistence,clamp_masks,jaccard,rho,,,
persistence,clamp_masks,precision,rho,,,
persistence,clamp_masks,recall,rho,,,
persistence,clamp_masks,same_sign_intersection_fraction,rho,0.0,,
persistence,clamp_masks,opposite_sign_intersection_fraction,rho,0.0,,
persistence,clamp_masks,sign_agreement_within_intersection,rho,,,
persistence,clamp_masks,value_count,press,4980736,,
persistence,clamp_masks,target_clamp_count,press,0,,
persistence,clamp_masks,target_clamp_fraction,press,0.0,,
persistence,clamp_masks,target_positive_fraction,press,0.0,,
persistence,clamp_masks,target_negative_fraction,press,0.0,,
persistence,clamp_masks,model_clamp_count,press,0,,
persistence,clamp_masks,model_clamp_fraction,press,0.0,,
persistence,clamp_masks,model_positive_fraction,press,0.0,,
persistence,clamp_masks,model_negative_fraction,press,0.0,,
persistence,clamp_masks,intersection_fraction,press,0.0,,
persistence,clamp_masks,model_only_fraction,press,0.0,,
persistence,clamp_masks,target_only_fraction,press,0.0,,
persistence,clamp_masks,neither_fraction,press,1.0,,
persistence,clamp_masks,jaccard,press,,,
persistence,clamp_masks,precision,press,,,
persistence,clamp_masks,recall,press,,,
persistence,clamp_masks,same_sign_intersection_fraction,press,0.0,,
persistence,clamp_masks,opposite_sign_intersection_fraction,press,0.0,,
persistence,clamp_masks,sign_agreement_within_intersection,press,,,
persistence,clamp_masks,value_count,vel1,4980736,,
persistence,clamp_masks,target_clamp_count,vel1,560,,
persistence,clamp_masks,target_clamp_fraction,vel1,0.00011243318256578947,,
persistence,clamp_masks,target_positive_fraction,vel1,0.00011243318256578947,,
persistence,clamp_masks,target_negative_fraction,vel1,0.0,,
persistence,clamp_masks,model_clamp_count,vel1,131,,
persistence,clamp_masks,model_clamp_fraction,vel1,2.6301333778782893e-05,,
persistence,clamp_masks,model_positive_fraction,vel1,2.6301333778782893e-05,,
persistence,clamp_masks,model_negative_fraction,vel1,0.0,,
persistence,clamp_masks,intersection_fraction,vel1,1.2849506578947368e-05,,
persistence,clamp_masks,model_only_fraction,vel1,1.3451827199835526e-05,,
persistence,clamp_masks,target_only_fraction,vel1,9.95836759868421e-05,,
persistence,clamp_masks,neither_fraction,vel1,0.9998741149902344,,
persistence,clamp_masks,jaccard,vel1,0.10207336523125997,,
persistence,clamp_masks,precision,vel1,0.48854961832061067,,
persistence,clamp_masks,recall,vel1,0.11428571428571428,,
persistence,clamp_masks,same_sign_intersection_fraction,vel1,1.2849506578947368e-05,,
persistence,clamp_masks,opposite_sign_intersection_fraction,vel1,0.0,,
persistence,clamp_masks,sign_agreement_within_intersection,vel1,1.0,,
persistence,clamp_masks,value_count,vel2,4980736,,
persistence,clamp_masks,target_clamp_count,vel2,183583,,
persistence,clamp_masks,target_clamp_fraction,vel2,0.03685860884817023,,
persistence,clamp_masks,target_positive_fraction,vel2,0.018872712787828948,,
persistence,clamp_masks,target_negative_fraction,vel2,0.017985896060341282,,
persistence,clamp_masks,model_clamp_count,vel2,197969,,
persistence,clamp_masks,model_clamp_fraction,vel2,0.03974693699886924,,
persistence,clamp_masks,model_positive_fraction,vel2,0.02028093839946546,,
persistence,clamp_masks,model_negative_fraction,vel2,0.019465998599403782,,
persistence,clamp_masks,intersection_fraction,vel2,0.03292987221165707,,
persistence,clamp_masks,model_only_fraction,vel2,0.006817064787212171,,
persistence,clamp_masks,target_only_fraction,vel2,0.003928736636513158,,
persistence,clamp_masks,neither_fraction,vel2,0.9563243263646176,,
persistence,clamp_masks,jaccard,vel2,0.7539636935325944,,
persistence,clamp_masks,precision,vel2,0.8284882986730245,,
persistence,clamp_masks,recall,vel2,0.8934106099148614,,
persistence,clamp_masks,same_sign_intersection_fraction,vel2,0.032266315660978616,,
persistence,clamp_masks,opposite_sign_intersection_fraction,vel2,0.0006635565506784539,,
persistence,clamp_masks,sign_agreement_within_intersection,vel2,0.9798494040179252,,
persistence,clamp_masks,value_count,vel3,4980736,,
persistence,clamp_masks,target_clamp_count,vel3,2002366,,
persistence,clamp_masks,target_clamp_fraction,vel3,0.40202211078844574,,
persistence,clamp_masks,target_positive_fraction,vel3,0.40200624967876236,,
persistence,clamp_masks,target_negative_fraction,vel3,1.5861109683388158e-05,,
persistence,clamp_masks,model_clamp_count,vel3,1957203,,
persistence,clamp_masks,model_clamp_fraction,vel3,0.3929545753880551,,
persistence,clamp_masks,model_positive_fraction,vel3,0.39293871427837174,,
persistence,clamp_masks,model_negative_fraction,vel3,1.5861109683388158e-05,,
persistence,clamp_masks,intersection_fraction,vel3,0.3884496186908923,,
persistence,clamp_masks,model_only_fraction,vel3,0.004504956697162829,,
persistence,clamp_masks,target_only_fraction,vel3,0.013572492097553453,,
persistence,clamp_masks,neither_fraction,vel3,0.5934729325143915,,
persistence,clamp_masks,jaccard,vel3,0.9555319922323345,,
persistence,clamp_masks,precision,vel3,0.9885356807648465,,
persistence,clamp_masks,recall,vel3,0.9662394387439659,,
persistence,clamp_masks,same_sign_intersection_fraction,vel3,0.38841950265984787,,
persistence,clamp_masks,opposite_sign_intersection_fraction,vel3,3.0116031044407893e-05,,
persistence,clamp_masks,sign_agreement_within_intersection,vel3,0.9999224712045132,,
zero_normalized,relative_l2,E_norm,Bcc1,1.0,8716574.703011898,8716574.703011898
zero_normalized,relative_l2,E_norm,Bcc2,1.0,61928591.87855665,61928591.87855665
zero_normalized,relative_l2,E_norm,Bcc3,1.0,119352638.86254199,119352638.86254199
zero_normalized,relative_l2,E_norm,rho,1.0,12206015.749984546,12206015.749984546
zero_normalized,relative_l2,E_norm,press,1.0,7033578.765954044,7033578.765954044
zero_normalized,relative_l2,E_norm,vel1,1.0,22719331.004154418,22719331.004154418
zero_normalized,relative_l2,E_norm,vel2,1.0,33101030.145590268,33101030.145590268
zero_normalized,relative_l2,E_norm,vel3,1.0,97307318.37697363,97307318.37697363
zero_normalized,relative_l2,E_norm,arithmetic_average,1.0,,
zero_normalized,relative_l2,E_model_oracle,Bcc1,1.0,13822297.550879022,13822297.550879022
zero_normalized,relative_l2,E_model_oracle,Bcc2,0.9996769402782365,2865.4747097152776,2867.327046214792
zero_normalized,relative_l2,E_model_oracle,Bcc3,1.0,88.48658079511652,88.48658079511652
zero_normalized,relative_l2,E_model_oracle,rho,0.9999655477322269,71505341.27536497,71510268.57232799
zero_normalized,relative_l2,E_model_oracle,press,0.9999889080915803,1555309.2962275455,1555343.7994981613
zero_normalized,relative_l2,E_model_oracle,vel1,0.7930825791115974,1183203.219530896,1881146.0813557715
zero_normalized,relative_l2,E_model_oracle,vel2,0.9999999847098515,530.7432148362618,530.7432310665473
zero_normalized,relative_l2,E_model_oracle,vel3,0.9534916049486576,22918.001465194615,25208.26731611196
zero_normalized,relative_l2,E_model_oracle,arithmetic_average,0.9682756956090188,,
zero_normalized,relative_l2,E_model_raw,Bcc1,1.0,13822297.552721845,13822297.552721845
zero_normalized,relative_l2,E_model_raw,Bcc2,1.0001006480242223,145143.78432145747,145114.5718615558
zero_normalized,relative_l2,E_model_raw,Bcc3,1.0,33596835.36124721,33596835.36124721
zero_normalized,relative_l2,E_model_raw,rho,0.999965547731827,71505340.35836086,71510267.65531789
zero_normalized,relative_l2,E_model_raw,press,0.9999889080917227,1555309.3122970522,1555343.8155675814
zero_normalized,relative_l2,E_model_raw,vel1,0.7931226287276296,1183568.906934827,1881537.443805871
zero_normalized,relative_l2,E_model_raw,vel2,0.9999999927098474,1369.4868465838817,1369.4868665514182
zero_normalized,relative_l2,E_model_raw,vel3,0.9931319261415872,586838.6061715918,594983.3193106027
zero_normalized,relative_l2,E_model_raw,arithmetic_average,0.9732887064283546,,
zero_normalized,relative_l2,E_oracle_raw,Bcc1,6.344263868317088e-07,5.563431090772201e-06,13822297.552721845
zero_normalized,relative_l2,E_oracle_raw,Bcc2,0.9187001429962701,122478.14293895545,145114.5718615558
zero_normalized,relative_l2,E_oracle_raw,Bcc3,0.9993537835756451,33553427.737506513,33596835.36124721
zero_normalized,relative_l2,E_oracle_raw,rho,8.784299709761439e-07,5.518012671998234e-05,71510267.65531789
zero_normalized,relative_l2,E_oracle_raw,press,9.658402309110792e-07,1.4508983592517734e-06,1555343.8155675814
zero_normalized,relative_l2,E_oracle_raw,vel1,0.00230182705058105,9.96915261328709,1881537.443805871
zero_normalized,relative_l2,E_oracle_raw,vel2,0.5668102639892161,439.98035287642455,1369.4868665514182
zero_normalized,relative_l2,E_oracle_raw,vel3,0.8511265950257523,431015.72228596814,594983.3193106027
zero_normalized,relative_l2,E_oracle_raw,arithmetic_average,0.4172868864167567,,
zero_normalized,relative_l2,excess_absolute,Bcc1,0.9999993655736131,,
zero_normalized,relative_l2,excess_absolute,Bcc2,0.08140050502795215,,
zero_normalized,relative_l2,excess_absolute,Bcc3,0.0006462164243549173,,
zero_normalized,relative_l2,excess_absolute,rho,0.999964669301856,,
zero_normalized,relative_l2,excess_absolute,press,0.9999879422514918,,
zero_normalized,relative_l2,excess_absolute,vel1,0.7908208016770486,,
zero_normalized,relative_l2,excess_absolute,vel2,0.43318972872063133,,
zero_normalized,relative_l2,excess_absolute,vel3,0.1420053311158349,,
zero_normalized,relative_l2,excess_absolute,arithmetic_average,0.5560018200115979,,
zero_normalized,squared_error_numerator_decomposition,model_raw_squared_error,Bcc1,13822297.552721845,,
zero_normalized,squared_error_numerator_decomposition,model_oracle_squared_error,Bcc1,13822297.550879022,,
zero_normalized,squared_error_numerator_decomposition,oracle_raw_squared_error,Bcc1,5.563431090772201e-06,,
zero_normalized,squared_error_numerator_decomposition,cross_term,Bcc1,0.0018372534725649885,,
zero_normalized,squared_error_numerator_decomposition,reconstructed_model_raw_squared_error,Bcc1,13822297.55272184,,
zero_normalized,squared_error_numerator_decomposition,reconstruction_residual,Bcc1,5.587935447692871e-09,,
zero_normalized,squared_error_numerator_decomposition,relative_reconstruction_residual,Bcc1,4.04269653896469e-16,,
zero_normalized,squared_error_numerator_decomposition,model_raw_squared_error,Bcc2,145143.78432145747,,
zero_normalized,squared_error_numerator_decomposition,model_oracle_squared_error,Bcc2,2865.4747097152776,,
zero_normalized,squared_error_numerator_decomposition,oracle_raw_squared_error,Bcc2,122478.14293895545,,
zero_normalized,squared_error_numerator_decomposition,cross_term,Bcc2,19800.166672785435,,
zero_normalized,squared_error_numerator_decomposition,reconstructed_model_raw_squared_error,Bcc2,145143.78432145616,,
zero_normalized,squared_error_numerator_decomposition,reconstruction_residual,Bcc2,1.3096723705530167e-09,,
zero_normalized,squared_error_numerator_decomposition,relative_reconstruction_residual,Bcc2,9.0232756206247e-15,,
zero_normalized,squared_error_numerator_decomposition,model_raw_squared_error,Bcc3,33596835.36124721,,
zero_normalized,squared_error_numerator_decomposition,model_oracle_squared_error,Bcc3,88.48658079511652,,
zero_normalized,squared_error_numerator_decomposition,oracle_raw_squared_error,Bcc3,33553427.737506513,,
zero_normalized,squared_error_numerator_decomposition,cross_term,Bcc3,43319.13716027263,,
zero_normalized,squared_error_numerator_decomposition,reconstructed_model_raw_squared_error,Bcc3,33596835.361247584,,
zero_normalized,squared_error_numerator_decomposition,reconstruction_residual,Bcc3,-3.725290298461914e-07,,
zero_normalized,squared_error_numerator_decomposition,relative_reconstruction_residual,Bcc3,1.1088217858634708e-14,,
zero_normalized,squared_error_numerator_decomposition,model_raw_squared_error,rho,71505340.35836086,,
zero_normalized,squared_error_numerator_decomposition,model_oracle_squared_error,rho,71505341.27536497,,
zero_normalized,squared_error_numerator_decomposition,oracle_raw_squared_error,rho,5.518012671998234e-05,,
zero_normalized,squared_error_numerator_decomposition,cross_term,rho,-0.9170588370839667,,
zero_normalized,squared_error_numerator_decomposition,reconstructed_model_raw_squared_error,rho,71505340.3583613,,
zero_normalized,squared_error_numerator_decomposition,reconstruction_residual,rho,-4.470348358154297e-07,,
zero_normalized,squared_error_numerator_decomposition,relative_reconstruction_residual,rho,6.251768519316747e-15,,
zero_normalized,squared_error_numerator_decomposition,model_raw_squared_error,press,1555309.3122970522,,
zero_normalized,squared_error_numerator_decomposition,model_oracle_squared_error,press,1555309.2962275455,,
zero_normalized,squared_error_numerator_decomposition,oracle_raw_squared_error,press,1.4508983592517734e-06,,
zero_normalized,squared_error_numerator_decomposition,cross_term,press,0.01606805440834086,,
zero_normalized,squared_error_numerator_decomposition,reconstructed_model_raw_squared_error,press,1555309.3122970508,,
zero_normalized,squared_error_numerator_decomposition,reconstruction_residual,press,1.3969838619232178e-09,,
zero_normalized,squared_error_numerator_decomposition,relative_reconstruction_residual,press,8.982032389814462e-16,,
zero_normalized,squared_error_numerator_decomposition,model_raw_squared_error,vel1,1183568.906934827,,
zero_normalized,squared_error_numerator_decomposition,model_oracle_squared_error,vel1,1183203.219530896,,
zero_normalized,squared_error_numerator_decomposition,oracle_raw_squared_error,vel1,9.96915261328709,,
zero_normalized,squared_error_numerator_decomposition,cross_term,vel1,355.7182513388373,,
zero_normalized,squared_error_numerator_decomposition,reconstructed_model_raw_squared_error,vel1,1183568.9069348483,,
zero_normalized,squared_error_numerator_decomposition,reconstruction_residual,vel1,-2.1187588572502136e-08,,
zero_normalized,squared_error_numerator_decomposition,relative_reconstruction_residual,vel1,1.7901440675197482e-14,,
zero_normalized,squared_error_numerator_decomposition,model_raw_squared_error,vel2,1369.4868465838817,,
zero_normalized,squared_error_numerator_decomposition,model_oracle_squared_error,vel2,530.7432148362618,,
zero_normalized,squared_error_numerator_decomposition,oracle_raw_squared_error,vel2,439.98035287642455,,
zero_normalized,squared_error_numerator_decomposition,cross_term,vel2,398.76327887114917,,
zero_normalized,squared_error_numerator_decomposition,reconstructed_model_raw_squared_error,vel2,1369.4868465838356,,
zero_normalized,squared_error_numerator_decomposition,reconstruction_residual,vel2,4.615685611497611e-11,,
zero_normalized,squared_error_numerator_decomposition,relative_reconstruction_residual,vel2,3.370376008364895e-14,,
zero_normalized,squared_error_numerator_decomposition,model_raw_squared_error,vel3,586838.6061715918,,
zero_normalized,squared_error_numerator_decomposition,model_oracle_squared_error,vel3,22918.001465194615,,
zero_normalized,squared_error_numerator_decomposition,oracle_raw_squared_error,vel3,431015.72228596814,,
zero_normalized,squared_error_numerator_decomposition,cross_term,vel3,132904.88242041442,,
zero_normalized,squared_error_numerator_decomposition,reconstructed_model_raw_squared_error,vel3,586838.6061715772,,
zero_normalized,squared_error_numerator_decomposition,reconstruction_residual,vel3,1.4551915228366852e-08,,
zero_normalized,squared_error_numerator_decomposition,relative_reconstruction_residual,vel3,2.4797133445770383e-14,,
zero_normalized,clamp_masks,value_count,Bcc1,4980736,,
zero_normalized,clamp_masks,target_clamp_count,Bcc1,0,,
zero_normalized,clamp_masks,target_clamp_fraction,Bcc1,0.0,,
zero_normalized,clamp_masks,target_positive_fraction,Bcc1,0.0,,
zero_normalized,clamp_masks,target_negative_fraction,Bcc1,0.0,,
zero_normalized,clamp_masks,model_clamp_count,Bcc1,0,,
zero_normalized,clamp_masks,model_clamp_fraction,Bcc1,0.0,,
zero_normalized,clamp_masks,model_positive_fraction,Bcc1,0.0,,
zero_normalized,clamp_masks,model_negative_fraction,Bcc1,0.0,,
zero_normalized,clamp_masks,intersection_fraction,Bcc1,0.0,,
zero_normalized,clamp_masks,model_only_fraction,Bcc1,0.0,,
zero_normalized,clamp_masks,target_only_fraction,Bcc1,0.0,,
zero_normalized,clamp_masks,neither_fraction,Bcc1,1.0,,
zero_normalized,clamp_masks,jaccard,Bcc1,,,
zero_normalized,clamp_masks,precision,Bcc1,,,
zero_normalized,clamp_masks,recall,Bcc1,,,
zero_normalized,clamp_masks,same_sign_intersection_fraction,Bcc1,0.0,,
zero_normalized,clamp_masks,opposite_sign_intersection_fraction,Bcc1,0.0,,
zero_normalized,clamp_masks,sign_agreement_within_intersection,Bcc1,,,
zero_normalized,clamp_masks,value_count,Bcc2,4980736,,
zero_normalized,clamp_masks,target_clamp_count,Bcc2,519331,,
zero_normalized,clamp_masks,target_clamp_fraction,Bcc2,0.10426792345548931,,
zero_normalized,clamp_masks,target_positive_fraction,Bcc2,0.07104672883686267,,
zero_normalized,clamp_masks,target_negative_fraction,Bcc2,0.033221194618626645,,
zero_normalized,clamp_masks,model_clamp_count,Bcc2,0,,
zero_normalized,clamp_masks,model_clamp_fraction,Bcc2,0.0,,
zero_normalized,clamp_masks,model_positive_fraction,Bcc2,0.0,,
zero_normalized,clamp_masks,model_negative_fraction,Bcc2,0.0,,
zero_normalized,clamp_masks,intersection_fraction,Bcc2,0.0,,
zero_normalized,clamp_masks,model_only_fraction,Bcc2,0.0,,
zero_normalized,clamp_masks,target_only_fraction,Bcc2,0.10426792345548931,,
zero_normalized,clamp_masks,neither_fraction,Bcc2,0.8957320765445107,,
zero_normalized,clamp_masks,jaccard,Bcc2,0.0,,
zero_normalized,clamp_masks,precision,Bcc2,,,
zero_normalized,clamp_masks,recall,Bcc2,0.0,,
zero_normalized,clamp_masks,same_sign_intersection_fraction,Bcc2,0.0,,
zero_normalized,clamp_masks,opposite_sign_intersection_fraction,Bcc2,0.0,,
zero_normalized,clamp_masks,sign_agreement_within_intersection,Bcc2,,,
zero_normalized,clamp_masks,value_count,Bcc3,4980736,,
zero_normalized,clamp_masks,target_clamp_count,Bcc3,2855143,,
zero_normalized,clamp_masks,target_clamp_fraction,Bcc3,0.5732371681614926,,
zero_normalized,clamp_masks,target_positive_fraction,Bcc3,0.2880247015702097,,
zero_normalized,clamp_masks,target_negative_fraction,Bcc3,0.2852124665912829,,
zero_normalized,clamp_masks,model_clamp_count,Bcc3,0,,
zero_normalized,clamp_masks,model_clamp_fraction,Bcc3,0.0,,
zero_normalized,clamp_masks,model_positive_fraction,Bcc3,0.0,,
zero_normalized,clamp_masks,model_negative_fraction,Bcc3,0.0,,
zero_normalized,clamp_masks,intersection_fraction,Bcc3,0.0,,
zero_normalized,clamp_masks,model_only_fraction,Bcc3,0.0,,
zero_normalized,clamp_masks,target_only_fraction,Bcc3,0.5732371681614926,,
zero_normalized,clamp_masks,neither_fraction,Bcc3,0.4267628318385074,,
zero_normalized,clamp_masks,jaccard,Bcc3,0.0,,
zero_normalized,clamp_masks,precision,Bcc3,,,
zero_normalized,clamp_masks,recall,Bcc3,0.0,,
zero_normalized,clamp_masks,same_sign_intersection_fraction,Bcc3,0.0,,
zero_normalized,clamp_masks,opposite_sign_intersection_fraction,Bcc3,0.0,,
zero_normalized,clamp_masks,sign_agreement_within_intersection,Bcc3,,,
zero_normalized,clamp_masks,value_count,rho,4980736,,
zero_normalized,clamp_masks,target_clamp_count,rho,0,,
zero_normalized,clamp_masks,target_clamp_fraction,rho,0.0,,
zero_normalized,clamp_masks,target_positive_fraction,rho,0.0,,
zero_normalized,clamp_masks,target_negative_fraction,rho,0.0,,
zero_normalized,clamp_masks,model_clamp_count,rho,0,,
zero_normalized,clamp_masks,model_clamp_fraction,rho,0.0,,
zero_normalized,clamp_masks,model_positive_fraction,rho,0.0,,
zero_normalized,clamp_masks,model_negative_fraction,rho,0.0,,
zero_normalized,clamp_masks,intersection_fraction,rho,0.0,,
zero_normalized,clamp_masks,model_only_fraction,rho,0.0,,
zero_normalized,clamp_masks,target_only_fraction,rho,0.0,,
zero_normalized,clamp_masks,neither_fraction,rho,1.0,,
zero_normalized,clamp_masks,jaccard,rho,,,
zero_normalized,clamp_masks,precision,rho,,,
zero_normalized,clamp_masks,recall,rho,,,
zero_normalized,clamp_masks,same_sign_intersection_fraction,rho,0.0,,
zero_normalized,clamp_masks,opposite_sign_intersection_fraction,rho,0.0,,
zero_normalized,clamp_masks,sign_agreement_within_intersection,rho,,,
zero_normalized,clamp_masks,value_count,press,4980736,,
zero_normalized,clamp_masks,target_clamp_count,press,0,,
zero_normalized,clamp_masks,target_clamp_fraction,press,0.0,,
zero_normalized,clamp_masks,target_positive_fraction,press,0.0,,
zero_normalized,clamp_masks,target_negative_fraction,press,0.0,,
zero_normalized,clamp_masks,model_clamp_count,press,0,,
zero_normalized,clamp_masks,model_clamp_fraction,press,0.0,,
zero_normalized,clamp_masks,model_positive_fraction,press,0.0,,
zero_normalized,clamp_masks,model_negative_fraction,press,0.0,,
zero_normalized,clamp_masks,intersection_fraction,press,0.0,,
zero_normalized,clamp_masks,model_only_fraction,press,0.0,,
zero_normalized,clamp_masks,target_only_fraction,press,0.0,,
zero_normalized,clamp_masks,neither_fraction,press,1.0,,
zero_normalized,clamp_masks,jaccard,press,,,
zero_normalized,clamp_masks,precision,press,,,
zero_normalized,clamp_masks,recall,press,,,
zero_normalized,clamp_masks,same_sign_intersection_fraction,press,0.0,,
zero_normalized,clamp_masks,opposite_sign_intersection_fraction,press,0.0,,
zero_normalized,clamp_masks,sign_agreement_within_intersection,press,,,
zero_normalized,clamp_masks,value_count,vel1,4980736,,
zero_normalized,clamp_masks,target_clamp_count,vel1,560,,
zero_normalized,clamp_masks,target_clamp_fraction,vel1,0.00011243318256578947,,
zero_normalized,clamp_masks,target_positive_fraction,vel1,0.00011243318256578947,,
zero_normalized,clamp_masks,target_negative_fraction,vel1,0.0,,
zero_normalized,clamp_masks,model_clamp_count,vel1,0,,
zero_normalized,clamp_masks,model_clamp_fraction,vel1,0.0,,
zero_normalized,clamp_masks,model_positive_fraction,vel1,0.0,,
zero_normalized,clamp_masks,model_negative_fraction,vel1,0.0,,
zero_normalized,clamp_masks,intersection_fraction,vel1,0.0,,
zero_normalized,clamp_masks,model_only_fraction,vel1,0.0,,
zero_normalized,clamp_masks,target_only_fraction,vel1,0.00011243318256578947,,
zero_normalized,clamp_masks,neither_fraction,vel1,0.9998875668174342,,
zero_normalized,clamp_masks,jaccard,vel1,0.0,,
zero_normalized,clamp_masks,precision,vel1,,,
zero_normalized,clamp_masks,recall,vel1,0.0,,
zero_normalized,clamp_masks,same_sign_intersection_fraction,vel1,0.0,,
zero_normalized,clamp_masks,opposite_sign_intersection_fraction,vel1,0.0,,
zero_normalized,clamp_masks,sign_agreement_within_intersection,vel1,,,
zero_normalized,clamp_masks,value_count,vel2,4980736,,
zero_normalized,clamp_masks,target_clamp_count,vel2,183583,,
zero_normalized,clamp_masks,target_clamp_fraction,vel2,0.03685860884817023,,
zero_normalized,clamp_masks,target_positive_fraction,vel2,0.018872712787828948,,
zero_normalized,clamp_masks,target_negative_fraction,vel2,0.017985896060341282,,
zero_normalized,clamp_masks,model_clamp_count,vel2,0,,
zero_normalized,clamp_masks,model_clamp_fraction,vel2,0.0,,
zero_normalized,clamp_masks,model_positive_fraction,vel2,0.0,,
zero_normalized,clamp_masks,model_negative_fraction,vel2,0.0,,
zero_normalized,clamp_masks,intersection_fraction,vel2,0.0,,
zero_normalized,clamp_masks,model_only_fraction,vel2,0.0,,
zero_normalized,clamp_masks,target_only_fraction,vel2,0.03685860884817023,,
zero_normalized,clamp_masks,neither_fraction,vel2,0.9631413911518297,,
zero_normalized,clamp_masks,jaccard,vel2,0.0,,
zero_normalized,clamp_masks,precision,vel2,,,
zero_normalized,clamp_masks,recall,vel2,0.0,,
zero_normalized,clamp_masks,same_sign_intersection_fraction,vel2,0.0,,
zero_normalized,clamp_masks,opposite_sign_intersection_fraction,vel2,0.0,,
zero_normalized,clamp_masks,sign_agreement_within_intersection,vel2,,,
zero_normalized,clamp_masks,value_count,vel3,4980736,,
zero_normalized,clamp_masks,target_clamp_count,vel3,2002366,,
zero_normalized,clamp_masks,target_clamp_fraction,vel3,0.40202211078844574,,
zero_normalized,clamp_masks,target_positive_fraction,vel3,0.40200624967876236,,
zero_normalized,clamp_masks,target_negative_fraction,vel3,1.5861109683388158e-05,,
zero_normalized,clamp_masks,model_clamp_count,vel3,0,,
zero_normalized,clamp_masks,model_clamp_fraction,vel3,0.0,,
zero_normalized,clamp_masks,model_positive_fraction,vel3,0.0,,
zero_normalized,clamp_masks,model_negative_fraction,vel3,0.0,,
zero_normalized,clamp_masks,intersection_fraction,vel3,0.0,,
zero_normalized,clamp_masks,model_only_fraction,vel3,0.0,,
zero_normalized,clamp_masks,target_only_fraction,vel3,0.40202211078844574,,
zero_normalized,clamp_masks,neither_fraction,vel3,0.5979778892115543,,
zero_normalized,clamp_masks,jaccard,vel3,0.0,,
zero_normalized,clamp_masks,precision,vel3,,,
zero_normalized,clamp_masks,recall,vel3,0.0,,
zero_normalized,clamp_masks,same_sign_intersection_fraction,vel3,0.0,,
zero_normalized,clamp_masks,opposite_sign_intersection_fraction,vel3,0.0,,
