record_type,split,channel,stage,scope,index,shell,gamma_mode,paper_canonical,metric,value
region_concentration,train,Bcc2,,polar_caps_theta_le_pi_over_4_or_ge_3pi_over_4,,,,True,region_voxel_fraction,0.5
region_concentration,train,Bcc2,,polar_caps_theta_le_pi_over_4_or_ge_3pi_over_4,,,,True,clamp_hit_count,9856
region_concentration,train,Bcc2,,polar_caps_theta_le_pi_over_4_or_ge_3pi_over_4,,,,True,clamp_hit_share,0.42896935933147634
region_concentration,train,Bcc2,,polar_caps_theta_le_pi_over_4_or_ge_3pi_over_4,,,,True,enrichment_over_uniform,0.8579387186629527
region_concentration,train,Bcc2,,inner_two_log_shells,,,,True,region_voxel_fraction,0.25
region_concentration,train,Bcc2,,inner_two_log_shells,,,,True,clamp_hit_count,22912
region_concentration,train,Bcc2,,inner_two_log_shells,,,,True,clamp_hit_share,0.9972144846796658
region_concentration,train,Bcc2,,inner_two_log_shells,,,,True,enrichment_over_uniform,3.988857938718663
paper_roundtrip,train,Bcc2,,all_voxels,,,,True,count,20971520
paper_roundtrip,train,Bcc2,,all_voxels,,,,True,nonfinite_count,0
paper_roundtrip,train,Bcc2,,all_voxels,,,,True,mae,1.3669462589695078e-05
paper_roundtrip,train,Bcc2,,all_voxels,,,,True,rmse,0.0005196929609512193
paper_roundtrip,train,Bcc2,,all_voxels,,,,True,relative_l2,0.07857289543519584
paper_roundtrip,train,Bcc2,,all_voxels,,,,True,q99_absolute_error,2.2351741790771484e-08
paper_roundtrip,train,Bcc2,,all_voxels,,,,True,max_absolute_error,0.03648214414715767
paper_roundtrip,train,Bcc2,,all_voxels,,,,True,error_squared_sum,5.664004346473255
paper_roundtrip,train,Bcc2,,all_voxels,,,,True,truth_squared_sum,917.440828175201
paper_roundtrip,train,Bcc2,,clamped_voxels,,,,True,count,22976
paper_roundtrip,train,Bcc2,,clamped_voxels,,,,True,nonfinite_count,0
paper_roundtrip,train,Bcc2,,clamped_voxels,,,,True,mae,0.01247620685505979
paper_roundtrip,train,Bcc2,,clamped_voxels,,,,True,rmse,0.015700901088580823
paper_roundtrip,train,Bcc2,,clamped_voxels,,,,True,relative_l2,0.19107434124004039
paper_roundtrip,train,Bcc2,,clamped_voxels,,,,True,q99_absolute_error,0.03581824339926243
paper_roundtrip,train,Bcc2,,clamped_voxels,,,,True,max_absolute_error,0.03648214414715767
paper_roundtrip,train,Bcc2,,clamped_voxels,,,,True,error_squared_sum,5.6640043457683245
paper_roundtrip,train,Bcc2,,clamped_voxels,,,,True,truth_squared_sum,155.13823135365294
paper_roundtrip,train,Bcc2,,unclamped_voxels,,,,True,count,20948544
paper_roundtrip,train,Bcc2,,unclamped_voxels,,,,True,nonfinite_count,0
paper_roundtrip,train,Bcc2,,unclamped_voxels,,,,True,mae,7.675658598722853e-10
paper_roundtrip,train,Bcc2,,unclamped_voxels,,,,True,rmse,5.800910732515891e-09
paper_roundtrip,train,Bcc2,,unclamped_voxels,,,,True,relative_l2,9.616331017964534e-07
paper_roundtrip,train,Bcc2,,unclamped_voxels,,,,True,q99_absolute_error,1.862645149230957e-08
paper_roundtrip,train,Bcc2,,unclamped_voxels,,,,True,max_absolute_error,2.4586915969848633e-07
paper_roundtrip,train,Bcc2,,unclamped_voxels,,,,True,error_squared_sum,7.049303483695326e-10
paper_roundtrip,train,Bcc2,,unclamped_voxels,,,,True,truth_squared_sum,762.3025968215479
diagnostic_float64_decode,train,Bcc2,,float64_unclamped_roundtrip_on_finite,,,,False,count,20971520
diagnostic_float64_decode,train,Bcc2,,float64_unclamped_roundtrip_on_finite,,,,False,nonfinite_count,0
diagnostic_float64_decode,train,Bcc2,,float64_unclamped_roundtrip_on_finite,,,,False,mae,2.6294683727719248e-18
diagnostic_float64_decode,train,Bcc2,,float64_unclamped_roundtrip_on_finite,,,,False,rmse,2.6304650942231262e-17
diagnostic_float64_decode,train,Bcc2,,float64_unclamped_roundtrip_on_finite,,,,False,relative_l2,3.977026327545862e-15
diagnostic_float64_decode,train,Bcc2,,float64_unclamped_roundtrip_on_finite,,,,False,q99_absolute_error,5.551115123125783e-17
diagnostic_float64_decode,train,Bcc2,,float64_unclamped_roundtrip_on_finite,,,,False,max_absolute_error,2.8449465006019636e-15
diagnostic_float64_decode,train,Bcc2,,float64_unclamped_roundtrip_on_finite,,,,False,error_squared_sum,1.4510921585894422e-26
diagnostic_float64_decode,train,Bcc2,,float64_unclamped_roundtrip_on_finite,,,,False,truth_squared_sum,917.440828175201
diagnostic_float64_decode,train,Bcc2,,paper_clamped_vs_float64_unclamped_on_finite,,,,False,count,20971520
diagnostic_float64_decode,train,Bcc2,,paper_clamped_vs_float64_unclamped_on_finite,,,,False,nonfinite_count,0
diagnostic_float64_decode,train,Bcc2,,paper_clamped_vs_float64_unclamped_on_finite,,,,False,mae,1.3669462589695447e-05
diagnostic_float64_decode,train,Bcc2,,paper_clamped_vs_float64_unclamped_on_finite,,,,False,rmse,0.0005196929609512254
diagnostic_float64_decode,train,Bcc2,,paper_clamped_vs_float64_unclamped_on_finite,,,,False,relative_l2,0.07857289543519669
diagnostic_float64_decode,train,Bcc2,,paper_clamped_vs_float64_unclamped_on_finite,,,,False,q99_absolute_error,2.235174166934084e-08
diagnostic_float64_decode,train,Bcc2,,paper_clamped_vs_float64_unclamped_on_finite,,,,False,max_absolute_error,0.03648214414715992
diagnostic_float64_decode,train,Bcc2,,paper_clamped_vs_float64_unclamped_on_finite,,,,False,error_squared_sum,5.664004346473389
diagnostic_float64_decode,train,Bcc2,,paper_clamped_vs_float64_unclamped_on_finite,,,,False,truth_squared_sum,917.440828175203
gamma_sensitivity,train,Bcc2,,,,,gamma_6_paper_canonical,True,clamp_hit_fraction,0.0010955810546875
gamma_sensitivity,train,Bcc2,,,,,gamma_6_paper_canonical,True,relative_l2,0.07857289543519584
gamma_sensitivity,train,Bcc2,,,,,gamma_6_paper_canonical,True,rmse,0.0005196929609512193
gamma_sensitivity,train,Bcc2,,,,,gamma_6_paper_canonical,True,max_absolute_error,0.03648214414715767
gamma_sensitivity,train,Bcc2,,,,,gamma_8_diagnostic_extension,False,clamp_hit_fraction,0.0
gamma_sensitivity,train,Bcc2,,,,,gamma_8_diagnostic_extension,False,relative_l2,3.726483763132529e-07
gamma_sensitivity,train,Bcc2,,,,,gamma_8_diagnostic_extension,False,rmse,2.4647524697575234e-09
gamma_sensitivity,train,Bcc2,,,,,gamma_8_diagnostic_extension,False,max_absolute_error,1.4156103134155273e-07
gamma_sensitivity,train,Bcc2,,,,,gamma_12_diagnostic_extension,False,clamp_hit_fraction,0.0
gamma_sensitivity,train,Bcc2,,,,,gamma_12_diagnostic_extension,False,relative_l2,2.3648521981040726e-07
gamma_sensitivity,train,Bcc2,,,,,gamma_12_diagnostic_extension,False,rmse,1.5641488508697486e-09
gamma_sensitivity,train,Bcc2,,,,,gamma_12_diagnostic_extension,False,max_absolute_error,7.450580596923828e-08
gamma_sensitivity,train,Bcc2,,,,,no_soft_clip_diagnostic_extension,False,clamp_hit_fraction,0.0
gamma_sensitivity,train,Bcc2,,,,,no_soft_clip_diagnostic_extension,False,relative_l2,2.1935559131199523e-16
gamma_sensitivity,train,Bcc2,,,,,no_soft_clip_diagnostic_extension,False,rmse,1.450850908811901e-18
gamma_sensitivity,train,Bcc2,,,,,no_soft_clip_diagnostic_extension,False,max_absolute_error,1.6653345369377348e-16
stage_summary,train,Bcc3,physical,,,,,True,count,20971520
stage_summary,train,Bcc3,physical,,,,,True,finite_count,20971520
stage_summary,train,Bcc3,physical,,,,,True,nonfinite_fraction,0.0
stage_summary,train,Bcc3,physical,,,,,True,min,-2.0717363357543945
stage_summary,train,Bcc3,physical,,,,,True,max,2.071714401245117
stage_summary,train,Bcc3,physical,,,,,True,mean,0.0001680705746064704
stage_summary,train,Bcc3,physical,,,,,True,std,0.07919710340562247
stage_summary,train,Bcc3,physical,,,,,True,q0.001,-0.7060520550012589
stage_summary,train,Bcc3,physical,,,,,True,q0.01,-0.24409832209348678
stage_summary,train,Bcc3,physical,,,,,True,q0.5,5.053157836555546e-14
stage_summary,train,Bcc3,physical,,,,,True,q0.99,0.24617254734039307
stage_summary,train,Bcc3,physical,,,,,True,q0.999,0.7086870247721664
stage_summary,train,Bcc3,transformed_x_hat,,,,,True,count,20971520
stage_summary,train,Bcc3,transformed_x_hat,,,,,True,finite_count,20971520
stage_summary,train,Bcc3,transformed_x_hat,,,,,True,nonfinite_fraction,0.0
stage_summary,train,Bcc3,transformed_x_hat,,,,,True,min,-2.3184257226873948
stage_summary,train,Bcc3,transformed_x_hat,,,,,True,max,2.318421146658065
stage_summary,train,Bcc3,transformed_x_hat,,,,,True,mean,0.0014153803870232975
stage_summary,train,Bcc3,transformed_x_hat,,,,,True,std,0.4234260245344836
stage_summary,train,Bcc3,transformed_x_hat,,,,,True,q0.001,-1.854944595456664
stage_summary,train,Bcc3,transformed_x_hat,,,,,True,q0.01,-1.4050017972504925
stage_summary,train,Bcc3,transformed_x_hat,,,,,True,q0.5,2.194520015629771e-12
stage_summary,train,Bcc3,transformed_x_hat,,,,,True,q0.99,1.40853258685521
stage_summary,train,Bcc3,transformed_x_hat,,,,,True,q0.999,1.8565398041433074
stage_summary,train,Bcc3,robust_z,,,,,True,count,20971520
stage_summary,train,Bcc3,robust_z,,,,,True,finite_count,20971520
stage_summary,train,Bcc3,robust_z,,,,,True,nonfinite_fraction,0.0
stage_summary,train,Bcc3,robust_z,,,,,True,min,-196.3685452644814
stage_summary,train,Bcc3,robust_z,,,,,True,max,196.36815767859684
stage_summary,train,Bcc3,robust_z,,,,,True,mean,0.11988142835228661
stage_summary,train,Bcc3,robust_z,,,,,True,std,35.86379828830585
stage_summary,train,Bcc3,robust_z,,,,,True,q0.001,-157.11211629152427
stage_summary,train,Bcc3,robust_z,,,,,True,q0.01,-119.00237144557923
stage_summary,train,Bcc3,robust_z,,,,,True,q0.5,0.0
stage_summary,train,Bcc3,robust_z,,,,,True,q0.99,119.30142610610429
stage_summary,train,Bcc3,robust_z,,,,,True,q0.999,157.24722901273933
stage_summary,train,Bcc3,soft_clipped_z_tilde_float32,,,,,True,count,20971520
stage_summary,train,Bcc3,soft_clipped_z_tilde_float32,,,,,True,finite_count,20971520
stage_summary,train,Bcc3,soft_clipped_z_tilde_float32,,,,,True,nonfinite_fraction,0.0
stage_summary,train,Bcc3,soft_clipped_z_tilde_float32,,,,,True,min,-6.0
stage_summary,train,Bcc3,soft_clipped_z_tilde_float32,,,,,True,max,6.0
stage_summary,train,Bcc3,soft_clipped_z_tilde_float32,,,,,True,mean,0.012967050874666639
stage_summary,train,Bcc3,soft_clipped_z_tilde_float32,,,,,True,std,3.4413803830671146
stage_summary,train,Bcc3,soft_clipped_z_tilde_float32,,,,,True,q0.001,-6.0
stage_summary,train,Bcc3,soft_clipped_z_tilde_float32,,,,,True,q0.01,-6.0
stage_summary,train,Bcc3,soft_clipped_z_tilde_float32,,,,,True,q0.5,0.0
stage_summary,train,Bcc3,soft_clipped_z_tilde_float32,,,,,True,q0.99,6.0
stage_summary,train,Bcc3,soft_clipped_z_tilde_float32,,,,,True,q0.999,6.0
clamp_summary,train,Bcc3,,,,,,True,positive_fraction,0.12010054588317871
clamp_summary,train,Bcc3,,,,,,True,negative_fraction,0.1186187744140625
clamp_summary,train,Bcc3,,,,,,True,total_fraction,0.23871932029724122
snapshot_clamp,train,Bcc3,,,11,,,True,snapshot_index,11
snapshot_clamp,train,Bcc3,,,11,,,True,time,110.00006921544309
snapshot_clamp,train,Bcc3,,,11,,,True,positive_fraction,0.076171875
snapshot_clamp,train,Bcc3,,,11,,,True,negative_fraction,0.0751953125
snapshot_clamp,train,Bcc3,,,11,,,True,total_fraction,0.1513671875
snapshot_clamp,train,Bcc3,,,11,,,True,hit_count,39680
snapshot_clamp,train,Bcc3,,,12,,,True,snapshot_index,12
snapshot_clamp,train,Bcc3,,,12,,,True,time,120.0007282816384
snapshot_clamp,train,Bcc3,,,12,,,True,positive_fraction,0.08154296875
snapshot_clamp,train,Bcc3,,,12,,,True,negative_fraction,0.080810546875
snapshot_clamp,train,Bcc3,,,12,,,True,total_fraction,0.162353515625
snapshot_clamp,train,Bcc3,,,12,,,True,hit_count,42560
snapshot_clamp,train,Bcc3,,,13,,,True,snapshot_index,13
snapshot_clamp,train,Bcc3,,,13,,,True,time,130.0013873478337
snapshot_clamp,train,Bcc3,,,13,,,True,positive_fraction,0.082275390625
snapshot_clamp,train,Bcc3,,,13,,,True,negative_fraction,0.08154296875
snapshot_clamp,train,Bcc3,,,13,,,True,total_fraction,0.163818359375
snapshot_clamp,train,Bcc3,,,13,,,True,hit_count,42944
snapshot_clamp,train,Bcc3,,,14,,,True,snapshot_index,14
snapshot_clamp,train,Bcc3,,,14,,,True,time,140.00025128585344
snapshot_clamp,train,Bcc3,,,14,,,True,positive_fraction,0.083740234375
snapshot_clamp,train,Bcc3,,,14,,,True,negative_fraction,0.0830078125
snapshot_clamp,train,Bcc3,,,14,,,True,total_fraction,0.166748046875
snapshot_clamp,train,Bcc3,,,14,,,True,hit_count,43712
snapshot_clamp,train,Bcc3,,,15,,,True,snapshot_index,15
snapshot_clamp,train,Bcc3,,,15,,,True,time,150.00091035204875
snapshot_clamp,train,Bcc3,,,15,,,True,positive_fraction,0.083740234375
snapshot_clamp,train,Bcc3,,,15,,,True,negative_fraction,0.082763671875
snapshot_clamp,train,Bcc3,,,15,,,True,total_fraction,0.16650390625
snapshot_clamp,train,Bcc3,,,15,,,True,hit_count,43648
snapshot_clamp,train,Bcc3,,,16,,,True,snapshot_index,16
snapshot_clamp,train,Bcc3,,,16,,,True,time,160.00156941824406
snapshot_clamp,train,Bcc3,,,16,,,True,positive_fraction,0.079833984375
snapshot_clamp,train,Bcc3,,,16,,,True,negative_fraction,0.0791015625
snapshot_clamp,train,Bcc3,,,16,,,True,total_fraction,0.158935546875
snapshot_clamp,train,Bcc3,,,16,,,True,hit_count,41664
snapshot_clamp,train,Bcc3,,,17,,,True,snapshot_index,17
snapshot_clamp,train,Bcc3,,,17,,,True,time,170.00043335626378
snapshot_clamp,train,Bcc3,,,17,,,True,positive_fraction,0.090087890625
snapshot_clamp,train,Bcc3,,,17,,,True,negative_fraction,0.089111328125
snapshot_clamp,train,Bcc3,,,17,,,True,total_fraction,0.17919921875
snapshot_clamp,train,Bcc3,,,17,,,True,hit_count,46976
snapshot_clamp,train,Bcc3,,,18,,,True,snapshot_index,18
snapshot_clamp,train,Bcc3,,,18,,,True,time,180.0010924224591
snapshot_clamp,train,Bcc3,,,18,,,True,positive_fraction,0.088134765625
snapshot_clamp,train,Bcc3,,,18,,,True,negative_fraction,0.08642578125
snapshot_clamp,train,Bcc3,,,18,,,True,total_fraction,0.174560546875
snapshot_clamp,train,Bcc3,,,18,,,True,hit_count,45760
snapshot_clamp,train,Bcc3,,,19,,,True,snapshot_index,19
snapshot_clamp,train,Bcc3,,,19,,,True,time,190.0017514886544
snapshot_clamp,train,Bcc3,,,19,,,True,positive_fraction,0.094482421875
snapshot_clamp,train,Bcc3,,,19,,,True,negative_fraction,0.093505859375
snapshot_clamp,train,Bcc3,,,19,,,True,total_fraction,0.18798828125
snapshot_clamp,train,Bcc3,,,19,,,True,hit_count,49280
snapshot_clamp,train,Bcc3,,,20,,,True,snapshot_index,20
snapshot_clamp,train,Bcc3,,,20,,,True,time,200.00061542667413
snapshot_clamp,train,Bcc3,,,20,,,True,positive_fraction,0.1044921875
snapshot_clamp,train,Bcc3,,,20,,,True,negative_fraction,0.1025390625
snapshot_clamp,train,Bcc3,,,20,,,True,total_fraction,0.20703125
snapshot_clamp,train,Bcc3,,,20,,,True,hit_count,54272
snapshot_clamp,train,Bcc3,,,21,,,True,snapshot_index,21
snapshot_clamp,train,Bcc3,,,21,,,True,time,210.00127449286944
snapshot_clamp,train,Bcc3,,,21,,,True,positive_fraction,0.11376953125
snapshot_clamp,train,Bcc3,,,21,,,True,negative_fraction,0.112548828125
snapshot_clamp,train,Bcc3,,,21,,,True,total_fraction,0.226318359375
snapshot_clamp,train,Bcc3,,,21,,,True,hit_count,59328
snapshot_clamp,train,Bcc3,,,22,,,True,snapshot_index,22
snapshot_clamp,train,Bcc3,,,22,,,True,time,220.00013843088917
snapshot_clamp,train,Bcc3,,,22,,,True,positive_fraction,0.122802734375
snapshot_clamp,train,Bcc3,,,22,,,True,negative_fraction,0.121826171875
snapshot_clamp,train,Bcc3,,,22,,,True,total_fraction,0.24462890625
snapshot_clamp,train,Bcc3,,,22,,,True,hit_count,64128
snapshot_clamp,train,Bcc3,,,23,,,True,snapshot_index,23
snapshot_clamp,train,Bcc3,,,23,,,True,time,230.00079749708448
snapshot_clamp,train,Bcc3,,,23,,,True,positive_fraction,0.127685546875
snapshot_clamp,train,Bcc3,,,23,,,True,negative_fraction,0.12646484375
snapshot_clamp,train,Bcc3,,,23,,,True,total_fraction,0.254150390625
snapshot_clamp,train,Bcc3,,,23,,,True,hit_count,66624
snapshot_clamp,train,Bcc3,,,24,,,True,snapshot_index,24
snapshot_clamp,train,Bcc3,,,24,,,True,time,240.0014565632798
snapshot_clamp,train,Bcc3,,,24,,,True,positive_fraction,0.130126953125
snapshot_clamp,train,Bcc3,,,24,,,True,negative_fraction,0.12890625
snapshot_clamp,train,Bcc3,,,24,,,True,total_fraction,0.259033203125
snapshot_clamp,train,Bcc3,,,24,,,True,hit_count,67904
snapshot_clamp,train,Bcc3,,,25,,,True,snapshot_index,25
snapshot_clamp,train,Bcc3,,,25,,,True,time,250.0003205012995
snapshot_clamp,train,Bcc3,,,25,,,True,positive_fraction,0.12890625
snapshot_clamp,train,Bcc3,,,25,,,True,negative_fraction,0.127685546875
snapshot_clamp,train,Bcc3,,,25,,,True,total_fraction,0.256591796875
snapshot_clamp,train,Bcc3,,,25,,,True,hit_count,67264
snapshot_clamp,train,Bcc3,,,26,,,True,snapshot_index,26
snapshot_clamp,train,Bcc3,,,26,,,True,time,260.0009795674315
snapshot_clamp,train,Bcc3,,,26,,,True,positive_fraction,0.127197265625
snapshot_clamp,train,Bcc3,,,26,,,True,negative_fraction,0.126220703125
snapshot_clamp,train,Bcc3,,,26,,,True,total_fraction,0.25341796875
snapshot_clamp,train,Bcc3,,,26,,,True,hit_count,66432
snapshot_clamp,train,Bcc3,,,27,,,True,snapshot_index,27
snapshot_clamp,train,Bcc3,,,27,,,True,time,270.0016386334685
snapshot_clamp,train,Bcc3,,,27,,,True,positive_fraction,0.1240234375
snapshot_clamp,train,Bcc3,,,27,,,True,negative_fraction,0.123291015625
snapshot_clamp,train,Bcc3,,,27,,,True,total_fraction,0.247314453125
snapshot_clamp,train,Bcc3,,,27,,,True,hit_count,64832
snapshot_clamp,train,Bcc3,,,28,,,True,snapshot_index,28
snapshot_clamp,train,Bcc3,,,28,,,True,time,280.0005025713299
snapshot_clamp,train,Bcc3,,,28,,,True,positive_fraction,0.1201171875
snapshot_clamp,train,Bcc3,,,28,,,True,negative_fraction,0.118896484375
snapshot_clamp,train,Bcc3,,,28,,,True,total_fraction,0.239013671875
snapshot_clamp,train,Bcc3,,,28,,,True,hit_count,62656
snapshot_clamp,train,Bcc3,,,29,,,True,snapshot_index,29
snapshot_clamp,train,Bcc3,,,29,,,True,time,290.00116163736686
snapshot_clamp,train,Bcc3,,,29,,,True,positive_fraction,0.11474609375
snapshot_clamp,train,Bcc3,,,29,,,True,negative_fraction,0.114013671875
snapshot_clamp,train,Bcc3,,,29,,,True,total_fraction,0.228759765625
snapshot_clamp,train,Bcc3,,,29,,,True,hit_count,59968
snapshot_clamp,train,Bcc3,,,30,,,True,snapshot_index,30
snapshot_clamp,train,Bcc3,,,30,,,True,time,300.0000255752283
snapshot_clamp,train,Bcc3,,,30,,,True,positive_fraction,0.109619140625
snapshot_clamp,train,Bcc3,,,30,,,True,negative_fraction,0.10888671875
snapshot_clamp,train,Bcc3,,,30,,,True,total_fraction,0.218505859375
snapshot_clamp,train,Bcc3,,,30,,,True,hit_count,57280
snapshot_clamp,train,Bcc3,,,31,,,True,snapshot_index,31
snapshot_clamp,train,Bcc3,,,31,,,True,time,310.00068464126525
snapshot_clamp,train,Bcc3,,,31,,,True,positive_fraction,0.111083984375
snapshot_clamp,train,Bcc3,,,31,,,True,negative_fraction,0.10986328125
snapshot_clamp,train,Bcc3,,,31,,,True,total_fraction,0.220947265625
snapshot_clamp,train,Bcc3,,,31,,,True,hit_count,57920
snapshot_clamp,train,Bcc3,,,32,,,True,snapshot_index,32
snapshot_clamp,train,Bcc3,,,32,,,True,time,320.0013437073022
snapshot_clamp,train,Bcc3,,,32,,,True,positive_fraction,0.1103515625
snapshot_clamp,train,Bcc3,,,32,,,True,negative_fraction,0.109130859375
snapshot_clamp,train,Bcc3,,,32,,,True,total_fraction,0.219482421875
snapshot_clamp,train,Bcc3,,,32,,,True,hit_count,57536
snapshot_clamp,train,Bcc3,,,33,,,True,snapshot_index,33
snapshot_clamp,train,Bcc3,,,33,,,True,time,330.00020764516364
snapshot_clamp,train,Bcc3,,,33,,,True,positive_fraction,0.11181640625
snapshot_clamp,train,Bcc3,,,33,,,True,negative_fraction,0.11083984375
snapshot_clamp,train,Bcc3,,,33,,,True,total_fraction,0.22265625
snapshot_clamp,train,Bcc3,,,33,,,True,hit_count,58368
snapshot_clamp,train,Bcc3,,,34,,,True,snapshot_index,34
snapshot_clamp,train,Bcc3,,,34,,,True,time,340.0008667112006
snapshot_clamp,train,Bcc3,,,34,,,True,positive_fraction,0.1123046875
snapshot_clamp,train,Bcc3,,,34,,,True,negative_fraction,0.111328125
snapshot_clamp,train,Bcc3,,,34,,,True,total_fraction,0.2236328125
snapshot_clamp,train,Bcc3,,,34,,,True,hit_count,58624
snapshot_clamp,train,Bcc3,,,35,,,True,snapshot_index,35
snapshot_clamp,train,Bcc3,,,35,,,True,time,350.0015257772376
snapshot_clamp,train,Bcc3,,,35,,,True,positive_fraction,0.112060546875
snapshot_clamp,train,Bcc3,,,35,,,True,negative_fraction,0.11083984375
snapshot_clamp,train,Bcc3,,,35,,,True,total_fraction,0.222900390625
snapshot_clamp,train,Bcc3,,,35,,,True,hit_count,58432
snapshot_clamp,train,Bcc3,,,36,,,True,snapshot_index,36
snapshot_clamp,train,Bcc3,,,36,,,True,time,360.000389715099
snapshot_clamp,train,Bcc3,,,36,,,True,positive_fraction,0.10888671875
snapshot_clamp,train,Bcc3,,,36,,,True,negative_fraction,0.10791015625
snapshot_clamp,train,Bcc3,,,36,,,True,total_fraction,0.216796875
snapshot_clamp,train,Bcc3,,,36,,,True,hit_count,56832
snapshot_clamp,train,Bcc3,,,37,,,True,snapshot_index,37
snapshot_clamp,train,Bcc3,,,37,,,True,time,370.001048781136
snapshot_clamp,train,Bcc3,,,37,,,True,positive_fraction,0.1064453125
snapshot_clamp,train,Bcc3,,,37,,,True,negative_fraction,0.10546875
snapshot_clamp,train,Bcc3,,,37,,,True,total_fraction,0.2119140625
snapshot_clamp,train,Bcc3,,,37,,,True,hit_count,55552
snapshot_clamp,train,Bcc3,,,38,,,True,snapshot_index,38
snapshot_clamp,train,Bcc3,,,38,,,True,time,380.00170784717295
snapshot_clamp,train,Bcc3,,,38,,,True,positive_fraction,0.105224609375
snapshot_clamp,train,Bcc3,,,38,,,True,negative_fraction,0.1044921875
snapshot_clamp,train,Bcc3,,,38,,,True,total_fraction,0.209716796875
snapshot_clamp,train,Bcc3,,,38,,,True,hit_count,54976
snapshot_clamp,train,Bcc3,,,39,,,True,snapshot_index,39
snapshot_clamp,train,Bcc3,,,39,,,True,time,390.00057178503437
snapshot_clamp,train,Bcc3,,,39,,,True,positive_fraction,0.10400390625
snapshot_clamp,train,Bcc3,,,39,,,True,negative_fraction,0.102783203125
snapshot_clamp,train,Bcc3,,,39,,,True,total_fraction,0.206787109375
snapshot_clamp,train,Bcc3,,,39,,,True,hit_count,54208
snapshot_clamp,train,Bcc3,,,40,,,True,snapshot_index,40
snapshot_clamp,train,Bcc3,,,40,,,True,time,400.00123085107134
snapshot_clamp,train,Bcc3,,,40,,,True,positive_fraction,0.1025390625
snapshot_clamp,train,Bcc3,,,40,,,True,negative_fraction,0.101318359375
snapshot_clamp,train,Bcc3,,,40,,,True,total_fraction,0.203857421875
snapshot_clamp,train,Bcc3,,,40,,,True,hit_count,53440
snapshot_clamp,train,Bcc3,,,41,,,True,snapshot_index,41
snapshot_clamp,train,Bcc3,,,41,,,True,time,410.00009478893276
snapshot_clamp,train,Bcc3,,,41,,,True,positive_fraction,0.1005859375
snapshot_clamp,train,Bcc3,,,41,,,True,negative_fraction,0.099365234375
snapshot_clamp,train,Bcc3,,,41,,,True,total_fraction,0.199951171875
snapshot_clamp,train,Bcc3,,,41,,,True,hit_count,52416
snapshot_clamp,train,Bcc3,,,42,,,True,snapshot_index,42
snapshot_clamp,train,Bcc3,,,42,,,True,time,420.00075385496973
snapshot_clamp,train,Bcc3,,,42,,,True,positive_fraction,0.1015625
snapshot_clamp,train,Bcc3,,,42,,,True,negative_fraction,0.100830078125
snapshot_clamp,train,Bcc3,,,42,,,True,total_fraction,0.202392578125
snapshot_clamp,train,Bcc3,,,42,,,True,hit_count,53056
snapshot_clamp,train,Bcc3,,,43,,,True,snapshot_index,43
snapshot_clamp,train,Bcc3,,,43,,,True,time,430.0014129210067
snapshot_clamp,train,Bcc3,,,43,,,True,positive_fraction,0.103759765625
snapshot_clamp,train,Bcc3,,,43,,,True,negative_fraction,0.102783203125
snapshot_clamp,train,Bcc3,,,43,,,True,total_fraction,0.20654296875
snapshot_clamp,train,Bcc3,,,43,,,True,hit_count,54144
snapshot_clamp,train,Bcc3,,,44,,,True,snapshot_index,44
snapshot_clamp,train,Bcc3,,,44,,,True,time,440.0002768588681
snapshot_clamp,train,Bcc3,,,44,,,True,positive_fraction,0.1015625
snapshot_clamp,train,Bcc3,,,44,,,True,negative_fraction,0.1005859375
snapshot_clamp,train,Bcc3,,,44,,,True,total_fraction,0.2021484375
snapshot_clamp,train,Bcc3,,,44,,,True,hit_count,52992
snapshot_clamp,train,Bcc3,,,45,,,True,snapshot_index,45
snapshot_clamp,train,Bcc3,,,45,,,True,time,450.0009359249051
snapshot_clamp,train,Bcc3,,,45,,,True,positive_fraction,0.100341796875
snapshot_clamp,train,Bcc3,,,45,,,True,negative_fraction,0.099853515625
snapshot_clamp,train,Bcc3,,,45,,,True,total_fraction,0.2001953125
snapshot_clamp,train,Bcc3,,,45,,,True,hit_count,52480
snapshot_clamp,train,Bcc3,,,46,,,True,snapshot_index,46
snapshot_clamp,train,Bcc3,,,46,,,True,time,460.00159499094207
snapshot_clamp,train,Bcc3,,,46,,,True,positive_fraction,0.099365234375
snapshot_clamp,train,Bcc3,,,46,,,True,negative_fraction,0.0986328125
snapshot_clamp,train,Bcc3,,,46,,,True,total_fraction,0.197998046875
snapshot_clamp,train,Bcc3,,,46,,,True,hit_count,51904
snapshot_clamp,train,Bcc3,,,47,,,True,snapshot_index,47
snapshot_clamp,train,Bcc3,,,47,,,True,time,470.0004589288035
snapshot_clamp,train,Bcc3,,,47,,,True,positive_fraction,0.09814453125
snapshot_clamp,train,Bcc3,,,47,,,True,negative_fraction,0.09765625
snapshot_clamp,train,Bcc3,,,47,,,True,total_fraction,0.19580078125
snapshot_clamp,train,Bcc3,,,47,,,True,hit_count,51328
snapshot_clamp,train,Bcc3,,,48,,,True,snapshot_index,48
snapshot_clamp,train,Bcc3,,,48,,,True,time,480.00111799484046
snapshot_clamp,train,Bcc3,,,48,,,True,positive_fraction,0.09765625
snapshot_clamp,train,Bcc3,,,48,,,True,negative_fraction,0.0966796875
snapshot_clamp,train,Bcc3,,,48,,,True,total_fraction,0.1943359375
