split,snapshot_index,canonical_fraction,raw_fraction,jaccard,disagreement_fraction,canonical_clamp_overlap,raw_clamp_overlap
train,80,0.20000076293945312,0.20000076293945312,0.6106972243129906,0.0966796875,0.6518529821282115,0.8752408018463065
train,81,0.20000076293945312,0.20000076293945312,0.6091153226425228,0.09716796875,0.6457494897861871,0.869137309504282
train,82,0.20000076293945312,0.20000076293945312,0.6106972243129906,0.0966796875,0.6420873943809724,0.8630338171622576
train,83,0.20000076293945312,0.20000076293945312,0.6130014767413241,0.09597015380859375,0.635316332564039,0.8557096263518282
train,84,0.20000076293945312,0.20000076293945312,0.6138703769257999,0.095703125,0.621583474794484,0.8459440386045891
train,85,0.20000076293945312,0.20000076293945312,0.612282239340683,0.09619140625,0.6115699326708501,0.8325163554521353
train,86,0.20000076293945312,0.20000076293945312,0.6110189282202556,0.09658050537109375,0.5935074100211715,0.8154265768944668
train,87,0.20000076293945312,0.20000076293945312,0.6012521951591968,0.099609375,0.5639626924030594,0.8007781952736082
train,88,0.20000076293945312,0.20000076293945312,0.6072162104166028,0.09775543212890625,0.5468729138453909,0.7753914818135001
train,89,0.20000076293945312,0.20000076293945312,0.6075365251651873,0.09765625,0.534665929161342,0.7583970703236759
train,90,0.20000076293945312,0.20000076293945312,0.6059608227528219,0.09814453125,0.5200175475404833,0.7348604779797441
validation,91,0.20000076293945312,0.20000076293945312,0.6148396833708073,0.09540557861328125,0.4975109195292682,0.7011577562036277
validation,92,0.20000076293945312,0.20000076293945312,0.6047565118912798,0.09851837158203125,0.4791050754353507,0.6637166453680216
validation,93,0.20000076293945312,0.20000076293945312,0.5656289660321016,0.1109771728515625,0.4164298384481871,0.6077552499570849
validation,94,0.20000076293945312,0.20000076293945312,0.5535208972250618,0.114959716796875,0.44370481985160887,0.637834023155124
validation,95,0.20000076293945312,0.20000076293945312,0.6203294495781438,0.09372711181640625,0.5918861698678213,0.7372255812622786
validation,96,0.20000076293945312,0.20000076293945312,0.6146158939377608,0.0954742431640625,0.6613324686719182,0.7526178260123214
validation,97,0.20000076293945312,0.20000076293945312,0.6409959467284309,0.0875091552734375,0.6591771729386409,0.7520456236052566
validation,98,0.20000076293945312,0.20000076293945312,0.6579126282669534,0.0825347900390625,0.6190276373762612,0.7025310419805832
validation,99,0.20000076293945312,0.20000076293945312,0.677137647548063,0.07700347900390625,0.5851151080508878,0.6682561177974022
validation,100,0.20000076293945312,0.20000076293945312,0.6598809599189515,0.08196258544921875,0.5655076389021343,0.6504987697648248
validation,101,0.20000076293945312,0.20000076293945312,0.6180291948276394,0.09442901611328125,0.5501535409792291,0.6441473230464057
validation,102,0.20000076293945312,0.20000076293945312,0.6185286944710277,0.09427642822265625,0.4931049609948693,0.612123061664346
validation,103,0.20000076293945312,0.20000076293945312,0.6523218984888357,0.08416748046875,0.44454405004863723,0.5573060710675389
validation,104,0.20000076293945312,0.20000076293945312,0.6741921062715545,0.07784271240234375,0.4123099811173206,0.5135135135135135
validation,105,0.20000076293945312,0.20000076293945312,0.6861723511344815,0.0744476318359375,0.3824410154685384,0.47965820442884666
validation,106,0.20000076293945312,0.20000076293945312,0.699839512377,0.0706329345703125,0.351503938659902,0.4495603578172386
validation,107,0.20000076293945312,0.20000076293945312,0.7051744885679904,0.06916046142578125,0.31732438154456505,0.4150565526712316
validation,108,0.20000076293945312,0.20000076293945312,0.7159455390456242,0.06621551513671875,0.2878178107535906,0.38425298975757693
validation,109,0.20000076293945312,0.20000076293945312,0.7278494570501096,0.0630035400390625,0.25947471819031453,0.35884720288390015
validation,110,0.20000076293945312,0.20000076293945312,0.7279348757497858,0.06298065185546875,0.2439871063724275,0.3439508668866467
