channel,decoder_derivative_maximum,decoder_derivative_median,derivative_over_train_q999,fixed_point_delta_ratio,h1_maximum,h1_minimum,h2_maximum,h2_minimum,index_or_step,input_maximum,input_minimum,inverse_clamp_limit,inverse_clamp_occupancy,inverse_clamp_policy,physical_absolute_maximum,roundtrip_1_relative_l2,roundtrip_2_increment_relative_l2,source,std_ratio_h1_over_input,std_ratio_h2_over_h1
rho,4.317036206268698,0.0019253321340222088,1.1608883529757335,0.0,2.5557873249053955,-1.948237657546997,2.5557873249053955,-1.948237657546997,35,2.5557873249053955,-1.948237657546997,5.9399999999999995,0.0,canonical,1.3270083665847778,0.0,0.0,train_oracle,1.0,1.0
press,0.08017559347913807,0.00017724383176040542,1.439285624434021,0.0,1.9958304166793823,-2.0416109561920166,1.9958304166793823,-2.0416109561920166,35,1.9958304166793823,-2.0416109561920166,5.9399999999999995,0.0,canonical,0.02559426985681057,0.0,0.0,train_oracle,1.0,1.0
vel1,0.33273932629658814,0.18521300878907304,0.8698902785322188,0.0,4.016430854797363,-1.1052073240280151,4.016430854797363,-1.1052073240280151,35,4.016430854797363,-1.1052073240280151,5.9399999999999995,0.0,canonical,1.1025910377502441,0.0,0.0,train_oracle,1.0,1.0
vel2,0.11286650658418815,0.0022792858781407474,1.1132139288233747,0.0,5.940000057220459,-5.940000057220459,5.940000057220459,-5.940000057220459,35,5.999993324279785,-5.999993324279785,5.9399999999999995,0.03369140625,canonical,0.03573155030608177,0.0038003436181456205,0.0,train_oracle,0.9983891502127521,1.0
vel3,0.006249537981890898,0.006249537981890898,1.0,0.0,168.1676483154297,-0.9070774912834167,168.1676483154297,-0.9070774912834167,35,168.1676483154297,-0.9070774912834167,,0.0,no_softclip,1.0553417205810547,0.0,0.0,train_oracle,1.0,1.0
Bcc1,0.8667740340805098,0.03529744151208466,0.4553103980875566,0.0,1.443232774734497,-1.443232774734497,1.443232774734497,-1.443232774734497,36,1.443232774734497,-1.443232774734497,5.9399999999999995,0.0,canonical,0.22142741084098816,0.0,0.0,train_oracle,1.0,1.0
Bcc2,0.009029323784166729,0.0003457243233385848,0.4636626354696986,0.0,13.785463333129883,-7.646495819091797,13.785463333129883,-7.646495819091797,36,13.785463333129883,-7.646495819091797,,0.0,no_softclip,0.03300509974360466,0.0,0.0,train_oracle,1.0,1.0
Bcc3,0.012265022530519362,0.000275437518514919,0.4982445073215011,0.0,140.120361328125,-140.120361328125,140.120361328125,-140.120361328125,36,140.120361328125,-140.120361328125,,0.0,no_softclip,0.44116082787513733,5.773223113461235e-18,0.0,train_oracle,1.0,1.0
rho,4.254500099644319,0.0019444631302195144,1.1440718533329293,0.0,2.551527261734009,-1.988088846206665,2.551527261734009,-1.988088846206665,36,2.551527261734009,-1.988088846206665,5.9399999999999995,0.0,canonical,1.308751106262207,0.0,0.0,train_oracle,1.0,1.0
press,0.07841160748651815,0.00017724475208433994,1.4076191337888169,0.0,1.988996982574463,-2.092525005340576,1.988996982574463,-2.092525005340576,36,1.988996982574463,-2.092525005340576,5.9399999999999995,0.0,canonical,0.025052445009350777,0.0,0.0,train_oracle,1.0,1.0
vel1,0.33070655816196265,0.1851284149797936,0.8645759525747134,0.0,4.001198768615723,-1.1112889051437378,4.001198768615723,-1.1112889051437378,36,4.001198768615723,-1.1112889051437378,5.9399999999999995,0.0,canonical,1.0975382328033447,0.0,0.0,train_oracle,1.0,1.0
vel2,0.11135054200124658,0.0022773807868064202,1.0982618146806846,0.0,5.940000057220459,-5.940000057220459,5.940000057220459,-5.940000057220459,36,5.999993324279785,-5.999993324279785,5.9399999999999995,0.03466796875,canonical,0.03573155030608177,0.0038215201634399718,0.0,train_oracle,0.9983643342199673,1.0
vel3,0.006249537981890898,0.006249537981890898,1.0,0.0,165.55792236328125,-0.9974141716957092,165.55792236328125,-0.9974141716957092,36,165.55792236328125,-0.9974141716957092,,0.0,no_softclip,1.0390321016311646,0.0,0.0,train_oracle,1.0,1.0
Bcc1,0.8153381664659384,0.03641995444992942,0.42829149299955055,0.0,1.4278579950332642,-1.4278579950332642,1.4278579950332642,-1.4278579950332642,37,1.4278579950332642,-1.4278579950332642,5.9399999999999995,0.0,canonical,0.20850048959255219,0.0,0.0,train_oracle,1.0,1.0
Bcc2,0.00881772336591314,0.00034942415875870245,0.4527967932494881,0.0,13.696155548095703,-7.544028282165527,13.696155548095703,-7.544028282165527,37,13.696155548095703,-7.544028282165527,,0.0,no_softclip,0.03220819681882858,0.0,0.0,train_oracle,1.0,1.0
Bcc3,0.011349409513170775,0.0002747796764693022,0.4610493733059844,0.0,137.26611328125,-137.26641845703125,137.26611328125,-137.26641845703125,37,137.26611328125,-137.26641845703125,,0.0,no_softclip,0.4074806272983551,2.7595035785915962e-18,0.0,train_oracle,1.0,1.0
rho,4.183086387706116,0.0019444652871095196,1.1248680888818827,0.0,2.5465807914733887,-1.9880940914154053,2.5465807914733887,-1.9880940914154053,37,2.5465807914733887,-1.9880940914154053,5.9399999999999995,0.0,canonical,1.2878835201263428,0.0,0.0,train_oracle,1.0,1.0
press,0.07665966625220412,0.00017467356069960212,1.3761688666441465,0.0,1.9820494651794434,-2.0742599964141846,1.9820494651794434,-2.0742599964141846,37,1.9820494651794434,-2.0742599964141846,5.9399999999999995,0.0,canonical,0.024513788521289825,0.0,0.0,train_oracle,1.0,1.0
vel1,0.33086447316116874,0.18510439547592994,0.8649887944355561,0.0,4.0023908615112305,-1.1169942617416382,4.0023908615112305,-1.1169942617416382,37,4.0023908615112305,-1.1169942617416382,5.9399999999999995,0.0,canonical,1.0979325771331787,0.0,0.0,train_oracle,1.0,1.0
vel2,0.11091617293315897,0.002275486796009114,1.093977588017884,0.0,5.940000057220459,-5.940000057220459,5.940000057220459,-5.940000057220459,37,5.999993324279785,-5.999993801116943,5.9399999999999995,0.0341796875,canonical,0.03573155030608177,0.0038578592881304587,0.0,train_oracle,0.998340996015627,1.0
vel3,0.006249537981890898,0.006249537981890898,1.0,0.0,162.0319366455078,-1.4327096939086914,162.0319366455078,-1.4327096939086914,37,162.0319366455078,-1.4327096939086914,,0.0,no_softclip,1.0169963836669922,0.0,0.0,train_oracle,1.0,1.0
Bcc1,0.7649965994311978,0.03730206202142391,0.4018474164285972,0.0,1.411815881729126,-1.4118156433105469,1.411815881729126,-1.4118156433105469,38,1.411815881729126,-1.4118156433105469,5.9399999999999995,0.0,canonical,0.19582892954349518,0.0,0.0,train_oracle,1.0,1.0
Bcc2,0.008381040370704449,0.0003533605493846856,0.4303727897179824,0.0,13.504870414733887,-7.652161598205566,13.504870414733887,-7.652161598205566,38,13.504870414733887,-7.652161598205566,,0.0,no_softclip,0.030563615262508392,0.0,0.0,train_oracle,1.0,1.0
Bcc3,0.01013058682794033,0.0002748335536030107,0.4115368912209476,0.0,133.08729553222656,-133.0874786376953,133.08729553222656,-133.0874786376953,38,133.08729553222656,-133.0874786376953,,0.0,no_softclip,0.36264702677726746,6.066310606555663e-18,0.0,train_oracle,1.0,1.0
rho,4.139679927075477,0.0019444636694418032,1.1131957164063315,0.0,2.5435304641723633,-1.9880939722061157,2.5435304641723633,-1.9880939722061157,38,2.5435304641723633,-1.9880939722061157,5.9399999999999995,0.0,canonical,1.275189995765686,0.0,0.0,train_oracle,1.0,1.0
press,0.07538983585769218,0.00017292606054520237,1.3533732931662157,0.0,1.9769093990325928,-2.090210199356079,1.9769093990325928,-2.090210199356079,38,1.9769093990325928,-2.090210199356079,5.9399999999999995,0.0,canonical,0.024123026058077812,0.0,0.0,train_oracle,1.0,1.0
vel1,0.3375915735170453,0.1850780337339843,0.8825756521942075,0.0,4.051825046539307,-1.1222846508026123,4.051825046539307,-1.1222846508026123,38,4.051825046539307,-1.1222846508026123,5.9399999999999995,0.0,canonical,1.1144533157348633,0.0,0.0,train_oracle,1.0,1.0
vel2,0.11286027100644504,0.002263521032658298,1.11315242668064,0.0,5.940000057220459,-5.940000057220459,5.940000057220459,-5.940000057220459,38,5.999992370605469,-5.999992847442627,5.9399999999999995,0.02880859375,canonical,0.03573155030608177,0.0037927283517735343,0.0,train_oracle,0.9984228870251236,1.0
vel3,0.006249537981890898,0.006249537981890898,1.0,0.0,152.7823486328125,-0.745939314365387,152.7823486328125,-0.745939314365387,38,152.7823486328125,-0.745939314365387,,0.0,no_softclip,0.9591907262802124,0.0,0.0,train_oracle,1.0,1.0
Bcc1,0.7184552945583625,0.038081225230194346,0.37739959125621014,0.0,1.3959916830062866,-1.3959916830062866,1.3959916830062866,-1.3959916830062866,39,1.3959916830062866,-1.3959916830062866,5.9399999999999995,0.0,canonical,0.18409565091133118,0.0,0.0,train_oracle,1.0,1.0
Bcc2,0.008264040330064285,0.00035954242067197145,0.42436474875168023,0.0,13.451925277709961,-8.391201972961426,13.451925277709961,-8.391201972961426,39,13.451925277709961,-8.391201972961426,,0.0,no_softclip,0.030122986063361168,0.0,0.0,train_oracle,1.0,1.0
Bcc3,0.0082187048962349,0.0002748521530078228,0.3338701222648278,0.0,125.39415740966797,-125.39415740966797,125.39415740966797,-125.39415740966797,39,125.39415740966797,-125.39415740966797,,0.0,no_softclip,0.2923196852207184,0.0,0.0,train_oracle,1.0,1.0
rho,4.202541737461527,0.0019444622058388016,1.1300998006060812,0.0,2.5479371547698975,-1.9866969585418701,2.5479371547698975,-1.9866969585418701,39,2.5479371547698975,-1.9866969585418701,5.9399999999999995,0.0,canonical,1.2935705184936523,0.0,0.0,train_oracle,1.0,1.0
press,0.07695349681292445,0.0001708715601723575,1.381443615276649,0.0,1.9832261800765991,-2.1031951904296875,1.9832261800765991,-2.1031951904296875,39,1.9832261800765991,-2.1031951904296875,5.9399999999999995,0.0,canonical,0.02460416778922081,0.0,0.0,train_oracle,1.0,1.0
vel1,0.3447641805317293,0.18500446134848678,0.9013272112096398,0.0,4.1017913818359375,-1.1272025108337402,4.1017913818359375,-1.1272025108337402,39,4.1017913818359375,-1.1272025108337402,5.9399999999999995,0.0,canonical,1.131499171257019,0.0,0.0,train_oracle,1.0,1.0
vel2,0.11205023239502737,0.0022652296873894792,1.1051629327873187,0.0,5.940000057220459,-5.940000057220459,5.940000057220459,-5.940000057220459,39,5.999995708465576,-5.999995708465576,5.9399999999999995,0.029296875,canonical,0.03573155030608177,0.0034653749356287956,0.0,train_oracle,0.9987000978481818,1.0
vel3,0.006249537981890898,0.006249537981890898,1.0,0.0,141.78810119628906,-0.7170641422271729,141.78810119628906,-0.7170641422271729,39,141.78810119628906,-0.7170641422271729,,0.0,no_softclip,0.8904817700386047,0.0,0.0,train_oracle,1.0,1.0
Bcc1,0.7284658784266611,0.038582563390882764,0.38265808164349896,0.0,1.399482250213623,-1.399482250213623,1.399482250213623,-1.399482250213623,40,1.399482250213623,-1.399482250213623,5.9399999999999995,0.0,canonical,0.18662090599536896,0.0,0.0,train_oracle,1.0,1.0
Bcc2,0.009129085606068904,0.0003606183443512408,0.4687854808087408,0.0,13.826845169067383,-8.554003715515137,13.826845169067383,-8.554003715515137,40,13.826845169067383,-8.554003715515137,,0.0,no_softclip,0.03338081017136574,0.0,0.0,train_oracle,1.0,1.0
Bcc3,0.007607041128696082,0.00027478856235448176,0.3090223805060618,0.0,122.54931640625,-122.54928588867188,122.54931640625,-122.54928588867188,40,122.54931640625,-122.54928588867188,,0.0,no_softclip,0.26982003450393677,0.0,0.0,train_oracle,1.0,1.0
rho,4.251184756437455,0.0019304587239398464,1.1431803288862783,0.0,2.551299571990967,-1.9880930185317993,2.551299571990967,-1.9880930185317993,40,2.551299571990967,-1.9880930185317993,5.9399999999999995,0.0,canonical,1.307782769203186,0.0,0.0,train_oracle,1.0,1.0
press,0.075657867245508,0.0001705339227624294,1.3581849036157323,0.0,1.9780018329620361,-1.9835377931594849,1.9780018329620361,-1.9835377931594849,40,1.9780018329620361,-1.9835377931594849,5.9399999999999995,0.0,canonical,0.024205530062317848,0.0,0.0,train_oracle,1.0,1.0
vel1,0.3289705377238827,0.18502083494581772,0.8600374229117876,0.0,3.987994432449341,-1.131904125213623,3.987994432449341,-1.131904125213623,40,3.987994432449341,-1.131904125213623,5.9399999999999995,0.0,canonical,1.093182921409607,0.0,0.0,train_oracle,1.0,1.0
vel2,0.1102849980109279,0.0022604369523599823,1.0877522450333597,0.0,5.940000057220459,-5.940000057220459,5.940000057220459,-5.940000057220459,40,5.999999523162842,-5.999999523162842,5.9399999999999995,0.038330078125,canonical,0.03573155030608177,0.00396076212143637,0.0,train_oracle,0.9983149431305138,1.0
vel3,0.006249537981890898,0.006249537981890898,1.0,0.0,139.4893798828125,-0.7096017599105835,139.4893798828125,-0.7096017599105835,40,139.4893798828125,-0.7096017599105835,,0.0,no_softclip,0.8761157989501953,0.0,0.0,train_oracle,1.0,1.0
Bcc1,0.742285797583577,0.0385390141723252,0.38991758947998867,0.0,1.4042210578918457,-1.4042211771011353,1.4042210578918457,-1.4042211771011353,41,1.4042210578918457,-1.4042211771011353,5.9399999999999995,0.0,canonical,0.19010569155216217,0.0,0.0,train_oracle,1.0,1.0
Bcc2,0.00828223319559317,0.0003612599366234876,0.42529896621685304,0.0,13.460206985473633,-8.288257598876953,13.460206985473633,-8.288257598876953,41,13.460206985473633,-8.288257598876953,,0.0,no_softclip,0.03019150160253048,0.0,0.0,train_oracle,1.0,1.0
Bcc3,0.007898769097955612,0.00027502104251330957,0.3208733051948615,0.0,123.93357849121094,-123.93360900878906,123.93357849121094,-123.93360900878906,41,123.93357849121094,-123.93360900878906,,0.0,no_softclip,0.28055107593536377,0.0,0.0,train_oracle,1.0,1.0
rho,4.281691251536384,0.0019444651330458433,1.151383789121111,0.0,2.5533876419067383,-1.9880924224853516,2.5533876419067383,-1.9880924224853516,41,2.5533876419067383,-1.9880924224853516,5.9399999999999995,0.0,canonical,1.3166913986206055,0.0,0.0,train_oracle,1.0,1.0
press,0.07525511385798084,0.00017445496328749545,1.3509548085742682,0.0,1.9763587713241577,-1.9846165180206299,1.9763587713241577,-1.9846165180206299,41,1.9763587713241577,-1.9846165180206299,5.9399999999999995,0.0,canonical,0.024081550538539886,0.0,0.0,train_oracle,1.0,1.0
vel1,0.3239837671065025,0.18500519889523892,0.8470003607478086,0.0,3.9490230083465576,-1.1365633010864258,3.9490230083465576,-1.1365633010864258,41,3.9490230083465576,-1.1365633010864258,5.9399999999999995,0.0,canonical,1.0804603099822998,0.0,0.0,train_oracle,1.0,1.0
vel2,0.1050705843449938,0.0022599963410566536,1.0363219483116748,0.0,5.940000057220459,-5.940000057220459,5.940000057220459,-5.940000057220459,41,5.999996185302734,-5.999996185302734,5.9399999999999995,0.038330078125,canonical,0.03573155030608177,0.003706180066817858,0.0,train_oracle,0.9984780072719368,1.0
vel3,0.006249537981890898,0.006249537981890898,1.0,0.0,137.5930938720703,-0.7078902125358582,137.5930938720703,-0.7078902125358582,41,137.5930938720703,-0.7078902125358582,,0.0,no_softclip,0.8642649054527283,0.0,0.0,train_oracle,1.0,1.0
Bcc1,0.772235103246108,0.03834986551838734,0.4056497523592314,0.0,1.414188027381897,-1.4141877889633179,1.414188027381897,-1.4141877889633179,42,1.414188027381897,-1.4141877889633179,5.9399999999999995,0.0,canonical,0.1976521909236908,0.0,0.0,train_oracle,1.0,1.0
Bcc2,0.008251535548984126,0.0003583959756408671,0.4237226187439198,0.0,13.446222305297852,-8.289875984191895,13.446222305297852,-8.289875984191895,42,13.446222305297852,-8.289875984191895,,0.0,no_softclip,0.030075890943408012,0.0,0.0,train_oracle,1.0,1.0
Bcc3,0.008551556970022895,0.0002751492473331071,0.3473916398244386,0.0,126.8544921875,-126.85452270507812,126.8544921875,-126.85452270507812,42,126.8544921875,-126.85452270507812,,0.0,no_softclip,0.3045634329319,1.8457536830972225e-18,0.0,train_oracle,1.0,1.0
rho,4.298189496891531,0.0019444640546006254,1.1558203099104236,0.0,2.5545103549957275,-1.9880932569503784,2.5545103549957275,-1.9880932569503784,42,2.5545103549957275,-1.9880932569503784,5.9399999999999995,0.0,canonical,1.3215076923370361,0.0,0.0,train_oracle,1.0,1.0
press,0.07470051461812317,0.0001772469785166927,1.3409988272261928,0.0,1.9740811586380005,-1.9837983846664429,1.9740811586380005,-1.9837983846664429,42,1.9740811586380005,-1.9837983846664429,5.9399999999999995,0.0,canonical,0.023910781368613243,0.0,0.0,train_oracle,1.0,1.0
vel1,0.3172355247705583,0.1849645139580061,0.82935823088431,0.0,3.893677234649658,-1.141352653503418,3.893677234649658,-1.141352653503418,42,3.893677234649658,-1.141352653503418,5.9399999999999995,0.0,canonical,1.0627176761627197,0.0,0.0,train_oracle,1.0,1.0
vel2,0.09443043120790784,0.002266117984162393,0.9313770267801245,0.0,5.940000057220459,-5.940000057220459,5.940000057220459,-5.940000057220459,42,5.999993324279785,-5.999993801116943,5.9399999999999995,0.03466796875,canonical,0.03573155030608177,0.003665811336767012,0.0,train_oracle,0.9985068263637763,1.0
vel3,0.006249537981890898,0.006249537981890898,1.0,0.0,135.8245849609375,-0.700361967086792,135.8245849609375,-0.700361967086792,42,135.8245849609375,-0.700361967086792,,0.0,no_softclip,0.8532125353813171,0.0,0.0,train_oracle,1.0,1.0
Bcc1,0.7666364928587585,0.03843033170567883,0.40270884109058064,0.0,1.4123553037643433,-1.4123551845550537,1.4123553037643433,-1.4123551845550537,43,1.4123553037643433,-1.4123551845550537,5.9399999999999995,0.0,canonical,0.19624203443527222,0.0,0.0,train_oracle,1.0,1.0
Bcc2,0.008411101521089424,0.00036055130567020483,0.4319164526262934,0.0,13.518354415893555,-8.064188957214355,13.518354415893555,-8.064188957214355,43,13.518354415893555,-8.064188957214355,,0.0,no_softclip,0.0306768286973238,0.0,0.0,train_oracle,1.0,1.0
Bcc3,0.008600170735765172,0.00027534716470674185,0.3493664867275757,0.0,127.06304168701172,-127.06300354003906,127.06304168701172,-127.06300354003906,43,127.06304168701172,-127.06300354003906,,0.0,no_softclip,0.3063516616821289,2.9224649005922398e-18,0.0,train_oracle,1.0,1.0
rho,4.301167641141154,0.0020110013286230247,1.1566211586426738,0.0,2.5547125339508057,-1.9880940914154053,2.5547125339508057,-1.9880940914154053,43,2.5547125339508057,-1.9880940914154053,5.9399999999999995,0.0,canonical,1.3223769664764404,0.0,0.0,train_oracle,1.0,1.0
press,0.07524989804021567,0.0001772463723070823,1.3508611759461415,0.0,1.9763374328613281,-1.9821027517318726,1.9763374328613281,-1.9821027517318726,43,1.9763374328613281,-1.9821027517318726,5.9399999999999995,0.0,canonical,0.02407994493842125,0.0,0.0,train_oracle,1.0,1.0
vel1,0.31792382458398644,0.18498124358489354,0.8311576734782492,0.0,3.8994665145874023,-1.146669864654541,3.8994665145874023,-1.146669864654541,43,3.8994665145874023,-1.146669864654541,5.9399999999999995,0.0,canonical,1.0645562410354614,0.0,0.0,train_oracle,1.0,1.0
vel2,0.1088118187656384,0.002272148320083757,1.0732221270635391,0.0,5.940000057220459,-5.940000057220459,5.940000057220459,-5.940000057220459,43,5.999995231628418,-5.999995231628418,5.9399999999999995,0.03369140625,canonical,0.03573155030608177,0.0035643956205753803,0.0,train_oracle,0.9985909186908423,1.0
vel3,0.006249537981890898,0.006249537981890898,1.0,0.0,135.6367950439453,-0.8822346329689026,135.6367950439453,-0.8822346329689026,43,135.6367950439453,-0.8822346329689026,,0.0,no_softclip,0.8520389199256897,0.0,0.0,train_oracle,1.0,1.0
Bcc1,0.7541439020311327,0.038804591319979834,0.39614656963432365,0.0,1.408215880393982,-1.408215880393982,1.408215880393982,-1.408215880393982,44,1.408215880393982,-1.408215880393982,5.9399999999999995,0.0,canonical,0.19309452176094055,0.0,0.0,train_oracle,1.0,1.0
Bcc2,0.008384194719558927,0.00036087038043748355,0.4305347679278704,0.0,13.506287574768066,-7.75104284286499,13.506287574768066,-7.75104284286499,44,13.506287574768066,-7.75104284286499,,0.0,no_softclip,0.030575495213270187,0.0,0.0,train_oracle,1.0,1.0
Bcc3,0.008404077133585111,0.00027528420867006613,0.34140053640306656,0.0,126.21455383300781,-126.21460723876953,126.21455383300781,-126.21460723876953,44,126.21455383300781,-126.21460723876953,,0.0,no_softclip,0.29913848638534546,6.1830664404755575e-18,0.0,train_oracle,1.0,1.0
rho,4.289506336583333,0.0020846669758088046,1.1534853330450057,0.0,2.553920030593872,-1.9688148498535156,2.553920030593872,-1.9688148498535156,44,2.553920030593872,-1.9688148498535156,5.9399999999999995,0.0,canonical,1.3189729452133179,0.0,0.0,train_oracle,1.0,1.0
press,0.07471309400204956,0.0001816540679787962,1.3412246481482941,0.0,1.974133014678955,-1.9972001314163208,1.974133014678955,-1.9972001314163208,44,1.974133014678955,-1.9972001314163208,5.9399999999999995,0.0,canonical,0.023914655670523643,0.0,0.0,train_oracle,1.0,1.0
vel1,0.31841435167448695,0.18501434324937008,0.8324400729833884,0.0,3.903571844100952,-1.1518406867980957,3.903571844100952,-1.1518406867980957,44,3.903571844100952,-1.1518406867980957,5.9399999999999995,0.0,canonical,1.0658624172210693,0.0,0.0,train_oracle,1.0,1.0
vel2,0.10740508478400333,0.0022748791966243015,1.0593473655430587,0.0,5.940000057220459,-5.940000057220459,5.940000057220459,-5.940000057220459,44,5.999995708465576,-5.999995708465576,5.9399999999999995,0.03564453125,canonical,0.03573155030608177,0.0036396226792013665,0.0,train_oracle,0.9985427149000246,1.0
vel3,0.006249537981890898,0.006249537981890898,1.0,0.0,134.54998779296875,-1.0363575220108032,134.54998779296875,-1.0363575220108032,44,134.54998779296875,-1.0363575220108032,,0.0,no_softclip,0.8452469110488892,0.0,0.0,train_oracle,1.0,1.0
Bcc1,0.7337852808838319,0.03949696159473404,0.3854523269198144,0.0,1.4013171195983887,-1.4013171195983887,1.4013171195983887,-1.4013171195983887,45,1.4013171195983887,-1.4013171195983887,5.9399999999999995,0.0,canonical,0.18796241283416748,0.0,0.0,train_oracle,1.0,1.0
Bcc2,0.00821476489968293,0.00036207899335347505,0.42183441796937,0.0,13.429402351379395,-7.569026470184326,13.429402351379395,-7.569026470184326,45,13.429402351379395,-7.569026470184326,,0.0,no_softclip,0.029937410727143288,0.0,0.0,train_oracle,1.0,1.0
Bcc3,0.008076844798432967,0.00027513517263109456,0.3281073106301955,0.0,124.75359344482422,-124.75369262695312,124.75359344482422,-124.75369262695312,45,124.75359344482422,-124.75369262695312,,0.0,no_softclip,0.2871014475822449,0.0,0.0,train_oracle,1.0,1.0
rho,4.262179253050079,0.0021578708325490064,1.146136844063495,0.0,2.552053928375244,-1.9880900382995605,2.552053928375244,-1.9880900382995605,45,2.552053928375244,-1.9880900382995605,5.9399999999999995,0.0,canonical,1.3109937906265259,0.0,0.0,train_oracle,1.0,1.0
press,0.07300568317769224,0.00018175912905256795,1.3105737761327354,0.0,1.9670099020004272,-1.9885650873184204,1.9670099020004272,-1.9885650873184204,45,1.9670099020004272,-1.9885650873184204,5.9399999999999995,0.0,canonical,0.02338857203722,0.0,0.0,train_oracle,1.0,1.0
vel1,0.31618754485034456,0.18502083236966588,0.826618465931254,0.0,3.8847975730895996,-1.1568843126296997,3.8847975730895996,-1.1568843126296997,45,3.8847975730895996,-1.1568843126296997,5.9399999999999995,0.0,canonical,1.0599054098129272,0.0,0.0,train_oracle,1.0,1.0
vel2,0.11269750052914307,0.0022733623037857,1.111547004771009,0.0,5.940000057220459,-5.940000057220459,5.940000057220459,-5.940000057220459,45,5.99999475479126,-5.999995231628418,5.9399999999999995,0.03515625,canonical,0.03573155030608177,0.003666425733557625,0.0,train_oracle,0.9985087191147927,1.0
vel3,0.006249537981890898,0.006249537981890898,1.0,0.0,133.0189208984375,-1.1199759244918823,133.0189208984375,-1.1199759244918823,45,133.0189208984375,-1.1199759244918823,,0.0,no_softclip,0.8356783986091614,0.0,0.0,train_oracle,1.0,1.0
Bcc1,0.6916212656973526,0.04011792306104233,0.36330386170893514,0.0,1.3863834142684937,-1.3863834142684937,1.3863834142684937,-1.3863834142684937,46,1.3863834142684937,-1.3863834142684937,5.9399999999999995,0.0,canonical,0.17732229828834534,0.0,0.0,train_oracle,1.0,1.0
Bcc2,0.007997720623401875,0.0003678702266073421,0.41068902950400615,0.0,13.328559875488281,-7.738153457641602,13.328559875488281,-7.738153457641602,46,13.328559875488281,-7.738153457641602,,0.0,no_softclip,0.029120005667209625,0.0,0.0,train_oracle,1.0,1.0
Bcc3,0.007125824172584004,0.00027497332497570826,0.28947380612585133,0.0,120.14550018310547,-120.14546203613281,120.14550018310547,-120.14546203613281,46,120.14550018310547,-120.14546203613281,,0.0,no_softclip,0.2521187961101532,0.0,0.0,train_oracle,1.0,1.0
rho,4.220484172254764,0.002107176184102711,1.134924676419087,0.0,2.549182176589966,-1.988093376159668,2.549182176589966,-1.988093376159668,46,2.549182176589966,-1.988093376159668,5.9399999999999995,0.0,canonical,1.298813819885254,0.0,0.0,train_oracle,1.0,1.0
press,0.07296904868335594,0.00018175947383162317,1.309916125858274,0.0,1.9668551683425903,-2.051112174987793,1.9668551683425903,-2.051112174987793,46,1.9668551683425903,-2.051112174987793,5.9399999999999995,0.0,canonical,0.023377276957035065,0.0,0.0,train_oracle,1.0,1.0
vel1,0.3177320861806412,0.18495177643610233,0.8306564060899073,0.0,3.897857189178467,-1.1618239879608154,3.897857189178467,-1.1618239879608154,46,3.897857189178467,-1.1618239879608154,5.9399999999999995,0.0,canonical,1.064044713973999,0.0,0.0,train_oracle,1.0,1.0
vel2,0.11164522192521505,0.0022730138187376106,1.1011682729900114,0.0,5.940000057220459,-5.940000057220459,5.940000057220459,-5.940000057220459,46,5.999995231628418,-5.999995708465576,5.9399999999999995,0.032958984375,canonical,0.03573155030608177,0.0034386404354707304,0.0,train_oracle,0.9986838421922174,1.0
vel3,0.006249537981890898,0.006249537981890898,1.0,0.0,133.5457000732422,-1.2168114185333252,133.5457000732422,-1.2168114185333252,46,133.5457000732422,-1.2168114185333252,,0.0,no_softclip,0.8389705419540405,0.0,0.0,train_oracle,1.0,1.0
Bcc1,0.6643490612107574,0.04105038770485006,0.34897796153970656,0.0,1.3762186765670776,-1.3762187957763672,1.3762186765670776,-1.3762187957763672,47,1.3762186765670776,-1.3762187957763672,5.9399999999999995,0.0,canonical,0.17043179273605347,0.0,0.0,train_oracle,1.0,1.0
Bcc2,0.008074272345796251,0.00037123836907798153,0.41462001860170156,0.0,13.364436149597168,-8.104559898376465,13.364436149597168,-8.104559898376465,47,13.364436149597168,-8.104559898376465,,0.0,no_softclip,0.029408305883407593,0.0,0.0,train_oracle,1.0,1.0
Bcc3,0.00628090625778576,0.0002750105842665734,0.2551505336542161,0.0,115.5029067993164,-115.5029067993164,115.5029067993164,-115.5029067993164,47,115.5029067993164,-115.5029067993164,,0.0,no_softclip,0.2210390269756317,6.829589057937869e-18,0.0,train_oracle,1.0,1.0
rho,4.173627528036688,0.0021584207883714743,1.122324519752968,0.0,2.5459189414978027,-1.9880934953689575,2.5459189414978027,-1.9880934953689575,47,2.5459189414978027,-1.9880934953689575,5.9399999999999995,0.0,canonical,1.2851181030273438,0.0,0.0,train_oracle,1.0,1.0
press,0.0728237442851538,0.00018175968484426537,1.3073076695634818,0.0,1.966240644454956,-2.0010576248168945,1.966240644454956,-2.0010576248168945,47,1.966240644454956,-2.0010576248168945,5.9399999999999995,0.0,canonical,0.02333248034119606,0.0,0.0,train_oracle,1.0,1.0
vel1,0.3179626929887088,0.18486194089865424,0.8312592883002371,0.0,3.899792432785034,-1.1666481494903564,3.899792432785034,-1.1666481494903564,47,3.899792432785034,-1.1666481494903564,5.9399999999999995,0.0,canonical,1.064659833908081,0.0,0.0,train_oracle,1.0,1.0
