Bcc2_radial_skill,Bcc2_range,Bcc2_shell_skill,Bcc3_radial_skill,Bcc3_range,Bcc3_shell_skill,above_rout,channels,counterfactual,diagnostic_teacher_reset,evaluation_clamp,gate_2_count,gate_3_count,normalized_average_relative_l2,radial_transport_error,raw_average_relative_l2,reduction_Bcc2_range,reduction_Bcc3_range,reduction_gate_2_count,reduction_gate_3_count,reduction_radial_transport_error,reduction_ripple_count,reduction_shell_transport_error,reduction_stripe_count,reduction_total_decoded_range,reduction_vel3_range,ripple_count,shell_transport_error,step,stripe_count,total_decoded_range,variant,vel3_radial_skill,vel3_range,vel3_shell_skill
1.0,1.8479931354522705,1.0,-64630.151678447124,2.7262665688612864e+16,-7355004896.4083805,True,Bcc2,reset,True,0.8902549743652344,0.0,2.0,9.315110283392762,21543.48900471295,1.1647611183218524e+21,0.9999999999508631,-176.70193720281063,0.0,0.3333333333333333,-0.9543085536699889,0.16666666666666666,-5.251993659898947,0.0,0.0,-0.018595724315057904,5.0,2451668299.03081,14,3.0,2.089942019337422e+22,E_Bcc2,-0.31533569171468945,9.738520622253418,-0.6840489995484034
1.0,1.9104965925216675,1.0,-127422.32024761142,2.4530161414365344e+21,-13291368234.531658,True,Bcc2,reset,True,0.9078598022460938,0.0,2.0,11.993587382462005,42474.20734447964,1.1956922991553473e+21,0.9999999999946164,-15999.510523395134,0.0,0.3333333333333333,-138.43113180019972,0.16666666666666666,-13473.996632652628,0.0,0.0,-0.09479114091437063,5.0,4430456078.416906,15,3.0,2.089942019337422e+22,E_Bcc2,-0.30178582749311755,12.93295955657959,-0.7190599605847217
1.0,1.9342732429504395,1.0,-248035.81053710773,7.32550681188216e+26,-71944953076.29936,True,Bcc2,reset,True,0.9218082427978516,0.0,2.0,15.443070866139132,82678.70102425067,5.327499700383175e+23,0.9999999999999998,-351428.2673947198,0.0,0.3333333333333333,-10.371183604435709,0.16666666666666666,-142.32349456675925,0.0,-35050.24421683516,-0.14263483579986502,5.0,23981651025.668774,16,3.0,7.32550681188216e+26,E_Bcc2,-0.2925356442568785,16.44478988647461,-0.7069570999229222
1.0,2.0106136798858643,1.0,-133613146.26576984,1.9825700841542257e+35,-3.864906164820337e+16,True,Bcc2,reset,True,0.9421157836914062,0.0,2.0,19.9221489349146,44537715.518450394,1.0331843157993188e+32,1.0,-2613971.804381444,0.0,0.3333333333333333,-2.8485593859313307,0.16666666666666666,-30.96555403313007,0.3333333333333333,-2613971.804381444,-0.1710012228103615,5.0,1.2883020549401122e+16,17,2.0,1.9825700841542257e+35,E_Bcc2,-0.28958133691899723,19.973175048828125,-0.6799674276130205
1.0,2.064114809036255,1.0,-13354.132640942844,3.4028234663852886e+38,-41832171.631836616,True,Bcc2,reset,True,0.9533958435058594,0.0,2.0,25.836331983646392,4451.476085359284,7.141463630987161e+35,1.0,-11.795396400907114,0.0,0.3333333333333333,0.9999612821524705,0.16666666666666666,0.9999999996228597,0.3333333333333333,-11.795396400907114,-0.24147544691898137,5.0,13944057.448435163,18,2.0,3.4028234663852886e+38,E_Bcc2,-0.2956151350105205,27.67744255065918,-0.7134688741394954
1.0,2.0906643867492676,1.0,-1.5782711992319873,3.4028234663852886e+38,-3.8075684497942675,True,Bcc2,reset,True,0.9649391174316406,0.0,2.0,33.531294431513516,0.6259504421677023,1.8041395322187738e+36,1.0,0.0,0.0,0.3333333333333333,0.9999999984730725,0.16666666666666666,1.0,0.0,0.0,-0.2447155794936235,5.0,1.5130624164572366,19,3.0,3.4028234663852886e+38,E_Bcc2,-0.2995801272711196,35.89371109008789,-0.7316187995774424
-1.2157962227491557,0.6975175142288208,-0.15069826041131673,1.0,3.017770290374756,1.0,True,Bcc3,reset,True,0.19561767578125,1.0,2.0,0.8681496941077004,1.377605246636745,4.044053149507869e+20,0.0,0.28093168699741694,0.0,0.3333333333333333,0.865405821301581,0.0,0.0,0.0,0.0,0.0,2.0,0.05023275347043891,1,3.0,2.089942019337422e+22,E_Bcc3,-2.917019517161079,1.5560671091079712,0.17065572407673812
0.00025480149674184105,0.7548437118530273,0.014892104530482508,1.0,4.575236797332764,1.0,True,Bcc3,reset,True,0.214324951171875,1.0,2.0,1.0198982350899661,0.06061402456785133,3.4411119231993905e+20,-0.34144601718730305,0.06334668211263249,0.5,0.3333333333333333,-0.6079773920599338,0.0,1.0,0.0,0.0,-0.010541338392606696,2.0,0.0,2,3.0,2.089942019337422e+22,E_Bcc3,-0.18184207370355399,1.603204607963562,0.18069311977890246
-0.16062005921208122,0.9993427395820618,-0.006937405952853082,1.0,11.42733383178711,1.0,True,Bcc3,reset,True,0.2512168884277344,1.0,2.0,1.1192838592554952,0.1644304408106035,2.6060385663507297e+20,-0.5102833861782433,-0.5792674448320642,0.5,0.3333333333333333,0.8304736908464133,0.0,0.9167520569049885,0.2,0.0,-0.005152268976909711,2.0,0.006858755891514449,3,4.0,2.089942019337422e+22,E_Bcc3,-0.3326712632197293,1.6448357105255127,-0.013638861721690265
0.30450826506510453,0.8341153264045715,0.17169669213797223,1.0,15.865038871765137,1.0,True,Bcc3,reset,True,0.3302192687988281,1.0,1.0,0.9338640574651408,0.21728158759286145,1.9915648842054772e+20,0.554464749913323,-0.17036301045663274,0.5,0.6666666666666666,0.6439769838567387,0.5,1.0,0.2,0.0,-0.06846728435881541,2.0,0.0,4,4.0,2.089942019337422e+22,E_Bcc3,-0.6518447627785844,1.8639147281646729,0.0929898386262823
0.45009531443133555,2.040900945663452,0.6084305992773006,1.0,18.81481170654297,1.0,True,Bcc3,reset,True,0.37409019470214844,0.0,2.0,1.0627379091960647,0.3956695053354397,2.8699942387183832e+20,-0.8122685550041342,0.3599705691234679,1.0,0.3333333333333333,0.2608758721558725,0.2,-0.35871728498210653,0.4,0.0,-0.07097738975148811,4.0,0.1311530571850347,5,3.0,2.089942019337422e+22,E_Bcc3,-1.187008516006319,2.0532639026641846,-0.3934591715551041
0.43626637298456583,2.580021381378174,-1.8224813373371171,1.0,21.362071990966797,1.0,True,Bcc3,reset,True,0.412200927734375,0.0,2.0,1.1779519518456885,0.14196300491606503,3.501964739992472e+20,-0.3652584342894105,0.48992755343909616,1.0,0.3333333333333333,0.6167548660513967,0.0,-3.4433737590267732,0.4,0.0,0.011503077650228991,5.0,0.8309558540387822,6,3.0,2.089942019337422e+22,E_Bcc3,-0.42588901474819507,2.169032573699951,-0.6703862247792296
-1.4046996545975952,5.847514629364014,-4.965004286211802,1.0,22.881040573120117,1.0,True,Bcc3,reset,True,0.44388389587402344,0.0,2.0,1.316846060350144,0.5557461847861321,3.856352106538537e+20,0.0009235434576649096,0.6051223002012661,1.0,0.3333333333333333,-0.3053421385227164,0.16666666666666666,-7.413451635220565,0.4,0.0,0.1346421028377798,5.0,1.810896599220986,7,3.0,2.089942019337422e+22,E_Bcc3,-0.26253889976080136,2.2484307289123535,-0.4676855114511551
-1.1431757946017536,10.857802391052246,-1.8999391962189365,1.0,22.878780364990234,1.0,True,Bcc3,reset,True,0.46366310119628906,0.0,2.0,1.4596089770779979,0.44350276387938803,4.214390937988814e+20,0.25633479187169844,0.9157650146527991,1.0,0.3333333333333333,0.43850398340805413,0.16666666666666666,0.9589040547159084,0.0,0.0,0.21311698800615983,5.0,0.7466696924309838,8,4.0,2.089942019337422e+22,E_Bcc3,-0.18733249703641053,2.278521776199341,-0.3400698810740148
-0.7086356008376351,19.778371810913086,-1.5958784913789494,1.0,23.79931640625,1.0,True,Bcc3,reset,True,0.492156982421875,0.0,2.0,1.6269177484308037,0.2913734024917931,4.746192038531134e+20,0.29074328311739195,0.9753267733881628,0.0,0.3333333333333333,0.7091843258706193,0.16666666666666666,0.8827146037553267,-0.3333333333333333,0.0,0.2097468035009066,5.0,0.6323024697264947,9,4.0,2.089942019337422e+22,E_Bcc3,-0.16548460663774422,2.6087849140167236,-0.30102891780053476
-0.22601796265248897,19.156715393066406,-0.41383316301819684,1.0,25.389375686645508,1.0,True,Bcc3,reset,True,0.5188140869140625,0.0,2.0,1.819958331499453,0.12395529708886799,5.149642915398712e+20,0.8586017247948581,0.9968619643943224,0.0,0.3333333333333333,0.9480055080389568,0.16666666666666666,0.9861774501715602,0.0,0.0,0.2761171801636673,5.0,0.2605158675300627,10,4.0,2.089942019337422e+22,E_Bcc3,-0.145847928614115,2.823549509048462,-0.3677144395719911
-0.2228745150751208,19.59375762939453,-0.18305109279492537,1.0,25.571561813354492,1.0,True,Bcc3,reset,True,0.5474643707275391,0.0,2.0,2.0170078633735917,0.11138106025605847,5.426313769164344e+20,0.9988591497523155,0.99995577330653,0.0,0.3333333333333333,0.9976805732855908,0.16666666666666666,0.9999760972719822,0.0,0.0,0.276657869374657,5.0,0.13817423629990114,11,4.0,2.089942019337422e+22,E_Bcc3,-0.1112686656930546,3.283595561981201,-0.23147161610477807
-0.21968223809777787,26.411725997924805,-0.4283238152479085,1.0,27.3559513092041,1.0,True,Bcc3,reset,True,0.5723609924316406,0.0,2.0,2.1953477170359417,0.10219175959019888,5.555381764048337e+20,0.9999917730564811,0.9999998715757029,0.0,0.3333333333333333,0.9993585680570499,0.16666666666666666,0.9999965522306732,0.0,0.0,0.3471090601107488,5.0,0.1746955188209444,12,4.0,2.089942019337422e+22,E_Bcc3,-0.08689304067281878,3.814734935760498,-0.09576274121492467
-0.006220499435394933,43.337520599365234,-0.7352564354402209,1.0,25.06047821044922,1.0,True,Bcc3,reset,True,0.5830154418945312,0.0,2.0,2.353053647282294,0.02287411444096432,5.700457760304698e+20,0.9999612903574857,0.9999999998492339,0.0,0.3333333333333333,0.9998979321070837,0.16666666666666666,0.9999985189475078,0.0,0.0,0.4450431735748214,5.0,0.2949717458921542,13,3.0,2.089942019337422e+22,E_Bcc3,-0.06240184388749803,4.216747760772705,-0.14965880223624173
-0.04721060112590392,57.07319259643555,-0.43373091519493734,1.0,26.843996047973633,1.0,True,Bcc3,reset,True,0.5997333526611328,0.0,2.0,2.5106725032447472,0.036575643908859735,5.869459434615275e+20,0.9999999984824598,0.999999999999825,0.0,0.3333333333333333,0.9999966820558298,0.16666666666666666,0.999999999496414,0.0,0.0,0.5376437110093272,5.0,0.197477090764566,14,3.0,2.089942019337422e+22,E_Bcc3,-0.0625163306006753,4.420464515686035,-0.15870035709876062
0.11801912325608699,31.48772430419922,0.36380361524475235,1.0,31.981468200683594,1.0,True,Bcc3,reset,True,0.6188945770263672,0.0,2.0,2.705065767741019,0.021282745316570113,6.147993077245824e+20,0.9999999999112728,0.9999999999999998,0.0,0.3333333333333333,0.9999301346051443,0.16666666666666666,0.9999998395787957,0.0,0.0,0.6262077165986438,5.0,0.052745029858669724,15,3.0,2.089942019337422e+22,E_Bcc3,-0.06384823594971034,4.415673732757568,-0.15823508957600918
0.08955715260514963,44.9470329284668,0.29863986737793646,1.0,27.393665313720703,1.0,True,Bcc3,reset,True,0.6374931335449219,0.0,2.0,2.9232295774603507,0.02236717135804489,6.279227749208135e+20,0.9999999999999949,1.0,0.0,0.3333333333333333,0.99999692373962,0.16666666666666666,0.9999999996687821,0.0,0.0,0.6804971289030299,5.0,0.05542114199982939,16,3.0,2.089942019337422e+22,E_Bcc3,-0.06710151407413467,4.598282337188721,-0.16626342599948818
0.009016909411466822,34.91472625732422,0.018928662891214976,1.0,27.679561614990234,1.0,True,Bcc3,reset,True,0.6537818908691406,0.0,2.0,3.155223991341712,0.023017449335240265,6.583217913541477e+20,1.0,1.0,0.0,0.3333333333333333,0.9999999980110336,0.16666666666666666,0.9999999999999999,0.0,0.9999997244459782,0.7054655765184626,5.0,0.06314200361745155,17,3.0,2.089942019337422e+22,E_Bcc3,-0.0690523480057208,5.023724555969238,-0.18942601085235466
-0.37662089799320375,50.04441452026367,-0.6002154899458012,1.0,27.777435302734375,1.0,True,Bcc3,reset,True,0.6708030700683594,0.0,2.0,3.4121510399715547,0.15124089178489974,6.993590203919105e+20,1.0,1.0,0.0,0.3333333333333333,0.9999999986845438,0.16666666666666666,1.0,0.0,0.9999999999999993,0.7565718170860999,5.0,0.2754063897686703,18,3.0,2.089942019337422e+22,E_Bcc3,-0.07710177736149548,5.426985740661621,-0.22600367936020982
-1.4159409381526218,242.89549255371094,-9.57384188462484,1.0,30.841697692871094,1.0,True,Bcc3,reset,True,0.6907730102539062,0.0,2.0,3.7081614077744214,0.5015878525400719,7.46302144964902e+20,1.0,1.0,0.0,0.3333333333333333,0.9999999987764394,0.16666666666666666,1.0,0.0,0.9999999999999999,0.8008613795420267,5.0,3.274126524684817,19,3.0,2.089942019337422e+22,E_Bcc3,-0.08882261946759384,5.7425360679626465,-0.2485376894296094
-1.2157962227491557,0.6975175142288208,-0.15069826041131673,-26.572938252396565,4.196778297424316,0.3508396583382881,True,vel3,reset,True,0.19561767578125,1.0,2.0,0.8684435148346878,9.26291149171524,4.044053149507869e+20,0.0,0.0,0.0,0.3333333333333333,0.09499911703493517,0.0,0.0,0.3333333333333333,0.0,0.00253500338651631,2.0,0.05023275347043891,1,2.0,2.089942019337422e+22,E_vel3,1.0,1.5521224737167358,1.0
0.0024034599083530006,0.5875579714775085,-0.00843755780148503,-0.5844079880786464,5.102695941925049,-0.03200161944326396,True,vel3,reset,True,0.16419219970703125,2.0,2.0,0.916704383802737,0.19480266269288213,1.6103206356965225e+20,-0.04415959002996603,-0.04463600374974997,0.0,0.3333333333333333,-4.167752508705187,0.0,-10.3662194696554,0.0,0.0,-0.05627384637048257,2.0,0.013479725748249663,2,3.0,2.089942019337422e+22,E_vel3,1.0,1.6757583618164062,1.0
-0.10212202261496395,0.6141918301582336,-0.01271702518494755,-0.18800642868883388,5.960448741912842,-0.0033265279979746154,True,vel3,reset,True,0.14226531982421875,2.0,2.0,0.8740182394224871,0.0967094837679326,6.61567308263275e+19,0.07178620479864031,0.17626081522980472,0.0,0.3333333333333333,0.9002933899434691,0.0,0.9350906187876789,0.4,0.0,-0.16722633588486938,2.0,0.0053478510609740555,3,3.0,2.089942019337422e+22,E_vel3,1.0,1.9100544452667236,1.0
-0.023540834349341955,1.1398069858551025,-0.00988238877442793,0.13600288524860826,5.577151298522949,-0.004272861748783052,True,vel3,reset,True,0.14589500427246094,2.0,2.0,0.8619238541070808,0.007846944783113985,5.90442900425059e+19,0.3911822808933925,0.5885738675920928,0.0,0.3333333333333333,0.9871425233028551,0.5,0.9560946634937454,1.0,0.0,-0.08014756877592087,2.0,0.0047184168410703275,4,0.0,2.089942019337422e+22,E_vel3,1.0,1.8842906951904297,1.0
0.017647978851756285,1.0685882568359375,0.0013669808161589359,0.5978733277874644,7.240691661834717,0.003960003840958293,True,vel3,reset,True,0.17852210998535156,2.0,0.0,0.9227289632843656,0.0,1.2120103401363795e+20,0.05112058464899434,0.7536910899902903,0.0,1.0,1.0,0.4,1.0,1.0,0.0,0.03320404190136751,3.0,0.0,5,0.0,2.089942019337422e+22,E_vel3,1.0,1.853528618812561,1.0
-0.0046894083603243875,2.712907552719116,0.12978985026798273,-0.37455085952973444,7.928537368774414,0.003623566509873166,True,vel3,reset,True,0.2003803253173828,2.0,2.0,0.979351644763922,0.12641342263001962,1.660841614749744e+20,-0.43557721828597484,0.81068650760795,-1.0,0.3333333333333333,0.6587327161932961,0.4,1.0,1.0,0.0,0.14478668325464908,3.0,0.0,6,0.0,2.089942019337422e+22,E_vel3,1.0,1.8765718936920166,1.0
0.009245950304245798,1.6132051944732666,-0.060972909178088175,-0.4101512639488569,7.272392749786377,0.0022286966762441462,True,vel3,reset,True,0.21947669982910156,2.0,2.0,1.0292513183899947,0.13671708798295232,2.1036373958239768e+20,0.724376007325127,0.8744940942746189,-1.0,0.3333333333333333,0.6788775507852688,0.5,0.9055729957839262,1.0,0.0,0.2939228959358395,3.0,0.020324303059362725,7,0.0,2.089942019337422e+22,E_vel3,1.0,1.8345767259597778,1.0
-0.0023887680317400406,1.382206916809082,-0.010361703134899702,-0.3924104655329341,11.071041107177734,0.0013258976292377378,True,vel3,reset,True,0.23389244079589844,2.0,2.0,1.0881977610149234,0.13159974452155807,2.2338342832345884e+20,0.9053308250192248,0.9592386932098698,-1.0,0.3333333333333333,0.8333883385821064,0.5,0.9998099007770109,1.0,0.0,0.35615324996782666,3.0,0.0034539010449665675,8,0.0,2.089942019337422e+22,E_vel3,1.0,1.8643417358398438,1.0
-0.0010692984435225483,1.5541675090789795,0.005540619894621401,-0.25719638816729384,9.426671981811523,0.0005333368748172695,True,vel3,reset,True,0.24834251403808594,2.0,2.0,1.1589302181203067,0.08608856220360546,2.4759946106879345e+20,0.9442672149399699,0.9902271808974474,-1.9999999999999998e+30,0.3333333333333333,0.9140762230252782,0.5,1.0,1.0,0.0,0.4497748919887432,3.0,0.0,9,0.0,2.089942019337422e+22,E_vel3,1.0,1.816403865814209,1.0
-0.0019603910602139507,0.9250233173370361,-0.025612326790013684,-0.182258010398483,8.754176139831543,3.234397792695187e-05,True,vel3,reset,True,0.2559967041015625,2.0,2.0,1.219263293572597,0.061406133819565646,2.6836494321613446e+20,0.9931722793332652,0.9989180152846525,-1.9999999999999998e+30,0.3333333333333333,0.9742424825221375,0.5,0.9995470171463594,1.0,0.0,0.5387440120473289,3.0,0.008537442263337894,10,0.0,2.089942019337422e+22,E_vel3,1.0,1.7991573810577393,1.0
-0.0018294525059598943,0.91741943359375,-0.00780281040273878,-0.04802878592802795,7.569247245788574,-0.0011667135511097548,True,vel3,reset,True,0.2647438049316406,2.0,2.0,1.2758961616038018,0.01661941281132928,2.8969614760828725e+20,0.9999465830797827,0.9999869087864018,-1.9999999999999998e+30,0.3333333333333333,0.9996539132419482,0.5,0.999999482788067,1.0,0.0,0.5898620794697466,3.0,0.002989841317949512,11,0.0,2.089942019337422e+22,E_vel3,1.0,1.8618119955062866,1.0
0.0036433194595915097,1.1683552265167236,0.0036684654345633394,-0.0197567675744601,8.002419471740723,-0.0006383483756475794,True,vel3,reset,True,0.2735767364501953,2.0,2.0,1.3287158427961083,0.0065855891914867,3.085682187162496e+20,0.9999996360710217,0.99999996243212,-1.9999999999999998e+30,0.3333333333333333,0.9999586639149037,0.5,0.999999995800545,1.0,0.0,0.6465589396372378,3.0,0.00021278279188252647,12,0.0,2.089942019337422e+22,E_vel3,1.0,2.065098285675049,1.0
-0.007202583919329042,0.8912934064865112,-0.005094841860716626,-0.09583045883081609,9.137882232666016,0.00011433713258246492,True,vel3,reset,True,0.28501319885253906,2.0,2.0,1.3789762345133736,0.03434434758338171,3.141511202698693e+20,0.9999992038850247,0.9999999999450258,-1.9999999999999998e+30,0.3333333333333333,0.9998467501244487,0.5,0.9999999914729367,1.0,0.0,0.7679548766751242,3.0,0.0016982806202388752,13,0.0,2.089942019337422e+22,E_vel3,1.0,1.763156533241272,1.0
5.588884685026052e-05,1.4184650182724,0.0033289389165012118,-0.041292200444857485,10.653767585754395,0.0005799481595680778,True,vel3,reset,True,0.2961006164550781,2.0,2.0,1.4203232182845076,0.013764066814952495,3.19045891556287e+20,0.999999999962284,0.9999999999999305,-1.9999999999999998e+30,0.3333333333333333,0.9999987513984618,0.5,1.0,1.0,0.0,0.8120547325258046,3.0,0.0,14,0.0,2.089942019337422e+22,E_vel3,1.0,1.7968943119049072,1.0
0.002726520390678222,1.7898744344711304,0.011282832858969138,-0.031926587828711606,10.935386657714844,-6.273643338938761e-05,True,vel3,reset,True,0.3020763397216797,2.0,2.0,1.4594450813133009,0.010642195942903868,3.276001280779903e+20,0.9999999999949565,1.0,-1.9999999999999998e+30,0.3333333333333333,0.9999650645999553,0.5,0.9999999999363968,1.0,0.0,0.8442339343015087,3.0,2.0912144463129206e-05,15,0.0,2.089942019337422e+22,E_vel3,1.0,1.8400918245315552,1.0
0.00023854085889207788,1.4436705112457275,-0.003063495330849486,-0.035454825525960576,10.332575798034668,7.306309186805304e-05,True,vel3,reset,True,0.3047046661376953,2.0,2.0,1.4874068692394462,0.011818275175320192,3.3601703575751714e+20,0.9999999999999999,1.0,-1.9999999999999998e+30,0.3333333333333333,0.9999983745780322,0.5,0.9999999999938971,1.0,0.0,0.8756026898245164,3.0,0.001021165110283162,16,0.0,2.089942019337422e+22,E_vel3,1.0,1.7903249263763428,1.0
-0.0025193553278566316,1.3235851526260376,-0.0014121138590483806,-0.05156580890324158,12.47103500366211,0.00035635102214193193,True,vel3,reset,True,0.30951499938964844,2.0,2.0,1.5152343433774103,0.018028388077032737,3.3057105990339756e+20,1.0,1.0,-1.9999999999999998e+30,0.3333333333333333,0.9999999984421446,0.5,1.0,1.0,0.9999997244459782,0.903785610088437,3.0,0.00047070461968279353,17,0.0,2.089942019337422e+22,E_vel3,1.0,1.6410801410675049,1.0
