Bcc2_radial_skill,Bcc2_range,Bcc2_shell_skill,Bcc3_radial_skill,Bcc3_range,Bcc3_shell_skill,above_rout,channels,counterfactual,diagnostic_teacher_reset,evaluation_clamp,gate_2_count,gate_3_count,normalized_average_relative_l2,radial_transport_error,raw_average_relative_l2,reduction_Bcc2_range,reduction_Bcc3_range,reduction_gate_2_count,reduction_gate_3_count,reduction_radial_transport_error,reduction_ripple_count,reduction_shell_transport_error,reduction_stripe_count,reduction_total_decoded_range,reduction_vel3_range,ripple_count,shell_transport_error,step,stripe_count,total_decoded_range,variant,vel3_radial_skill,vel3_range,vel3_shell_skill
-1.1588581131692104,0.06810489296913147,-0.4735368362034025,-4.465797288850065,0.708686888217926,-1.0839211811242868,True,Bcc1;Bcc2;Bcc3;rho;press;vel1;vel2;vel3,projection,False,0.0,2.0,3.0,0.7746537914974083,2.793917193549334,0.7976946412587793,0.9023610281034612,0.8311354953744239,-1.0,0.0,0.7270299376869881,0.0,-13.435672072115445,0.0,1.0,0.22640889765504144,2.0,0.7251435563786751,1,3.0,1.2129502296447754,D_all,-2.757096178628727,1.2037596702575684,-0.6179726518083362
0.0004960118093023658,0.06810489296913147,-0.0011115509894488174,-0.6258561365558974,0.708686888217926,-0.03153418530883223,True,Bcc1;Bcc2;Bcc3;rho;press;vel1;vel2;vel3,projection,False,0.0,2.0,2.0,0.8794513087026999,0.20861871218529915,0.8486848402617885,0.8789695986204398,0.8549159410547739,0.0,0.3333333333333333,-4.534266618101095,0.5,-8.175720892366568,-0.3333333333333333,1.0,0.24123913925728077,1.0,0.010881912099427016,2,4.0,1.2129502296447754,D_all,0.20176074477425154,1.2037596702575684,0.012854300199148572
-0.021226779188390443,0.06810489296913147,-0.0007502875622646954,-1.830834577281737,0.708686888217926,-0.002277288339975314,True,Bcc1;Bcc2;Bcc3;rho;press;vel1;vel2;vel3,projection,False,0.0,2.0,3.0,0.8668139426876063,0.935038076040318,0.8700858317662321,0.8970746628811821,0.9020588575063201,0.0,0.0,0.03598413306106086,0.5,0.28471355919836083,0.0,1.0,0.2643874667119686,1.0,0.05893208777986766,3,5.0,1.2129502296447754,D_all,-0.9530528716508264,1.2037596702575684,-0.17376868743736296
-0.0027969236820246657,0.0645010769367218,-9.498540683283707e-05,-0.6731313283532703,0.708686888217926,3.2528567169620715e-05,True,Bcc1;Bcc2;Bcc3;rho;press;vel1;vel2;vel3,projection,False,0.0,2.0,3.0,0.905289673512479,0.2939991629392751,0.8921912454785075,0.9655473259702175,0.9477202087766713,0.0,0.0,0.5182727174777247,0.25,0.21237563675359436,0.0,1.0,0.3099588696489252,3.0,0.08464438165619599,4,5.0,1.2129502296447754,D_all,-0.2060692367825303,1.2037596702575684,-0.25383815956175515
-0.01828701331892124,0.06810489296913147,-0.0004949682186419224,-0.07053950989255298,0.708686888217926,0.00014715920485119938,True,Bcc1;Bcc2;Bcc3;rho;press;vel1;vel2;vel3,projection,False,0.0,2.0,3.0,0.9476653117314013,0.07848056559715344,0.915070187635378,0.939524573090069,0.9758923728384672,0.0,0.0,0.8533956273670044,0.4,-0.06549917447579784,0.0,1.0,0.3721219236028162,3.0,0.10284955943757786,5,5.0,1.2129502296447754,D_all,-0.1466151735799861,1.2037596702575684,-0.30805371009409166
-0.006454761030549205,0.06810489296913147,0.0004960898910372213,0.051784567218830846,0.708686888217926,-0.00010422799137144168,True,Bcc1;Bcc2;Bcc3;rho;press;vel1;vel2;vel3,projection,False,0.0,2.0,3.0,1.0165998932690867,0.07780045151363657,0.9545696597510127,0.9639612368278837,0.9830783430056874,-1.0,0.0,0.789968911412981,0.4,-0.2428089025220598,0.2,1.0,0.451408547881501,3.0,0.23241784036380841,6,4.0,1.2129502296447754,D_all,-0.2269465935103605,1.2037596702575684,-0.6971492931000538
-0.005742960971137245,0.06810489296913147,0.00022598135388174345,-0.13835350383666767,0.708686888217926,-0.00021355265123124134,True,Bcc1;Bcc2;Bcc3;rho;press;vel1;vel2;vel3,projection,False,0.0,2.0,3.0,1.10495110840515,0.12770214387912646,1.0016932994626897,0.98836394614575,0.9877695838437623,-1.0,0.0,0.700051940708754,0.5,0.24264345755571615,0.2,1.0,0.5367066801089859,3.0,0.16301209617331605,7,4.0,1.2129502296447754,D_all,-0.23900996682957443,1.2037596702575684,-0.48882273586871694
-0.005280634355236291,0.06810489296913147,0.0002516299928322363,-0.2371774044284174,0.708686888217926,-4.643063614206966e-05,True,Bcc1;Bcc2;Bcc3;rho;press;vel1;vel2;vel3,projection,False,0.0,2.0,3.0,1.1968908331935775,0.1645472347711845,1.0513042492104168,0.995335406044396,0.9973907599665522,-1.0,0.0,0.7916752174054855,0.5,0.9935867678982054,-0.25,1.0,0.5842839664982346,3.0,0.116521618077714,8,5.0,1.2129502296447754,D_all,-0.2511836655298998,1.2037596702575684,-0.3495184235969999
-0.0036791717130169044,0.06810489296913147,0.00025637793790600494,-0.16467888036830103,0.708686888217926,-0.00010542582438222148,True,Bcc1;Bcc2;Bcc3;rho;press;vel1;vel2;vel3,projection,False,0.0,2.0,3.0,1.2805145604102928,0.13346097300465445,1.0981386271289684,0.9975577437186071,0.9992652901498782,-1.9999999999999998e+30,0.0,0.8667944894681838,0.5,0.9827949291912929,-0.3333333333333333,1.0,0.6353570882265382,3.0,0.0927550156497754,9,4.0,1.2129502296447754,D_all,-0.23202486693264546,1.2037596702575684,-0.27815962112494397
-0.003649992305384764,0.06810489296913147,0.0003604393948792861,-0.07871152262044734,0.708686888217926,-0.0001232110283082566,True,Bcc1;Bcc2;Bcc3;rho;press;vel1;vel2;vel3,projection,False,0.0,2.0,3.0,1.357721645433144,0.08879076247743171,1.1408135181680559,0.9994973086877748,0.9999124088470724,-1.9999999999999998e+30,0.0,0.9627556813281009,0.5,0.9962329093741822,-0.25,1.0,0.6913881121195716,3.0,0.07099897592194389,10,5.0,1.2129502296447754,D_all,-0.18401077250646303,1.2037596702575684,-0.21287371673752342
-0.003025420800325085,0.06810489296913147,0.0005795164610038483,-0.08611759388419848,0.708686888217926,-0.00012055235858943192,True,Bcc1;Bcc2;Bcc3;rho;press;vel1;vel2;vel3,projection,False,0.0,2.0,3.0,1.4181164156204447,0.0768838400101645,1.1693706554720562,0.9999960345797125,0.9999987743072558,-1.9999999999999998e+30,0.0,0.9983989519222032,0.5,0.9999909864371587,0.0,1.0,0.7348241985929584,3.0,0.052104603332700616,11,4.0,1.2129502296447754,D_all,-0.14150850534596993,1.2037596702575684,-0.15619325763951242
-0.0013114103139786337,0.06810489296913147,0.00035388751613829594,-0.12396729219898339,0.708686888217926,-1.2611808111184786e-05,True,Bcc1;Bcc2;Bcc3;rho;press;vel1;vel2;vel3,projection,False,0.0,2.0,3.0,1.4650287798344959,0.07525582090841043,1.1947872085808404,0.999999978786123,0.9999999966730232,-1.9999999999999998e+30,0.0,0.9995276381616565,0.5,0.9999991154259276,-0.25,1.0,0.7939768304351247,3.0,0.04482061061965048,12,5.0,1.2129502296447754,D_all,-0.10048876021226927,1.2037596702575684,-0.13444922005084026
-0.0021382732748698174,0.06810489296913147,0.00022751595237846534,-0.1537282532861708,0.708686888217926,2.5058360483609654e-05,True,Bcc1;Bcc2;Bcc3;rho;press;vel1;vel2;vel3,projection,False,0.0,2.0,3.0,1.497945443808733,0.07500043337881723,1.2123343472891188,0.9999999391678153,0.9999999999957365,-1.9999999999999998e+30,0.0,0.9996653362812122,0.5,0.9999998332877247,0.0,1.0,0.8415758579160675,3.0,0.033203016872849954,13,3.0,1.2129502296447754,D_all,-0.06913477357541109,1.2037596702575684,-0.09960905061854985
-0.002286872842778509,0.06810489296913147,-2.4882622959854217e-06,-0.06984394635432256,0.708686888217926,3.633937616864813e-05,True,Bcc1;Bcc2;Bcc3;rho;press;vel1;vel2;vel3,projection,False,0.0,2.0,3.0,1.5194480445043503,0.03936998852722392,1.2276493483845567,0.9999999999981891,0.9999999999999953,-1.9999999999999998e+30,0.0,0.9999964285680318,0.5,0.999999999933038,0.0,1.0,0.8740933555733907,3.0,0.0262585971963832,14,3.0,1.2129502296447754,D_all,-0.04597914638457068,1.2037596702575684,-0.07877330332685362
-0.002510806014557776,0.06810489296913147,4.58592559894333e-05,-0.026925878186327967,0.708686888217926,3.8024638562172974e-05,True,Bcc1;Bcc2;Bcc3;rho;press;vel1;vel2;vel3,projection,False,0.0,2.0,3.0,1.5366853191627483,0.02426282676110647,1.239779322475441,0.999999999999808,1.0,-1.9999999999999998e+30,0.0,0.9999203518180213,0.5,0.9999999495211714,0.0,1.0,0.898100244029795,3.0,0.01659697878527903,15,3.0,1.2129502296447754,D_all,-0.04335179608243367,1.2037596702575684,-0.04979093635583709
-0.0013062373078240874,0.06810489296913147,0.00015243897606176393,-0.026566788489524207,0.708686888217926,3.7440879026906515e-05,True,Bcc1;Bcc2;Bcc3;rho;press;vel1;vel2;vel3,projection,False,0.0,2.0,3.0,1.5510747785516055,0.020850816060237864,1.2513947321866827,1.0,1.0,-1.9999999999999998e+30,0.0,0.9999971322909674,0.5,0.9999999999136341,0.0,1.0,0.9163590570227637,3.0,0.014451192810407187,16,3.0,1.2129502296447754,D_all,-0.0346794223833653,1.2037596702575684,-0.04335357843122156
-0.0021385754767524467,0.06810489296913147,0.00022900021176830432,-0.03503564139290671,0.708686888217926,0.00010154775918669312,True,Bcc1;Bcc2;Bcc3;rho;press;vel1;vel2;vel3,projection,False,0.0,2.0,3.0,1.5632050447722137,0.02286269471004654,1.2614465904880379,1.0,1.0,-1.9999999999999998e+30,0.0,0.9999999980244061,0.5,1.0,0.3333333333333333,1.0,0.9294251393483824,3.0,0.01303953422344728,17,2.0,1.2129502296447754,D_all,-0.031413867260480455,1.2037596702575684,-0.03911860267034184
-0.0013110212599005688,0.06810489296913147,0.00011648593119983897,-0.019410392509510377,0.708686888217926,3.71035086530469e-05,True,Bcc1;Bcc2;Bcc3;rho;press;vel1;vel2;vel3,projection,False,0.0,2.0,3.0,1.5683695199477996,0.017367718284558558,1.2636639050837994,1.0,1.0,-1.9999999999999998e+30,0.0,0.9999999998489398,0.5,1.0,0.3333333333333333,1.0,0.9460051964020618,3.0,0.010624144932372515,18,2.0,1.2129502296447754,D_all,-0.031381741084264725,1.2037596702575684,-0.031872434797117544
-0.001370381145999744,0.06810489296913147,9.69751086143944e-06,-0.017418018085908482,0.708686888217926,2.6476471589487183e-05,True,Bcc1;Bcc2;Bcc3;rho;press;vel1;vel2;vel3,projection,False,0.0,2.0,3.0,1.5718258545874542,0.014672046944908793,1.2669977500346998,1.0,1.0,-1.9999999999999998e+30,0.0,0.9999999999642094,0.5,1.0,0.3333333333333333,1.0,0.9582562412737125,3.0,0.007123220241521899,19,2.0,1.2129502296447754,D_all,-0.025227741602818154,1.2037596702575684,-0.021369660724565698
-1.1588581131692104,0.06810489296913147,-0.4735368362034025,-26.572938252396565,4.196778297424316,0.3508396583382881,True,Bcc2,projection,False,0.19561767578125,1.0,3.0,0.8953554031215347,10.216271960908951,4.044053149507869e+20,0.9023610281034612,0.0,0.0,0.0,0.0018543140023271566,0.0,-2.142284688031091,0.0,0.0,0.0,2.0,0.15784561206780082,1,3.0,2.089942019337422e+22,D_Bcc2,-2.917019517161079,1.5560671091079712,0.17065572407673812
