above_rout,channel,decoder_derivative_maximum,decoder_derivative_median,derivative_over_train_q999,evaluation_clamp,fraction_outside_train_min_max,fraction_outside_train_q001_q999,gate_2_failed,gate_3_failed,legacy_flags,maximum_minmax_excess,maximum_normalized_excess,maximum_normalized_excess_over_robust_span,normalized_relative_l2,physical_maximum,physical_minimum,radial_skill,raw_relative_l2,shell_skill,step
True,press,1.745543616384719e+17,8.571446824552844e-05,3.133541923252264e+18,0.22907447814941406,0.13183975219726562,0.16906356811523438,,,press:possible_field_collapse,8.343384981155396,9.013869881629944,1.9537268162339803,1.53984020179912,0.01892666704952717,2.0342165285569536e-08,,0.9970118355053468,,3
True,vel1,9.184679613623885,0.18991052669372435,24.011780020864933,0.22907447814941406,0.1480560302734375,0.21164321899414062,,,vel1:possible_high_frequency_ripple;vel1:possible_stripe_anisotropy,12.414769530296326,12.701767206192017,2.189386245412486,1.7040354984457444,3.1266329288482666,-2.7056705951690674,,1.6549418237735993,,3
True,vel2,0.11304049075448679,0.0023358388868327303,1.1149299525369887,0.22907447814941406,0.09652328491210938,0.09652328491210938,,,vel2:possible_stripe_anisotropy,12.712905883789062,12.712915420532227,1.0594113022666014,1.851440341515099,0.03573155030608177,-0.03573150932788849,,1.1903276075983051,,3
True,vel3,0.006249537981890898,0.006249537981890898,1.0,0.22907447814941406,0.0057220458984375,0.10913848876953125,False,False,vel3:possible_stripe_anisotropy,38.80152893066406,81.77629611206089,0.4229250350882767,0.26747183230202987,1.7148237228393555,-0.056352145969867706,0.23008629540955527,0.26546140298069054,0.6000536790915191,3
True,Bcc1,2.872546470361528e+24,0.4029774592670324,1.5089287698064905e+24,0.2947883605957031,0.3153839111328125,0.37851715087890625,,,Bcc1:possible_high_frequency_ripple,7.964684724807739,8.18747591972351,2.5739278500695844,0.9633808522882606,2.089942019337422e+22,-2.089942019337422e+22,,1.6805204981112143e+21,,4
True,Bcc2,0.16965393220774197,0.0005827772045262729,8.71185829698304,0.2947883605957031,0.0130615234375,0.025165557861328125,True,True,,7.146854400634766,9.732414776802067,0.31860123152507597,0.5509500091793559,0.6379292011260986,-0.5353475213050842,-0.2616110861251799,0.8349888079657274,-0.657356010541007,4
True,Bcc3,0.35895207365699355,0.0003115573174901707,14.581783168048261,0.2947883605957031,0.016826629638671875,0.0552520751953125,True,True,,67.95185852050781,107.20828150939943,0.3410373534554269,0.34595140480692305,10.248954772949219,-13.193817138671875,-18.822551198033366,0.6740597370888111,-0.47666520151120406,4
True,rho,2.786898370927335e+17,0.0058579340936670814,7.494210623109192e+16,0.2947883605957031,0.30930328369140625,0.3553428649902344,,,,5.3801093101501465,5.782384757757187,1.2873491958916023,1.1582716027809852,1.2092770338058472,3.665635176730575e-06,,0.9769934991872714,,4
True,press,1.5416487141037315e+17,0.0003729799372058745,2.767516566888965e+18,0.2947883605957031,0.16800689697265625,0.24000930786132812,,,press:possible_field_collapse,10.30575966835022,10.976244568824768,2.3790651115742296,1.0637443305432552,0.01892666704952717,2.0342165285569536e-08,,0.9957725260057404,,4
True,vel1,9.175220492626492,0.19080746702888704,23.98705076060383,0.2947883605957031,0.11643600463867188,0.17207717895507812,,,vel1:possible_high_frequency_ripple,4.880285263061523,6.248436487197878,1.0770344534212162,0.8955646346082351,3.1266329288482666,-1.9046112298965454,,0.7668384378381774,,4
True,vel2,0.11300029272735002,0.0023259940926257444,1.1145334752730582,0.2947883605957031,0.15049362182617188,0.15049362182617188,,,,18.812646865844727,18.81265640258789,1.5677238587122897,2.0175955025121746,0.03573155030608177,-0.03573150932788849,,1.3275362006339415,,4
True,vel3,0.006249537981890898,0.006249537981890898,1.0,0.2947883605957031,0.00792694091796875,0.110565185546875,False,True,,73.27085876464844,116.24562594604527,0.6011911491408203,0.20573082724313824,1.9302411079406738,-0.052898623049259186,0.5986961392482728,0.20440747022622432,-2.5324099135178852,4
True,Bcc1,3.536128470856793e+24,0.6689025167756545,1.8575037996638948e+24,0.33637046813964844,0.37857818603515625,0.43921661376953125,,,Bcc1:possible_high_frequency_ripple,12.055415391921997,12.278206586837769,3.859946361080324,1.1357910746054212,2.089942019337422e+22,-2.089942019337422e+22,,1.657123047055228e+21,,5
True,Bcc2,0.3067215027019787,0.0006331153232377971,15.750382165650741,0.33637046813964844,0.023174285888671875,0.04262542724609375,True,True,,9.118062973022461,11.703623349189762,0.3831308979191205,0.6244023562804633,1.0773698091506958,-1.154135823249817,-0.053931810234148614,0.7837920912368372,-0.6097501801290521,5
True,Bcc3,0.5505747555239089,0.0003181279748642712,22.366110386431536,0.33637046813964844,0.0322723388671875,0.08742904663085938,True,True,,83.68724060058594,122.94366358947755,0.39109275015282946,0.3039959405748787,14.940498352050781,-20.24253273010254,-51.851246733290246,0.5871424198808352,-1.4933817941081293,5
True,rho,2.791285401855688e+17,0.00584584662534922,7.506007728497083e+16,0.33637046813964844,0.36220550537109375,0.4044532775878906,,,,7.441293239593506,7.843568687200547,1.7462365901615748,1.3191345274602488,1.2092770338058472,3.665635176730575e-06,,0.9836968615918756,,5
True,press,1.2723611708406362e+17,0.000334403483324559,2.284100513400596e+18,0.33637046813964844,0.20217514038085938,0.27600860595703125,,,press:possible_field_collapse,12.161683320999146,12.832168221473694,2.7813304933335963,1.2129254594784495,0.01892666704952717,2.0342165285569536e-08,,0.9969674810931123,,5
True,vel1,9.157941512172235,0.19391087594513556,23.941877810092087,0.33637046813964844,0.1614990234375,0.21867752075195312,,,vel1:possible_high_frequency_ripple,6.591401100158691,7.959552324295046,1.3719771505462055,0.9751725847266791,3.1266329288482666,-2.7056705951690674,,0.8492683971209587,,5
True,vel2,0.11285759882796824,0.0023187488507744143,1.1131260707102935,0.33637046813964844,0.18999862670898438,0.18999862670898438,,,,21.45655632019043,21.456565856933594,1.7880499967733967,2.2177772863446665,0.03573155030608177,-0.03573150932788849,,1.4004385160078856,,5
True,vel3,0.006249537981890898,0.006249537981890898,1.0,0.33637046813964844,0.01812744140625,0.16275787353515625,False,True,,80.46144104003906,123.43620822143589,0.6383789089894374,0.21713847261026542,1.9751789569854736,-0.051601964980363846,-4.718241321048861,0.21574965582561753,-0.9192812493708622,5
True,Bcc1,3.548269760886286e+24,0.849275173616121,1.8638815352434901e+24,0.36468505859375,0.3958778381347656,0.459686279296875,,,Bcc1:possible_high_frequency_ripple,12.676361322402954,12.899152517318726,4.055155487741949,1.1905161187070532,2.089942019337422e+22,-2.089942019337422e+22,,1.6622278213970438e+21,,6
True,Bcc2,0.36702506695049875,0.0006467374612176068,18.847015999594646,0.36468505859375,0.02928924560546875,0.052158355712890625,True,True,,10.053018569946289,12.63857894611359,0.4137376909332457,0.5768149296623246,1.3812434673309326,-0.3788522183895111,-0.3287205793333252,0.7145577674626974,-3.9772935735096695,6
True,Bcc3,0.6812985044291253,0.00032895815593550406,27.67652785255756,0.36468505859375,0.036815643310546875,0.09661102294921875,True,True,,91.52369689941406,130.78011988830568,0.41602108851433134,0.30039977700809106,19.415918350219727,-25.05112075805664,-120.45920429647886,0.5657158752909976,-2.4876906057883397,6
True,rho,2.8404591418046006e+17,0.005660576527294502,7.63824016587173e+16,0.36468505859375,0.3927803039550781,0.438629150390625,,,,8.73465871810913,9.136934165716172,2.03418232163982,1.4068585186376688,1.2092770338058472,3.665635176730575e-06,,0.9824289367195764,,6
True,press,8.193316802784682e+16,0.0003892915793442047,1.4708370189676436e+18,0.36468505859375,0.22193145751953125,0.2967720031738281,,,press:possible_field_collapse,11.989586114883423,12.660071015357971,2.7440289867662044,1.3086037394372259,0.01892666704952717,2.0342165285569536e-08,,0.9968900869653924,,6
True,vel1,9.024819529241686,0.1950794610377925,23.593853066220976,0.36468505859375,0.16778945922851562,0.23152923583984375,,,vel1:possible_high_frequency_ripple,7.578191757202148,8.946342981338503,1.5420689068003497,0.9548175678040686,3.1266329288482666,-2.7056705951690674,,0.8318288872518027,,6
True,vel2,0.11270549460056228,0.0023221678462777466,1.1116258511172035,0.36468505859375,0.1959075927734375,0.19591140747070312,,,,22.75708770751953,22.757097244262695,1.8964277846460098,2.1599930645973524,0.03573155030608177,-0.03573150932788849,,1.4186859985631155,,6
True,vel3,0.006249537981890898,0.006249537981890898,1.0,0.36468505859375,0.020824432373046875,0.180816650390625,False,True,,74.70289611816406,117.67766329956089,0.6085972616303538,0.24255426885910794,1.9391906261444092,-0.0541391521692276,-12.793986295842513,0.24098929453678988,-4.436948217000283,6
True,Bcc1,3.2906540152570893e+24,0.9652855992477278,1.7285577679360385e+24,0.375396728515625,0.4157867431640625,0.4771308898925781,,,Bcc1:possible_high_frequency_ripple,13.389572381973267,13.612363576889038,4.279370352885351,1.2251409620025444,2.089942019337422e+22,-2.089942019337422e+22,,1.6637143859531756e+21,,7
True,Bcc2,0.35918203311492636,0.0006601562004572774,18.444270254153967,0.375396728515625,0.0289764404296875,0.051509857177734375,True,True,,9.971668243408203,12.557228619575504,0.41107459910923305,0.5907929589659867,1.3517060279846191,-1.0092825889587402,-6.188412132511135,0.7267197503682681,-5.124914076492095,7
True,Bcc3,0.7519525100652797,0.0003386586653630878,30.546719908126953,0.375396728515625,0.035503387451171875,0.09723281860351562,True,True,,95.15330505371094,134.40972804260255,0.42756713646504974,0.3024249853075143,20.156169891357422,-27.650081634521484,-17.315629840678668,0.5829388880218775,-5.15881085192701,7
True,rho,2.846367240886544e+17,0.005915872115938203,7.654127555008043e+16,0.375396728515625,0.40740966796875,0.45183563232421875,,,,8.046166896820068,8.448442344427109,1.8809013779382804,1.4664883617338809,1.2092770338058472,3.665635176730575e-06,,0.980945026058997,,7
True,press,1.682439543666456e+17,0.00044657256176709596,3.020259587861422e+18,0.375396728515625,0.22785186767578125,0.3056373596191406,,,press:possible_field_collapse,13.346851587295532,14.01733648777008,3.038211838862192,1.3831362682802089,0.01892666704952717,2.0342165285569536e-08,,0.9972729282104535,,7
True,vel1,8.963696952074503,0.19474311720991166,23.43405850190436,0.375396728515625,0.166717529296875,0.22902679443359375,,,vel1:possible_high_frequency_ripple,7.954319953918457,9.322471178054812,1.6069016097647877,0.9410401294390222,3.1266329288482666,-2.7056705951690674,,0.822318509221988,,7
True,vel2,0.11287987086880069,0.0023247934951880645,1.1133457421330066,0.375396728515625,0.19726181030273438,0.19726181030273438,,,,23.636106491088867,23.63611602783203,1.969679466373867,2.1451325853656744,0.03573155030608177,-0.03573150932788849,,1.4455461489223855,,7
True,vel3,0.006249537981890898,0.006249537981890898,1.0,0.375396728515625,0.02032470703125,0.18074798583984375,False,True,,76.46623229980469,119.44099948120152,0.6177167626587551,0.26390374649417886,1.950210690498352,-0.05865481123328209,-14.208136531967869,0.2621685448444397,-6.396789759174435,7
True,Bcc1,3.589067759002965e+24,1.0160137367593094,1.8853124411466488e+24,0.3825244903564453,0.42333221435546875,0.4847526550292969,,,Bcc1:possible_high_frequency_ripple,13.58022427558899,13.80301547050476,4.339306311593195,1.2473801766958137,2.089942019337422e+22,-2.089942019337422e+22,,1.649038031432106e+21,,8
True,Bcc2,0.33319167298264935,0.0006736125436131266,17.109645517706966,0.3825244903564453,0.029449462890625,0.051753997802734375,True,True,,9.688793182373047,12.274353558540348,0.4018143749120123,0.5995440960741739,1.2538244724273682,-1.1766518354415894,-7.994537046610192,0.7399037312960234,-6.429606636386239,8
True,Bcc3,0.7082614835299915,0.0003436295499720251,28.77185044202712,0.3825244903564453,0.035160064697265625,0.09759140014648438,True,True,,92.95140075683594,132.20782374572755,0.42056271849102833,0.3050089351181786,20.583755493164062,-26.042936325073242,-13.455950315189334,0.5888459765664431,-11.70475844494081,8
True,rho,2.8621205847288474e+17,0.005652889974652826,7.696489658342725e+16,0.3825244903564453,0.4134635925292969,0.4600677490234375,,,,7.9339375495910645,8.336212997198105,1.8559154307965104,1.5073059602858287,1.2092770338058472,3.665635176730575e-06,,0.9821344873099773,,8
True,press,1.7952594802882272e+17,0.0004834627325623869,3.222790190857862e+18,0.3825244903564453,0.23157119750976562,0.3103141784667969,,,press:possible_field_collapse,11.64965271949768,12.320137619972229,2.670349535096718,1.420004873080788,0.01892666704952717,2.0342165285569536e-08,,0.9974493238009643,,8
True,vel1,9.187933455157873,0.1945965004657153,24.02028663518613,0.3825244903564453,0.16824722290039062,0.22975921630859375,,,vel1:possible_high_frequency_ripple,8.37247371673584,9.740624940872195,1.6789782020938893,0.9321785322225014,3.1266329288482666,-2.7056705951690674,,0.818214188046536,,8
True,vel2,0.1130083300338461,0.002326555805554466,1.1146127480512495,0.3825244903564453,0.1988525390625,0.1988525390625,,,,23.16049575805664,23.160505294799805,1.930045175624173,2.113699585907277,0.03573155030608177,-0.03573150932788849,,1.4432135066199974,,8
True,vel3,0.006249537981890898,0.006249537981890898,1.0,0.3825244903564453,0.01967620849609375,0.17982864379882812,False,True,,76.30290222167969,119.27766940307652,0.616872063371723,0.2976219374321621,1.9491900205612183,-0.05825473368167877,-8.660073115601778,0.29560689522654626,-9.98068871128216,8
True,Bcc1,3.854367466341807e+24,0.9905155623253721,2.0246725403322464e+24,0.3872356414794922,0.4248313903808594,0.4834136962890625,,,Bcc1:possible_high_frequency_ripple,17.35529065132141,17.578081846237183,5.526088242389648,1.2744796362253636,2.089942019337422e+22,-2.089942019337422e+22,,1.6477522990955598e+21,,9
True,Bcc2,0.5681688592448844,0.0006762656701835667,29.175902533392954,0.3872356414794922,0.028900146484375,0.051544189453125,True,True,,11.698749542236328,14.284309918403629,0.4676124924655798,0.6025802692311968,2.138765811920166,-1.2177369594573975,-10.108408990487508,0.7630989513380029,-8.777922808962249,9
True,Bcc3,0.7251396077180126,0.00035110736949192124,29.457493917173313,0.3872356414794922,0.033664703369140625,0.09566116333007812,True,True,,93.81808471679688,132.93901911926275,0.42288870424080865,0.30921657637053285,26.663785934448242,-25.431406021118164,-18.82651237101954,0.6025863785484705,-8.742486676647756,9
True,rho,2.679863436254429e+17,0.005565525652708734,7.206384431513058e+16,0.3872356414794922,0.41970062255859375,0.4680213928222656,,,,7.976693630218506,8.378969077825547,1.8654343418204393,1.543467382973134,1.2092770338058472,3.665635176730575e-06,,0.9831095807415855,,9
True,press,1.7411353637615494e+17,0.0005145975713139921,3.1256283745598525e+18,0.3872356414794922,0.234344482421875,0.3136444091796875,,,press:possible_field_collapse,12.894838571548462,13.56532347202301,2.940239496045085,1.4493759303735267,0.01892666704952717,2.0342165285569536e-08,,0.997641906375103,,9
True,vel1,9.187644130968936,0.19453971175301532,24.019530246387422,0.3872356414794922,0.169281005859375,0.230010986328125,,,vel1:possible_high_frequency_ripple,8.03638744354248,9.404538667678835,1.6210474707352815,0.9207339399165777,3.1266329288482666,-2.7056705951690674,,0.8072257442325441,,9
True,vel2,0.11267885212763445,0.0023235623636162776,1.1113630736745488,0.3872356414794922,0.199554443359375,0.199554443359375,,,,25.60172462463379,25.601734161376953,2.1334812378585144,2.0963928605129696,0.03573155030608177,-0.03573150932788849,,1.446796764385907,,9
True,vel3,0.006249537981890898,0.006249537981890898,1.0,0.3872356414794922,0.019847869873046875,0.18023681640625,False,True,,70.61119079589844,113.58595797729527,0.5874360609002701,0.3005893152090956,1.9136193990707397,-0.05715388059616089,-22.634907928560875,0.2985441237320234,-40.61122505131465,9
True,Bcc1,3.4406017804239345e+24,0.9655080045691906,1.807324290658285e+24,0.3898658752441406,0.4275474548339844,0.48130035400390625,,,Bcc1:possible_high_frequency_ripple,14.319417238235474,14.542208433151245,4.571689206124565,1.268384833804574,2.089942019337422e+22,-2.089942019337422e+22,,1.581811914709404e+21,,10
True,Bcc2,0.3544778188604815,0.0006770867087497712,18.202705278617838,0.3898658752441406,0.028087615966796875,0.05121612548828125,True,True,,9.922018051147461,12.507578427314762,0.40944924581690995,0.6056131742555045,1.3339896202087402,-1.2912235260009766,-12.121338272304602,0.7658785606199264,-10.344307528220105,10
True,Bcc3,0.706510258339679,0.000362510389742219,28.70071006458508,0.3898658752441406,0.033878326416015625,0.0952301025390625,True,True,,92.86033630371094,132.11675929260255,0.4202730358317191,0.3126319886241185,22.26767349243164,-25.978517532348633,-33.29606302972756,0.6111770552892063,-9.356541339825963,10
True,rho,2.8608895797761866e+17,0.005364883134570664,7.6931793796151e+16,0.3898658752441406,0.4216423034667969,0.4701995849609375,,,,8.056978702545166,8.459254150152207,1.8833084418036983,1.5664626434679827,1.2092770338058472,3.665635176730575e-06,,0.9836730663083152,,10
True,press,1.6337471939587475e+17,0.0005676580926909781,2.9328486989448914e+18,0.3898658752441406,0.23616790771484375,0.3155860900878906,,,press:possible_field_collapse,13.774378061294556,14.444862961769104,3.1308768038406765,1.4382440738907114,0.01892666704952717,2.0342165285569536e-08,,0.9977183608634335,,10
True,vel1,9.149183083445035,0.19438771061909713,23.918980390391784,0.3898658752441406,0.166656494140625,0.22866439819335938,,,vel1:possible_high_frequency_ripple,9.19290542602539,10.561056650161746,1.8203948939966619,0.9011961722415314,3.1266329288482666,-2.7056705951690674,,0.7850157738564674,,10
True,vel2,0.11291730779410508,0.002320403512877427,1.113714986366415,0.3898658752441406,0.19898605346679688,0.19898605346679688,,,,25.969812393188477,25.96982192993164,2.164155267326462,2.0754824497743414,0.03573155030608177,-0.03573150932788849,,1.4470434358579716,,10
True,vel3,0.006249537981890898,0.006249537981890898,1.0,0.3898658752441406,0.019382476806640625,0.18361663818359375,False,True,,71.61235046386719,114.58711764526402,0.5926137897512372,0.3118096661630365,1.919876217842102,-0.05708128213882446,-23.261953695146552,0.3096637847219199,-7.55391354995839,10
True,Bcc1,3.254744246368271e+24,0.9634981617338685,1.709694614997517e+24,0.3895893096923828,0.4293022155761719,0.48046112060546875,,,Bcc1:possible_high_frequency_ripple,13.801461458206177,14.024252653121948,4.40885748357741,1.2725308502510093,2.089942019337422e+22,-2.089942019337422e+22,,1.5594720939658154e+21,,11
True,Bcc2,0.35607754935883923,0.0006808928274040283,18.284852654948548,0.3895893096923828,0.02838134765625,0.051544189453125,True,True,,9.648242950439453,12.233803326606754,0.40048691876377407,0.6097385386970365,1.240385890007019,-1.3400143384933472,-13.380022458761363,0.7764346879026593,-10.807461287035961,11
True,Bcc3,0.8236498603904149,0.0003660435847446003,33.459295967413766,0.3895893096923828,0.03466796875,0.09471893310546875,True,True,,98.50334167480469,137.7597646636963,0.4382238470022521,0.3154586593727934,20.672962188720703,-30.28742218017578,-11.714333575950361,0.6167247363594104,-16.586730204052074,11
True,rho,2.8465712116727245e+17,0.005561851818409158,7.654676050083624e+16,0.3895893096923828,0.4223670959472656,0.46935272216796875,,,,8.088880062103271,8.491155509710312,1.8904107345938628,1.5882394731495169,1.2092770338058472,3.665635176730575e-06,,0.984108717393744,,11
True,press,1.6780828841061475e+17,0.0005620147298562327,3.012438657321835e+18,0.3895893096923828,0.23588943481445312,0.3163185119628906,,,press:possible_field_collapse,12.586902856826782,13.25738775730133,2.873495437008465,1.4313629550008518,0.01892666704952717,2.0342165285569536e-08,,0.9978577899481568,,11
True,vel1,9.211865949208244,0.19415014512698262,24.082854063410384,0.3895893096923828,0.16341400146484375,0.22725296020507812,,,vel1:possible_high_frequency_ripple,8.209539413452148,9.577690637588503,1.6508934390271186,0.8845128568229056,3.1266329288482666,-2.7056705951690674,,0.7685044915719121,,11
True,vel2,0.1129333598320785,0.002319097296096656,1.1138733092630724,0.3895893096923828,0.19832611083984375,0.19832611083984375,,,,25.95381736755371,25.953826904296875,2.162822346404944,2.0547662289133335,0.03573155030608177,-0.03573150932788849,,1.4420238154139977,,11
True,vel3,0.006249537981890898,0.006249537981890898,1.0,0.3895893096923828,0.018512725830078125,0.1862030029296875,False,True,,67.90013122558594,110.87489840698277,0.5734151891022905,0.3168231200906011,1.8966765403747559,-0.056717630475759506,-35.15154117439127,0.31462831205658487,-35.38229004436355,11
True,Bcc1,3.535118728635869e+24,1.0121097616713208,1.8569733890672476e+24,0.39092254638671875,0.4300956726074219,0.4884071350097656,,,Bcc1:possible_high_frequency_ripple,15.325059175491333,15.547850370407104,4.887836675122335,1.2823422994675597,2.089942019337422e+22,-2.089942019337422e+22,,1.5485657831442413e+21,,12
True,Bcc2,0.37786979966932965,0.0006894182224367364,19.403901262940163,0.39092254638671875,0.028514862060546875,0.051578521728515625,True,True,,9.556018829345703,12.141579205513004,0.3974678613940838,0.6151009342844448,1.2103558778762817,-1.4220855236053467,-18.51256676452867,0.7817325455522716,-14.360602266325962,12
True,Bcc3,0.8852225897011532,0.0003750494996840108,35.9605774859378,0.39092254638671875,0.034847259521484375,0.09367752075195312,True,True,,101.15525817871094,140.41168116760255,0.4466597865896026,0.3173186798881767,21.910186767578125,-32.55233383178711,-61.4729228059522,0.6183173494439584,-18.87898704640933,12
True,rho,2.8212001858687712e+17,0.005686830635793701,7.586451168587174e+16,0.39092254638671875,0.4225616455078125,0.4681205749511719,,,,8.174262523651123,8.576537971258164,1.9094196812173845,1.6109951986391162,1.2092770338058472,3.665635176730575e-06,,0.9840491693570022,,12
True,press,1.5745101098683955e+17,0.0005749484933047449,2.826508253099838e+18,0.39092254638671875,0.23580169677734375,0.3188285827636719,,,press:possible_field_collapse,14.016065835952759,14.686550736427307,3.1832618385379226,1.4147055034084772,0.01892666704952717,2.0342165285569536e-08,,0.9978815238205082,,12
True,vel1,9.186559328352814,0.194194998832952,24.016694214769537,0.39092254638671875,0.16351699829101562,0.22466659545898438,,,vel1:possible_high_frequency_ripple,9.002690315246582,10.370841539382937,1.7876077754447082,0.8703619577787444,3.1266329288482666,-2.7056705951690674,,0.7571469387464945,,12
