actual,best_reduction,channel_in,channel_support,failure_metric_out,metric_primary_support,metric_weak_support,projection,step,teacher_reset
2.089942019337422e+22,0.0,vel3,supported_primary_driver,total_decoded_range,False,False,2.089942019337422e+22,1,2.089942019337422e+22
2.089942019337422e+22,0.0,vel3,supported_primary_driver,total_decoded_range,False,False,2.089942019337422e+22,3,2.089942019337422e+22
2.089942019337422e+22,0.0,vel3,supported_primary_driver,total_decoded_range,False,False,2.089942019337422e+22,5,2.089942019337422e+22
2.089942019337422e+22,0.0,vel3,supported_primary_driver,total_decoded_range,False,False,2.089942019337422e+22,10,2.089942019337422e+22
3.4028234663852886e+38,0.9999999999999999,vel3,supported_primary_driver,total_decoded_range,False,False,2.089942019337422e+22,19,2.089942019337422e+22
1.0,0.0,vel3,supported_primary_driver,gate_2_count,False,False,1.0,1,1.0
2.0,0.0,vel3,supported_primary_driver,gate_2_count,False,False,2.0,3,2.0
2.0,0.0,vel3,supported_primary_driver,gate_2_count,False,False,2.0,5,2.0
0.0,-9.999999999999999e+29,vel3,supported_primary_driver,gate_2_count,False,False,1.0,10,2.0
0.0,0.0,vel3,supported_primary_driver,gate_2_count,False,False,0.0,19,2.0
3.0,0.3333333333333333,vel3,supported_primary_driver,gate_3_count,True,True,3.0,1,2.0
3.0,0.3333333333333333,vel3,supported_primary_driver,gate_3_count,True,True,3.0,3,2.0
3.0,1.0,vel3,supported_primary_driver,gate_3_count,True,True,3.0,5,0.0
3.0,0.3333333333333333,vel3,supported_primary_driver,gate_3_count,True,True,3.0,10,2.0
3.0,0.6666666666666666,vel3,supported_primary_driver,gate_3_count,True,True,3.0,19,1.0
0.05023275347043891,0.0,vel3,supported_primary_driver,shell_transport_error,True,True,0.25622363740655096,1,0.05023275347043891
0.08238949380030329,0.9350906187876789,vel3,supported_primary_driver,shell_transport_error,True,True,0.040587863895412836,3,0.0053478510609740555
0.09652711320792677,1.0,vel3,supported_primary_driver,shell_transport_error,True,True,0.10942181930197477,5,0.0
18.8471642904881,0.9995470171463594,vel3,supported_primary_driver,shell_transport_error,True,True,7.452557040607846,10,0.008537442263337894
5.878290370762984e+17,1.0,vel3,supported_primary_driver,shell_transport_error,True,True,1.6060756211959422,19,0.0
10.235251330768934,0.09499911703493517,vel3,supported_primary_driver,radial_transport_error,True,True,10.181943551258149,1,9.26291149171524
0.969940545698034,0.9002933899434691,vel3,supported_primary_driver,radial_transport_error,True,True,0.3702227414162351,3,0.0967094837679326
0.5353221339012785,1.0,vel3,supported_primary_driver,radial_transport_error,True,True,0.12437803389131874,5,0.0
2.3840082365213027,0.9742424825221375,vel3,supported_primary_driver,radial_transport_error,True,True,0.7757184258250556,10,0.061406133819565646
409941183.5639408,0.9999999999349777,vel3,supported_primary_driver,radial_transport_error,True,True,0.19950714963424895,19,0.02665531213327717
2.0,0.0,vel3,supported_primary_driver,ripple_count,True,True,2.0,1,2.0
2.0,0.0,vel3,supported_primary_driver,ripple_count,True,True,2.0,3,2.0
5.0,0.4,vel3,supported_primary_driver,ripple_count,True,True,4.0,5,3.0
6.0,0.5,vel3,supported_primary_driver,ripple_count,True,True,6.0,10,3.0
6.0,0.5,vel3,supported_primary_driver,ripple_count,True,True,6.0,19,3.0
3.0,0.3333333333333333,vel3,supported_primary_driver,stripe_count,True,True,3.0,1,2.0
5.0,0.4,vel3,supported_primary_driver,stripe_count,True,True,4.0,3,3.0
5.0,1.0,vel3,supported_primary_driver,stripe_count,True,True,5.0,5,0.0
4.0,1.0,vel3,supported_primary_driver,stripe_count,True,True,4.0,10,0.0
3.0,1.0,vel3,supported_primary_driver,stripe_count,True,True,3.0,19,0.0
