clipping_fraction,epoch,epoch_runtime_seconds,gpu_peak_allocated_mib,gpu_peak_reserved_mib,gradient_norm_before_clip_mean,learning_rate_end,microbatches_seen,microbatches_this_epoch,nonfinite_count,optimizer_updates,optimizer_updates_this_epoch,train_loss_mean,train_loss_median
0.9761904761904762,13,38.349020379999274,1715.66015625,2368.0,30.603938349655696,0.00017333333333333334,2184,168,0,546,42,98.76653553305992,6.278079509735107
0.9761904761904762,14,38.3306780089988,1715.66015625,2368.0,33.77812079304741,0.00018666666666666666,2352,168,0,588,42,95.55193152806412,6.3477747440338135
1.0,15,38.37087296699974,1715.66015625,2368.0,37.1037343343099,0.0002,2520,168,0,630,42,92.31301967400525,6.290198087692261
1.0,16,38.357630525000786,1715.66015625,2368.0,39.23025050333568,0.00021333333333333336,2688,168,0,672,42,89.0648916487449,6.172013282775879
1.0,17,38.28127960600068,1715.66015625,2368.0,42.37031841278076,0.00022666666666666666,2856,168,0,714,42,84.68394603429451,6.145998477935791
1.0,18,38.362789023000005,1715.66015625,2368.0,41.92013011943726,0.00024,3024,168,0,756,42,80.58708549619075,6.130610466003418
1.0,19,38.242253759999585,1715.66015625,2368.0,39.89136700970786,0.00025333333333333333,3192,168,0,798,42,75.42585303714233,5.779944896697998
1.0,20,38.36088464400018,1715.66015625,2368.0,40.132800871417636,0.0002666666666666667,3360,168,0,840,42,71.28326508695525,5.775840520858765
1.0,21,38.43254206600068,1715.66015625,2368.0,43.048881760665346,0.00028,3528,168,0,882,42,68.05982491959419,5.715780019760132
1.0,22,38.25556384000083,1715.66015625,2368.0,44.43319760333924,0.0002933333333333333,3696,168,0,924,42,65.5440251079521,5.622605085372925
0.9523809523809523,23,38.27809743100079,1715.66015625,2368.0,44.3238061723255,0.0003066666666666667,3864,168,0,966,42,63.342203463472075,5.4170122146606445
1.0,24,38.36465377499917,1715.66015625,2368.0,50.404353016898746,0.00032,4032,168,0,1008,42,61.94749633542129,5.704051733016968
1.0,25,38.290971582000566,1715.66015625,2368.0,52.75187419142042,0.0003333333333333333,4200,168,0,1050,42,60.197787895443895,5.184481382369995
1.0,26,38.28398607800045,1715.66015625,2368.0,43.4953016156242,0.00034666666666666667,4368,168,0,1092,42,58.86116572252164,5.59916090965271
1.0,27,38.41739534199951,1715.66015625,2368.0,44.9384918099358,0.00036,4536,168,0,1134,42,57.11460094309101,5.346296548843384
1.0,28,38.20469007800057,1715.66015625,2368.0,44.881613890329994,0.0003733333333333333,4704,168,0,1176,42,55.69624438753263,5.231827735900879
0.9761904761904762,29,38.15711839799951,1715.66015625,2368.0,53.14958594810395,0.00038666666666666667,4872,168,0,1218,42,54.67813589299718,5.068142890930176
1.0,30,38.2170370799995,1715.66015625,2368.0,52.77404374735696,0.0004,5040,168,0,1260,42,53.343434972289415,5.3091278076171875
1.0,31,38.38999063900155,1715.66015625,2368.0,50.07812165930157,0.00041333333333333337,5208,168,0,1302,42,51.87386146245436,5.1073338985443115
1.0,32,38.444485682999584,1715.66015625,2368.0,53.7530956183161,0.0004266666666666667,5376,168,0,1344,42,51.4741073967002,4.9684693813323975
1.0,33,38.42905190000056,1715.66015625,2368.0,65.12463678348632,0.00044,5544,168,0,1386,42,51.0514693798586,4.923637390136719
1.0,34,38.38810168599957,1715.66015625,2368.0,61.97129428102856,0.0004533333333333333,5712,168,0,1428,42,49.93354199161487,4.7745466232299805
1.0,35,38.47275335199993,1715.66015625,2368.0,63.13171834037418,0.00046666666666666666,5880,168,0,1470,42,49.71109111034976,5.175910949707031
1.0,36,38.408244001999265,1715.66015625,2368.0,62.38892840771448,0.00048,6048,168,0,1512,42,48.08250688894519,4.916501045227051
0.9761904761904762,37,38.34364221999931,1715.66015625,2368.0,66.9740364863759,0.0004933333333333334,6216,168,0,1554,42,47.17573890298428,4.856023073196411
1.0,38,38.45408233600028,1715.66015625,2368.0,66.15223517304375,0.0005066666666666667,6384,168,0,1596,42,46.35421289561228,4.889930963516235
1.0,39,38.352399109000544,1715.66015625,2368.0,72.70676553249359,0.0005200000000000001,6552,168,0,1638,42,45.14034166249136,5.542364835739136
1.0,40,38.56869438600006,1715.66015625,2368.0,64.54472210861388,0.0005333333333333334,6720,168,0,1680,42,44.380936237362526,4.6226966381073
1.0,41,38.35066178099987,1715.66015625,2368.0,81.5174339271727,0.0005466666666666667,6888,168,0,1722,42,43.40901821075628,4.625744342803955
1.0,42,38.56897427399963,1715.66015625,2368.0,77.03208584444863,0.00056,7056,168,0,1764,42,42.690633360518234,5.222524166107178
1.0,43,38.48037503799969,1715.66015625,2368.0,77.04419193949018,0.0005733333333333334,7224,168,0,1806,42,41.61324794382034,4.752256631851196
1.0,44,38.47805894800149,1715.66015625,2368.0,91.63195438612075,0.0005866666666666667,7392,168,0,1848,42,41.42984555329063,4.376536130905151
1.0,45,38.290054127000985,1715.66015625,2368.0,77.71452141943432,0.0006000000000000001,7560,168,0,1890,42,39.42666728218042,4.519346475601196
1.0,46,38.27312986600009,1715.66015625,2368.0,80.79540217490424,0.0006133333333333334,7728,168,0,1932,42,38.44726912411196,4.761289358139038
1.0,47,38.42663356099911,1715.66015625,2368.0,88.01133599167778,0.0006266666666666666,7896,168,0,1974,42,38.76736896866489,4.468339681625366
1.0,48,38.395745404999616,1715.66015625,2368.0,87.96461046309699,0.00064,8064,168,0,2016,42,36.8994813848819,4.685921669006348
1.0,49,38.451901211001314,1715.66015625,2368.0,94.03277017105194,0.0006533333333333332,8232,168,0,2058,42,36.709229655342085,5.253560304641724
1.0,50,38.39022015599949,1715.66015625,2368.0,82.64946795361382,0.0006666666666666666,8400,168,0,2100,42,36.02124674387631,4.582123517990112
1.0,51,38.397468332001154,1715.66015625,2368.0,83.5777343454815,0.0006799999999999999,8568,168,0,2142,42,35.097329418707105,4.31630539894104
1.0,52,38.893978795000294,1715.66015625,2368.0,91.05969814459483,0.0006933333333333333,8736,168,0,2184,42,34.61610130242826,4.903539180755615
1.0,53,38.48600944499958,1715.66015625,2368.0,108.227166056633,0.0007066666666666666,8904,168,0,2226,42,35.33434560965924,4.722107648849487
1.0,54,38.417025482998724,1715.66015625,2368.0,92.91419596615292,0.00072,9072,168,0,2268,42,34.73398309209872,4.911173343658447
1.0,55,38.32492093200017,1715.66015625,2368.0,81.75312586909249,0.0007333333333333333,9240,168,0,2310,42,32.68964031112513,4.691965341567993
1.0,56,38.30502135700044,1715.66015625,2368.0,85.97053059793654,0.0007466666666666666,9408,168,0,2352,42,32.77896849913079,4.629472732543945
1.0,57,38.383735530000195,1715.66015625,2368.0,94.09316477889107,0.00076,9576,168,0,2394,42,31.87678719405085,4.690528631210327
1.0,58,38.412606980999044,1715.66015625,2368.0,94.11201970350174,0.0007733333333333333,9744,168,0,2436,42,32.27492813473301,4.707769155502319
1.0,59,38.36190248400089,1715.66015625,2368.0,93.04795444579352,0.0007866666666666667,9912,168,0,2478,42,30.813765579036303,4.841760635375977
1.0,60,38.375520091,1715.66015625,2368.0,90.15123843011402,0.0008,10080,168,0,2520,42,30.927279371147353,4.917416095733643
1.0,61,38.4169634689988,1715.66015625,2368.0,87.74422849359966,0.0008133333333333333,10248,168,0,2562,42,29.008499189013882,4.552737236022949
1.0,62,38.388562195001214,1715.66015625,2368.0,88.85135174932934,0.0008266666666666667,10416,168,0,2604,42,29.25291841534809,4.382538080215454
1.0,63,38.37199890899865,1715.66015625,2368.0,105.29308374438968,0.0008399999999999999,10584,168,0,2646,42,31.043639050264442,4.43065881729126
1.0,64,38.37526353700014,1715.66015625,2368.0,96.87949913456326,0.0008533333333333334,10752,168,0,2688,42,30.21950333153031,4.558812379837036
1.0,65,38.35455523499877,1715.66015625,2368.0,98.34243081864857,0.0008666666666666666,10920,168,0,2730,42,29.342390268508876,4.5852952003479
1.0,66,38.27758968499984,1715.66015625,2368.0,99.64058532033648,0.00088,11088,168,0,2772,42,28.678961527400784,4.560450315475464
1.0,67,38.22215827299988,1715.66015625,2368.0,94.12554236820766,0.0008933333333333333,11256,168,0,2814,42,28.213947189661365,4.080308675765991
1.0,68,38.3093405260006,1715.66015625,2368.0,92.74609942663284,0.0009066666666666666,11424,168,0,2856,42,27.3979885051293,4.306377172470093
1.0,69,38.35033841599943,1715.66015625,2368.0,108.31706176485334,0.00092,11592,168,0,2898,42,29.041205709001847,4.31154465675354
1.0,70,38.323935311998866,1715.66015625,2368.0,107.89381678615298,0.0009333333333333333,11760,168,0,2940,42,28.037481251616207,4.344692230224609
1.0,71,38.452172413999506,1715.66015625,2368.0,92.32023285684132,0.0009466666666666667,11928,168,0,2982,42,27.363697714748838,4.2406206130981445
1.0,72,38.36901098300041,1715.66015625,2368.0,92.08880075386593,0.00096,12096,168,0,3024,42,26.719673818731238,4.455231428146362
1.0,73,38.326880430999154,1715.66015625,2368.0,83.32003152654285,0.0009733333333333334,12264,168,0,3066,42,25.766520933913334,4.360652923583984
1.0,74,38.40334222799902,1715.66015625,2368.0,70.44861370041257,0.0009866666666666667,12432,168,0,3108,42,24.60622295723962,4.30427360534668
1.0,75,38.24616108000009,1715.66015625,2368.0,98.59760475158691,0.001,12600,168,0,3150,42,26.418705007682245,4.536067247390747
1.0,76,38.39310434700019,1715.66015625,2368.0,127.91233862581707,0.0009999980523993305,12768,168,0,3192,42,29.189554227604752,4.718124628067017
1.0,77,38.41413315200043,1715.66015625,2368.0,96.40581060591198,0.0009999922096125098,12936,168,0,3234,42,24.615867689606688,4.142499923706055
0.9761904761904762,78,38.440576513999986,1715.66015625,2368.0,94.44558262966927,0.000999982471685101,13104,168,0,3276,42,25.029324592401583,4.5261547565460205
1.0,79,38.219792243000484,1715.66015625,2368.0,66.69124484629859,0.0009999688386930427,13272,168,0,3318,42,22.37517620862595,3.954795002937317
1.0,80,38.469948842999656,1715.66015625,2368.0,108.51076868034545,0.0009999513107426476,13440,168,0,3360,42,24.631444688620313,4.58271861076355
0.9523809523809523,81,38.386645818000034,1715.66015625,2368.0,79.27437882622083,0.0009999298879706019,13608,168,0,3402,42,23.034409351070366,4.31221866607666
1.0,82,38.36364734000017,1715.66015625,2368.0,92.13254187788282,0.000999904570543965,13776,168,0,3444,42,23.48480770754672,4.468300819396973
1.0,83,38.3484176460006,1715.66015625,2368.0,77.66312731447674,0.000999875358660167,13944,168,0,3486,42,22.16440514151362,4.118357181549072
1.0,84,38.28370774599898,1715.66015625,2368.0,89.88038877078465,0.0009998422525470084,14112,168,0,3528,42,23.456454408355057,4.944890975952148
0.9761904761904762,85,38.391549140998904,1715.66015625,2368.0,82.43612405090104,0.000999805252462657,14280,168,0,3570,42,21.739066412761098,4.1370885372161865
1.0,86,38.413182583999514,1715.66015625,2368.0,115.42841721148719,0.000999764358695647,14448,168,0,3612,42,23.972711228322062,4.282476425170898
1.0,87,38.40178535299856,1715.66015625,2368.0,80.01875040077027,0.0009997195715648764,14616,168,0,3654,42,21.224744391760655,4.09153938293457
1.0,88,38.33141089899982,1715.66015625,2368.0,99.33381141367413,0.000999670891419604,14784,168,0,3696,42,21.97867492528721,3.923794388771057
1.0,89,38.40934878999906,1715.66015625,2368.0,102.75661255064465,0.0009996183186394474,14952,168,0,3738,42,22.636429249885538,4.013465523719788
1.0,90,38.43714219299909,1715.66015625,2368.0,82.83316971858342,0.0009995618536343797,15120,168,0,3780,42,22.157867145502852,4.207219123840332
1.0,91,38.41958641099882,1715.66015625,2368.0,76.39846609603791,0.0009995014968447265,15288,168,0,3822,42,21.27035252780964,4.390486478805542
1.0,92,38.45872751499883,1715.66015625,2368.0,100.96482484681266,0.000999437248741162,15456,168,0,3864,42,22.30018695838572,4.271202921867371
0.9761904761904762,93,38.5716015550006,1715.66015625,2368.0,101.88218293587367,0.0009993691098247057,15624,168,0,3906,42,22.859597026858303,4.027761936187744
1.0,94,38.39359076600158,1715.66015625,2368.0,85.35749556337085,0.000999297080626719,15792,168,0,3948,42,20.056889289679628,4.139014720916748
1.0,95,38.43110299299951,1715.66015625,2368.0,81.63408482642402,0.0009992211617088995,15960,168,0,3990,42,20.203047275144076,3.9096267223358154
1.0,96,38.44404850899991,1715.66015625,2368.0,86.46714593115307,0.0009991413536632786,16128,168,0,4032,42,20.51084132057925,3.9220216274261475
1.0,97,38.387807913999495,1715.66015625,2368.0,87.46001300073806,0.0009990576571122154,16296,168,0,4074,42,19.975219427120116,3.826999545097351
1.0,98,38.328907095999966,1715.66015625,2368.0,76.5182983591443,0.000998970072708392,16464,168,0,4116,42,19.34220968608168,4.102468013763428
1.0,99,38.31203732500035,1715.66015625,2368.0,71.29435808601833,0.00099887860113481,16632,168,0,4158,42,18.96019758044609,4.068915128707886
0.9761904761904762,100,38.55458142200041,1715.66015625,2368.0,74.53730518193473,0.0009987832431047822,16800,168,0,4200,42,18.4816832132194,3.5548911094665527
1.0,101,38.3795409259983,1715.66015625,2368.0,79.702650478908,0.0009986839993619302,16968,168,0,4242,42,18.921223483979702,3.8762454986572266
1.0,102,38.350493816999006,1715.66015625,2368.0,82.29759038629986,0.0009985808706801766,17136,168,0,4284,42,18.753866594861307,3.6498907804489136
1.0,103,38.384641114998885,1715.66015625,2368.0,88.02677113669259,0.0009984738578637396,17304,168,0,4326,42,18.80764915226471,3.6997634172439575
1.0,104,38.345382949999475,1715.66015625,2368.0,124.45150675092425,0.0009983629617471264,17472,168,0,4368,42,22.456092284681898,3.8694818019866943
1.0,105,38.43781365599898,1715.66015625,2368.0,79.61262115978059,0.0009982481831951274,17640,168,0,4410,42,19.208316228485533,3.7983633279800415
1.0,106,38.401260943001034,1715.66015625,2368.0,95.37536101114182,0.0009981295231028088,17808,168,0,4452,42,19.674635790111054,3.9548600912094116
1.0,107,38.43340421799985,1715.66015625,2368.0,85.64388791720073,0.0009980069823955057,17976,168,0,4494,42,17.986962893622973,3.6611413955688477
1.0,108,38.480135445001,1715.66015625,2368.0,81.29309613931747,0.0009978805620288154,18144,168,0,4536,42,18.425662353634834,4.056349992752075
1.0,109,38.180117279000115,1715.66015625,2368.0,90.58603086925689,0.000997750262988589,18312,168,0,4578,42,18.413631931036,3.774811029434204
1.0,110,38.13671684399924,1715.66015625,2368.0,63.228769501050316,0.0009976160862909247,18480,168,0,4620,42,17.51130719850993,3.8727866411209106
1.0,111,38.159926013000586,1715.66015625,2368.0,81.9932435183298,0.0009974780329821595,18648,168,0,4662,42,17.644880139889818,3.9199042320251465
1.0,112,38.21648607699899,1715.66015625,2368.0,74.36105330785115,0.0009973361041388607,18816,168,0,4704,42,17.305107022413896,3.8941292762756348
1.0,113,38.06056209499911,1715.66015625,2368.0,62.496693046320054,0.0009971903008678179,18984,168,0,4746,42,16.284994327995395,3.46419358253479
1.0,114,38.229773778999515,1715.66015625,2368.0,96.32523071482068,0.0009970406243060344,19152,168,0,4788,42,18.10486633494674,3.7240002155303955
1.0,115,38.216778510999575,1715.66015625,2368.0,83.91849304948535,0.000996887075620718,19320,168,0,4830,42,18.226302951219537,3.781320095062256
1.0,116,38.192139189000955,1715.66015625,2368.0,64.29773214601335,0.000996729656009272,19488,168,0,4872,42,16.54851416072675,3.5965070724487305
1.0,117,38.21777854499851,1715.66015625,2368.0,81.20131570384616,0.0009965683666992868,19656,168,0,4914,42,17.17393889291478,3.5351637601852417
1.0,118,38.171009711000806,1715.66015625,2368.0,66.91297452222733,0.0009964032089485283,19824,168,0,4956,42,16.470640035213105,3.766287684440613
1.0,119,38.12329549400056,1715.66015625,2368.0,89.91768771126156,0.0009962341840449298,19992,168,0,4998,42,17.012118162498588,3.7761930227279663
1.0,120,38.271974286999466,1715.66015625,2368.0,83.36699837162381,0.0009960612933065818,20160,168,0,5040,42,17.619526883099404,3.349986433982849
1.0,121,38.2223080219992,1715.66015625,2368.0,76.39837888876598,0.0009958845380817205,20328,168,0,5082,42,16.2627715661767,3.4715360403060913
1.0,122,38.162579678999464,1715.66015625,2368.0,97.63985179151807,0.0009957039197487192,20496,168,0,5124,42,17.236559197971864,3.377435326576233
1.0,123,38.18562024699895,1715.66015625,2368.0,78.80264097735996,0.0009955194397160757,20664,168,0,5166,42,16.56585330485056,3.196810007095337
0.9761904761904762,124,38.025086225999985,1715.66015625,2368.0,69.02863932933126,0.000995331099422402,20832,168,0,5208,42,16.27962463593022,3.229015350341797
1.0,125,38.34035885400044,1715.66015625,2368.0,69.44390855516706,0.0009951389003364144,21000,168,0,5250,42,15.92003011406355,3.4210610389709473
1.0,126,38.202785503000996,1715.66015625,2368.0,100.92115299474625,0.0009949428439569193,21168,168,0,5292,42,17.747878874430345,3.415745496749878
1.0,127,38.097887010000704,1715.66015625,2368.0,81.12023318097705,0.0009947429318128038,21336,168,0,5334,42,16.504782539836707,3.1239850521087646
1.0,128,38.272788584999944,1715.66015625,2368.0,84.12033063173294,0.000994539165463023,21504,168,0,5376,42,16.245940701636886,3.3139301538467407
1.0,129,38.135099828999955,1715.66015625,2368.0,85.40660842827388,0.000994331546496588,21672,168,0,5418,42,17.341738805662665,3.1537554264068604
1.0,130,38.213330491000306,1715.66015625,2368.0,78.75819948173705,0.0009941200765325531,21840,168,0,5460,42,15.986236202087076,3.1120002269744873
1.0,131,38.16648368300048,1715.66015625,2368.0,95.29606870810191,0.0009939047572200036,22008,168,0,5502,42,17.12036589071864,3.225268602371216
1.0,132,38.14388461099952,1715.66015625,2368.0,72.7507992926098,0.0009936855902380427,22176,168,0,5544,42,15.657833434064829,3.0240471363067627
1.0,133,38.146900202000324,1715.66015625,2368.0,66.1348606234505,0.0009934625772957785,22344,168,0,5586,42,15.487432455200524,3.3890358209609985
1.0,134,38.167453127000044,1715.66015625,2368.0,89.40456581115723,0.0009932357201323109,22512,168,0,5628,42,16.783456008748285,3.0381898880004883
1.0,135,38.179382595999414,1715.66015625,2368.0,74.45159643036979,0.0009930050205167172,22680,168,0,5670,42,15.637750494382566,2.9012707471847534
1.0,136,38.236863267000444,1715.66015625,2368.0,75.17582930553527,0.00099277048024804,22848,168,0,5712,42,15.17465133064737,3.1367223262786865
1.0,137,38.294216976002645,1715.66015625,2368.0,82.20483030024029,0.0009925321011552708,23016,168,0,5754,42,15.395977866215011,3.121245503425598
1.0,138,38.28040750900254,1715.66015625,2368.0,81.77657219909486,0.0009922898850973382,23184,168,0,5796,42,15.521002875552291,2.8599770069122314
1.0,139,38.291667404999316,1715.66015625,2368.0,87.76096985169819,0.0009920438339630913,23352,168,0,5838,42,15.281966320726843,2.8557417392730713
1.0,140,38.31151455399959,1715.66015625,2368.0,84.8785495985122,0.0009917939496712864,23520,168,0,5880,42,15.64912819618448,2.7911179065704346
1.0,141,38.11268881300202,1715.66015625,2368.0,89.57968016465504,0.0009915402341705711,23688,168,0,5922,42,15.295041718298481,2.9807209968566895
1.0,142,38.260536439000134,1715.66015625,2368.0,105.29929863838922,0.0009912826894394704,23856,168,0,5964,42,16.294294452072965,2.8869820833206177
1.0,143,38.216805254000064,1715.66015625,2368.0,85.2481208869389,0.0009910213174863698,24024,168,0,6006,42,15.417665234500808,3.0075443983078003
1.0,144,38.18265388000145,1715.66015625,2368.0,74.68215157304492,0.0009907561203494997,24192,168,0,6048,42,15.039745339458543,2.9960726499557495
1.0,145,38.144326770998305,1715.66015625,2368.0,75.04988337130774,0.0009904871000969212,24360,168,0,6090,42,15.31818949666229,2.8836584091186523
1.0,146,38.127103982002154,1715.66015625,2368.0,74.40272409007663,0.000990214258826508,24528,168,0,6132,42,14.614809423685074,2.8896437883377075
1.0,147,38.211009074002504,1715.66015625,2368.0,59.15815665040697,0.0009899375986659313,24696,168,0,6174,42,14.148746978402848,2.9390145540237427
1.0,148,38.18440646199815,1715.66015625,2368.0,67.63762473776227,0.0009896571217726427,24864,168,0,6216,42,14.540659495318929,2.8733097314834595
1.0,149,38.11468273100036,1715.66015625,2368.0,101.01303124427795,0.0009893728303338569,25032,168,0,6258,42,15.780848277555336,2.9477401971817017
1.0,150,38.2254657659978,1715.66015625,2368.0,74.23420545600709,0.000989084726566536,25200,168,0,6300,42,14.796534609980881,2.937218189239502
