Z_max,Z_median,Z_min,active_target_count,basis,near_zero_count,positive_support_count_max,positive_support_count_min,zero_count
2774.359750494564,0.6534747158743004,1.4460954380366008e-05,4096,0,0,1,1,0
11392.398125122338,3.392938121396926,6.428214302015524e-05,4096,1,0,22,7,0
46507.86241553386,14.282696738431031,0.00015807427312569916,4096,2,0,64,11,0
90832.94824272694,31.922195740593516,0.0002930753720178585,4096,3,0,125,13,0
49022.32648836066,19.158612350922255,0.00016846214304849956,4096,4,0,85,9,0
