accumulation_count,clipping_triggered,gradient_norm_after_clip,gradient_norm_before_clip,learning_rate,max_microbatch_loss,mean_microbatch_loss,microbatches_seen,min_microbatch_loss,optimizer_update
4,True,0.999999463558197,1.9652961492538452,0.00030952380952380956,64.76904296875,18.851934671401978,104,1.2357523441314697,26
4,True,0.9999997615814209,4.804177761077881,0.0003214285714285714,756.7945556640625,192.1086077168584,108,0.22574880719184875,27
4,True,0.9999998807907104,31.39093017578125,0.0003333333333333333,2600.434326171875,656.143291592598,112,1.9252610206604004,28
4,True,0.9999996423721313,3.2221462726593018,0.00034523809523809523,34.5987548828125,9.200373649597168,116,0.6528539657592773,29
4,True,0.9999999403953552,9.223856925964355,0.00035714285714285714,1263.6651611328125,353.3524270504713,120,0.2797185778617859,30
4,True,0.9999991059303284,1.0325208902359009,0.00036904761904761905,3.2580389976501465,1.5349902957677841,124,0.277163565158844,31
4,True,0.9999998211860657,3.699716091156006,0.00038095238095238096,266.8218688964844,81.26090620458126,128,0.6539506316184998,32
4,True,0.9999991655349731,1.1155983209609985,0.0003928571428571429,18.34813690185547,4.864333100616932,132,0.13599804043769836,33
4,True,0.9999998807907104,9.887207984924316,0.0004047619047619048,1030.866455078125,281.01170444488525,136,11.897491455078125,34
4,True,0.9999993443489075,1.3638646602630615,0.0004166666666666667,26.47366714477539,9.499311827123165,140,0.14101138710975647,35
4,True,0.9999992251396179,1.1868172883987427,0.0004285714285714286,29.997777938842773,12.1553875207901,144,1.3024444580078125,36
4,True,0.999999463558197,1.6348313093185425,0.00044047619047619046,31.97913360595703,10.92041990160942,148,0.9714645147323608,37
4,True,0.9999997019767761,3.353848934173584,0.00045238095238095237,20.635242462158203,8.639770120382309,152,0.12963473796844482,38
4,True,0.9999997019767761,2.868208885192871,0.0004642857142857143,15.055900573730469,6.163048751652241,156,0.3442433178424835,39
4,True,0.9999995231628418,1.6428202390670776,0.0004761904761904762,16.399433135986328,6.889143705368042,160,0.25127077102661133,40
4,True,0.9999991655349731,1.0961134433746338,0.0004880952380952381,22.724441528320312,7.602532625198364,164,0.12593495845794678,41
4,True,0.9999995827674866,2.2391467094421387,0.0005,29.588207244873047,11.879794158041477,168,0.20690956711769104,42
4,True,0.9999997019767761,3.2091000080108643,0.0005119047619047619,33.27983093261719,17.783312119543552,172,0.19122377038002014,43
4,False,0.7373244166374207,0.7373244166374207,0.0005238095238095238,35.070106506347656,10.52045102417469,176,0.2564399838447571,44
4,True,0.9999998807907104,17.939191818237305,0.0005357142857142857,751.8743286132812,257.50249123573303,180,0.6476354598999023,45
4,True,0.9999994039535522,1.6534303426742554,0.0005476190476190477,52.208595275878906,15.30083704739809,184,0.142826646566391,46
4,True,0.9999999403953552,14.921605110168457,0.0005595238095238096,613.4158935546875,177.7893158197403,188,4.047213077545166,47
4,True,0.9999999403953552,17.201946258544922,0.0005714285714285715,1026.40087890625,266.4953476190567,192,6.36467981338501,48
4,True,0.9999995231628418,2.173694610595703,0.0005833333333333334,51.341590881347656,23.299035843461752,196,0.2367231696844101,49
4,True,1.0,32.70579528808594,0.0005952380952380953,2599.1357421875,654.8413792848587,200,1.649543285369873,50
4,True,1.0,26.82784080505371,0.0006071428571428572,1450.8349609375,394.3900841474533,204,4.1155619621276855,51
4,True,0.9999996423721313,3.2966766357421875,0.0006190476190476191,34.0396728515625,8.810253977775574,208,0.1978577971458435,52
4,True,0.999999463558197,1.9717586040496826,0.0006309523809523809,25.286697387695312,7.484205111861229,212,0.2797512412071228,53
4,True,0.9999999403953552,10.753351211547852,0.0006428571428571428,9.636059761047363,4.880434149876237,216,0.1161951795220375,54
4,True,0.9999996423721313,3.555089235305786,0.0006547619047619047,51.044921875,21.298084884881973,220,0.3352848291397095,55
4,True,1.0,33.17101287841797,0.0006666666666666666,1240.458984375,339.685993373394,224,0.8536961078643799,56
4,True,0.9999995827674866,2.07357120513916,0.0006785714285714286,15.787525177001953,4.498151659965515,228,0.4103558659553528,57
4,True,0.9999998211860657,4.533194065093994,0.0006904761904761905,20.73749542236328,6.2096941620111465,232,0.12618249654769897,58
4,False,0.6208947896957397,0.6208947896957397,0.0007023809523809524,3.3269002437591553,1.3553538843989372,236,0.22825512290000916,59
4,True,0.9999997019767761,2.8044016361236572,0.0007142857142857143,17.88835906982422,8.770088613033295,240,0.2844884395599365,60
4,True,0.9999997019767761,4.2057366371154785,0.0007261904761904762,31.10875701904297,8.01839954778552,244,0.121199831366539,61
4,True,0.9999998807907104,20.642332077026367,0.0007380952380952381,258.07647705078125,69.95503731071949,248,0.3494566082954407,62
4,True,1.0000001192092896,32.86464309692383,0.00075,596.3173828125,182.66900825500488,252,31.036540985107422,63
4,True,1.0,7.951550006866455,0.0007619047619047619,26.57425880432129,11.555498480796814,256,1.3126277923583984,64
