reproduction_scope,resolution,normalized_state_relative_l2_average,normalized_state_relative_l2_global,physical_relative_l2_average,physical_relative_l2_global,spherical_volume_proxy_relative_l2_average,spherical_volume_proxy_relative_l2_global,residual_relative_l2,residual_cosine,shell_skill,radial_skill
ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION,64,0.31028247800893943,0.3586369929091869,0.5715836064343972,0.7557165346817016,0.33690698335287034,0.04958438412930296,1.0,0.0,0.0,0.0
ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION,96,0.31006867251481507,0.35897947963133314,0.5652253858409252,0.750725949102334,0.3323543671425121,0.04646208409763059,1.0,0.0,0.0,0.0
ADAPTED_SPHERICAL_KS_WORKFLOW_REPRODUCTION,128,0.30940693725278573,0.3582380389876345,0.5661437962498841,0.7464010077558783,0.3336211288216706,0.048486374531587516,1.0,0.0,0.0,0.0
