channel,display_name,radial_index,region,sample_count,skill_mean,skill_median,variant
Bcc1,W1,42,outer,42,-17.955366011951355,-9.760198162866802,mixed_basis
Bcc1,W1,43,outer,42,-84.53350792923207,-7.044840919480182,mixed_basis
Bcc1,W1,44,outer,42,-32.952489168891574,-6.590173059426117,mixed_basis
Bcc1,W1,45,outer,42,-51.97372005706188,-9.25348077177961,mixed_basis
Bcc1,W1,46,outer,42,-64.72984605300964,-13.864631603836505,mixed_basis
Bcc1,W1,47,outer,42,-62.65999942888615,-25.68863224505184,mixed_basis
Bcc1,W1,48,outer,42,-56.6392729170996,-22.74628059512189,mixed_basis
Bcc1,W1,49,outer,42,-71.04006863828153,-23.207165139838132,mixed_basis
Bcc1,W1,50,outer,42,-117.41332373626587,-32.06232011431848,mixed_basis
Bcc1,W1,51,outer,42,-1254.3994523118386,-37.21776041332386,mixed_basis
Bcc1,W1,52,outer,42,-112.38927017507396,-41.43043686830801,mixed_basis
Bcc1,W1,53,outer,42,-168.48643844732138,-42.06447505437947,mixed_basis
Bcc1,W1,54,outer,42,-119.16431011948201,-49.65750814488323,mixed_basis
Bcc1,W1,55,outer,42,-259.82785976579424,-46.52927226240688,mixed_basis
Bcc1,W1,56,outer,42,-1976.1310382178178,-36.23235776971694,mixed_basis
Bcc1,W1,57,outer,42,-101.38935819055658,-26.508085450950613,mixed_basis
Bcc1,W1,58,outer,42,-198.62146590277266,-27.725844371538713,mixed_basis
Bcc1,W1,59,outer,42,-501.6981427067387,-28.19851159886933,mixed_basis
Bcc1,W1,60,outer,42,-91.08878698224859,-29.13680454194006,mixed_basis
Bcc1,W1,61,outer,42,-602.1390222928139,-48.71722128898389,mixed_basis
Bcc1,W1,62,outer,42,-457.71299359636924,-87.28970379246061,mixed_basis
Bcc1,W1,63,outer,42,-849.6683081716209,-287.2689612868412,mixed_basis
Bcc2,W1,0,inner,42,-13.571396198481104,-2.611600603449842,mixed_basis
Bcc2,W1,1,inner,42,-13.614592260039299,-0.7967806676781923,mixed_basis
Bcc2,W1,2,inner,42,-5.409395843955918,-0.6033720332535373,mixed_basis
Bcc2,W1,3,inner,42,-10.860351176666017,-1.957087403007468,mixed_basis
Bcc2,W1,4,inner,42,-7.990394941671832,-2.6810648177773277,mixed_basis
Bcc2,W1,5,inner,42,-14.39570135618463,-4.148715807268175,mixed_basis
Bcc2,W1,6,inner,42,-47.319549914509714,-4.482777183717301,mixed_basis
Bcc2,W1,7,inner,42,-6.377734108141402,-2.59710996960161,mixed_basis
Bcc2,W1,8,inner,42,-9.376169287849939,-2.1339471350331625,mixed_basis
Bcc2,W1,9,inner,42,-38.70330410242087,-1.5624648988709804,mixed_basis
Bcc2,W1,10,inner,42,-48.17676786328276,-1.9157559539293558,mixed_basis
Bcc2,W1,11,inner,42,-5.100529311195088,-3.0983696041221065,mixed_basis
Bcc2,W1,12,inner,42,-371.3969269253634,-1.9896558797682105,mixed_basis
Bcc2,W1,13,inner,42,-7.731402549139904,-3.263372959666353,mixed_basis
Bcc2,W1,14,inner,42,-7.569943851589075,-3.10175387406585,mixed_basis
Bcc2,W1,15,inner,42,-7.676948423339866,-3.188569821010699,mixed_basis
Bcc2,W1,16,inner,42,-9.883316376807123,-2.3176328769728123,mixed_basis
Bcc2,W1,17,inner,42,-14.06985876601889,-1.428926505896665,mixed_basis
Bcc2,W1,18,inner,42,-23.356035827586577,-1.5787962907978883,mixed_basis
Bcc2,W1,19,inner,42,-2.8050715457001996,-1.459102355536528,mixed_basis
Bcc2,W1,20,inner,42,-1.8291057127755947,-0.872879921039033,mixed_basis
Bcc2,W1,21,middle,42,-6.950613261977175,-1.567202676504441,mixed_basis
Bcc2,W1,22,middle,42,-16.53428312489118,-2.3616827724176135,mixed_basis
Bcc2,W1,23,middle,42,-9.24030426459594,-3.770156640324195,mixed_basis
Bcc2,W1,24,middle,42,-22.42756598102043,-3.516216134636676,mixed_basis
Bcc2,W1,25,middle,42,-8.536002465010991,-2.7193120904362447,mixed_basis
Bcc2,W1,26,middle,42,-6.687676444771584,-2.2153813060057868,mixed_basis
Bcc2,W1,27,middle,42,-7.8307991137015405,-1.1695832297752455,mixed_basis
Bcc2,W1,28,middle,42,-1.5449219952328723,0.005626043766373101,mixed_basis
Bcc2,W1,29,middle,42,-3.1760705591935414,-0.3384189644270361,mixed_basis
Bcc2,W1,30,middle,42,-4.20660093377604,-1.2850549958139157,mixed_basis
Bcc2,W1,31,middle,42,-437.2295597535759,-1.76296711226136,mixed_basis
Bcc2,W1,32,middle,42,-89.81268518489277,-1.9964111718022932,mixed_basis
Bcc2,W1,33,middle,42,-21.357179648246507,-3.536665087691626,mixed_basis
Bcc2,W1,34,middle,42,-4.225654018222203,-1.4542821582003984,mixed_basis
Bcc2,W1,35,middle,42,-11.086481553724388,-0.8922545362947638,mixed_basis
Bcc2,W1,36,middle,42,-11.233058523689307,-1.0595043890162559,mixed_basis
Bcc2,W1,37,middle,42,-9.716774124172705,-2.334995518539647,mixed_basis
Bcc2,W1,38,middle,42,-3.528219282839532,-1.0200008873080975,mixed_basis
Bcc2,W1,39,middle,42,-7.39441736547333,-1.046757765980931,mixed_basis
Bcc2,W1,40,middle,42,-9.543730909247333,-5.711601746921435,mixed_basis
Bcc2,W1,41,middle,42,-30.750054712846854,-12.508970782480667,mixed_basis
Bcc2,W1,42,outer,42,-64.49535266488714,-14.97764100541011,mixed_basis
Bcc2,W1,43,outer,42,-255.50902614283123,-27.352822029671792,mixed_basis
Bcc2,W1,44,outer,42,-286.4425242561597,-38.01961485189013,mixed_basis
Bcc2,W1,45,outer,42,-128.95392003900363,-57.95352524354807,mixed_basis
Bcc2,W1,46,outer,42,-154.21130857812653,-86.6847630519942,mixed_basis
Bcc2,W1,47,outer,42,-188.22904623426706,-120.94179204603257,mixed_basis
Bcc2,W1,48,outer,42,-474.40068931598495,-135.43996943472115,mixed_basis
Bcc2,W1,49,outer,42,-447.0458059196776,-174.86197738551516,mixed_basis
Bcc2,W1,50,outer,42,-4650.438230813494,-273.82857739418114,mixed_basis
Bcc2,W1,51,outer,42,-1037.973308961175,-430.23361599690975,mixed_basis
Bcc2,W1,52,outer,42,-809.7535520988071,-419.63479228799474,mixed_basis
Bcc2,W1,53,outer,42,-798.2929694243714,-419.62084219574274,mixed_basis
Bcc2,W1,54,outer,42,-1107.1914460058922,-545.0015258447725,mixed_basis
Bcc2,W1,55,outer,42,-2270.642535357843,-602.1325187207572,mixed_basis
Bcc2,W1,56,outer,42,-1878.9141572895162,-801.2343951243147,mixed_basis
Bcc2,W1,57,outer,42,-1551.4258405257656,-866.6453091688024,mixed_basis
Bcc2,W1,58,outer,42,-2202.9350228410194,-661.9252189131319,mixed_basis
Bcc2,W1,59,outer,42,-3358.8055147797913,-956.0888858114754,mixed_basis
Bcc2,W1,60,outer,42,-147186.14057728686,-1331.7989933516315,mixed_basis
Bcc2,W1,61,outer,42,-3059.9737916049894,-1097.370456438999,mixed_basis
Bcc2,W1,62,outer,42,-29082.553278094234,-1770.5133436281894,mixed_basis
Bcc2,W1,63,outer,42,-18250.325502802127,-6785.903820781763,mixed_basis
Bcc3,W1,0,inner,42,-5.034008265003066,-0.7346154752553682,mixed_basis
Bcc3,W1,1,inner,42,-18.572854657040676,-0.6305203897144563,mixed_basis
Bcc3,W1,2,inner,42,-5.93784294693895,-0.6221180765446361,mixed_basis
Bcc3,W1,3,inner,42,-19.86023916518673,-3.238705180713487,mixed_basis
Bcc3,W1,4,inner,42,-23.5482320327887,-2.0816219092181436,mixed_basis
Bcc3,W1,5,inner,42,-24.14370022892504,-2.50068178663374,mixed_basis
Bcc3,W1,6,inner,42,-445.05392720433326,-4.92589440758294,mixed_basis
Bcc3,W1,7,inner,42,-52.01397572260108,-9.748465735066631,mixed_basis
Bcc3,W1,8,inner,42,-116.62723279748596,-7.975424608513016,mixed_basis
Bcc3,W1,9,inner,42,-67.41208132173519,-6.744770936542945,mixed_basis
Bcc3,W1,10,inner,42,-39.72080911929927,-3.761135603184376,mixed_basis
Bcc3,W1,11,inner,42,-20.22127226188379,-6.561053692897093,mixed_basis
Bcc3,W1,12,inner,42,-18.508654996043113,-6.621983141546663,mixed_basis
Bcc3,W1,13,inner,42,-25.535276545606216,-5.8347790840853,mixed_basis
Bcc3,W1,14,inner,42,-8.440716456650875,-4.870482200981687,mixed_basis
Bcc3,W1,15,inner,42,-22.16570637949755,-3.5324030402700313,mixed_basis
Bcc3,W1,16,inner,42,-17.30438422474239,-3.375545133332848,mixed_basis
Bcc3,W1,17,inner,42,-9.616364610523906,-4.059718824773695,mixed_basis
Bcc3,W1,18,inner,42,-19.872187295309,-3.8200111103021763,mixed_basis
Bcc3,W1,19,inner,42,-14.73801977458066,-5.234880592125572,mixed_basis
Bcc3,W1,20,inner,42,-9.082142869580828,-5.21956318920345,mixed_basis
Bcc3,W1,21,middle,42,-4.227043270807202,-1.8705271544866986,mixed_basis
Bcc3,W1,22,middle,42,-6.054207696679574,-3.0980521916200345,mixed_basis
Bcc3,W1,23,middle,42,-22.583218127012874,-3.4805406073656817,mixed_basis
Bcc3,W1,24,middle,42,-3.721303064336616,-2.6249240172019435,mixed_basis
Bcc3,W1,25,middle,42,-38.053355569845884,-1.3514820123766893,mixed_basis
Bcc3,W1,26,middle,42,-3.02699121566588,-0.5982618704846243,mixed_basis
Bcc3,W1,27,middle,42,-2.655009609388208,-0.293378018146908,mixed_basis
Bcc3,W1,28,middle,42,-2.7941029365633216,-0.41775638467203324,mixed_basis
Bcc3,W1,29,middle,42,-5.034986084547372,-0.507534650584182,mixed_basis
Bcc3,W1,30,middle,42,-13.632408768815909,-0.7135974725912249,mixed_basis
Bcc3,W1,31,middle,42,-14.067208831868765,-1.150729680187772,mixed_basis
Bcc3,W1,32,middle,42,-5.170968130849037,-1.992435306747969,mixed_basis
Bcc3,W1,33,middle,42,-15.266028231593115,-5.4253425816122824,mixed_basis
