axis,boundary_over_interior,boundary_rms,channel,display_name,interior_rms,subject,variant,width
theta,1.6029675655637794,2.453786646780723,vel3,W1,1.5307774776576355,truth_residual,mixed_basis,4
theta,1.3858611230369866,1.934808634376343,vel3,W1,1.396105715222308,truth_spectral_reconstruction_error,mixed_basis,4
r,2.5324401585339076,2.5565382243682246,Bcc1,W2,1.0095157493665192,predicted_residual,mixed_basis_boundary,2
r,1.864124872009958,1.711848004052875,Bcc1,W2,0.9183118737142897,prediction_error,mixed_basis_boundary,2
r,2.5950618526956495,2.177321135735109,Bcc1,W2,0.8390247552186059,prediction_spectral_reconstruction_error,mixed_basis_boundary,2
r,1.5275692071185356,1.860233494898108,Bcc1,W2,1.2177736276885807,truth_residual,mixed_basis_boundary,2
r,1.5703485763832394,1.7080080634272758,Bcc1,W2,1.0876617390013419,truth_spectral_reconstruction_error,mixed_basis_boundary,2
r,1.8967891951380085,32.75756469021459,Bcc2,W2,17.27000806108619,predicted_residual,mixed_basis_boundary,2
r,2.027598566553502,29.7740904807735,Bcc2,W2,14.684410894698594,prediction_error,mixed_basis_boundary,2
r,2.2056370528317366,29.55982782608351,Bcc2,W2,13.401945613913554,prediction_spectral_reconstruction_error,mixed_basis_boundary,2
r,2.0087839172587527,38.33394954336177,Bcc2,W2,19.083162312287644,truth_residual,mixed_basis_boundary,2
r,2.3023856937887714,35.42819285153871,Bcc2,W2,15.387601194324052,truth_spectral_reconstruction_error,mixed_basis_boundary,2
r,2.503850569369573,55.60848700035213,Bcc3,W2,22.209187593153132,predicted_residual,mixed_basis_boundary,2
r,2.7978052769758586,38.295243822618836,Bcc3,W2,13.687601541738486,prediction_error,mixed_basis_boundary,2
r,2.5854658101244032,46.57463390899823,Bcc3,W2,18.014020423947215,prediction_spectral_reconstruction_error,mixed_basis_boundary,2
r,2.7335617406997246,60.272114136746694,Bcc3,W2,22.04893097505766,truth_residual,mixed_basis_boundary,2
r,2.7793725411369974,51.458675458545535,Bcc3,W2,18.51449372004467,truth_spectral_reconstruction_error,mixed_basis_boundary,2
r,2.294154883075161,22.86912022111011,all,W2,9.968429067202118,predicted_residual,mixed_basis_boundary,2
r,2.4130942040878818,17.254451027397852,all,W2,7.150342907528474,prediction_error,mixed_basis_boundary,2
r,2.4567618858236506,19.551548083440284,all,W2,7.958259282781676,prediction_spectral_reconstruction_error,mixed_basis_boundary,2
r,2.4462569475608755,25.331214756444915,all,W2,10.355091594814793,truth_residual,mixed_basis_boundary,2
r,2.5921494797488043,22.15731215597213,all,W2,8.547852787455495,truth_spectral_reconstruction_error,mixed_basis_boundary,2
r,2.2669976812764143,0.16388356351577177,press,W2,0.07229101505895608,predicted_residual,mixed_basis_boundary,2
r,1.1754577397933905,0.20009259004289232,press,W2,0.17022525206058234,prediction_error,mixed_basis_boundary,2
r,2.2984117126080537,0.15225775800225047,press,W2,0.06624477119004957,prediction_spectral_reconstruction_error,mixed_basis_boundary,2
r,1.0745270274507588,0.1986007288688643,press,W2,0.1848261828648748,truth_residual,mixed_basis_boundary,2
r,1.1375990248965568,0.1911871372360137,press,W2,0.16806197355293845,truth_spectral_reconstruction_error,mixed_basis_boundary,2
r,2.0730957609933442,0.1846334549304337,rho,W2,0.08906171070552224,predicted_residual,mixed_basis_boundary,2
r,1.2385949743271452,0.1973429439933933,rho,W2,0.15932806775725694,prediction_error,mixed_basis_boundary,2
r,2.236011491274227,0.1659699979526657,rho,W2,0.07422591458064692,prediction_spectral_reconstruction_error,mixed_basis_boundary,2
r,0.8370029000218697,0.13061375368855316,rho,W2,0.15604934425572528,truth_residual,mixed_basis_boundary,2
r,0.9712230088004268,0.13124518580775346,rho,W2,0.1351339338324125,truth_spectral_reconstruction_error,mixed_basis_boundary,2
r,2.2540873524853278,0.22621891765433505,vel1,W2,0.10035942813170437,predicted_residual,mixed_basis_boundary,2
r,1.233935932325658,0.29032739908370864,vel1,W2,0.23528563475456518,prediction_error,mixed_basis_boundary,2
r,2.3697413615493317,0.20461211000448884,vel1,W2,0.08634364632548502,prediction_spectral_reconstruction_error,mixed_basis_boundary,2
r,1.1128731872852078,0.24856273811415644,vel1,W2,0.22335225698132902,truth_residual,mixed_basis_boundary,2
r,1.2034516915499895,0.2312537903717477,vel1,W2,0.19215876465627268,truth_spectral_reconstruction_error,mixed_basis_boundary,2
r,2.147696985791187,2.3263454524252865,vel2,W2,1.0831814114449145,predicted_residual,mixed_basis_boundary,2
r,1.564479647862954,2.7786305871006314,vel2,W2,1.776073335882753,prediction_error,mixed_basis_boundary,2
r,2.407354219800524,2.1428203966570147,vel2,W2,0.8901142918778986,prediction_spectral_reconstruction_error,mixed_basis_boundary,2
r,1.4848534738587345,3.0240474567714846,vel2,W2,2.0365965464005007,truth_residual,mixed_basis_boundary,2
r,1.8020986106948191,2.735552601415849,vel2,W2,1.5179816382862235,truth_spectral_reconstruction_error,mixed_basis_boundary,2
r,2.298762084681611,2.5595845377514927,vel3,W2,1.1134621346018967,predicted_residual,mixed_basis_boundary,2
r,3.045209603537722,4.229892984222014,vel3,W2,1.3890318023783996,prediction_error,mixed_basis_boundary,2
r,2.3404760062485956,2.387320953808434,vel3,W2,1.0200151368502697,prediction_spectral_reconstruction_error,mixed_basis_boundary,2
r,3.23345335862098,4.291903658992893,vel3,W2,1.327343611606424,truth_residual,mixed_basis_boundary,2
r,3.1626704722025374,3.7298637118229867,vel3,W2,1.1793399737992452,truth_spectral_reconstruction_error,mixed_basis_boundary,2
r,2.937393803760977,2.4544035779013704,Bcc1,W2,0.8355718510602167,predicted_residual,mixed_basis_boundary,4
r,1.9031432703925,1.629807249071709,Bcc1,W2,0.8563765400255868,prediction_error,mixed_basis_boundary,4
r,2.671508097016367,1.9652219980843795,Bcc1,W2,0.735622699507895,prediction_spectral_reconstruction_error,mixed_basis_boundary,4
r,1.5717285477675185,1.8310038780307896,Bcc1,W2,1.1649619017428585,truth_residual,mixed_basis_boundary,4
r,1.5012603435151595,1.5862508970183147,Bcc1,W2,1.0566128012841212,truth_spectral_reconstruction_error,mixed_basis_boundary,4
r,2.051770423418106,32.27297530371134,Bcc2,W2,15.72933059925234,predicted_residual,mixed_basis_boundary,4
r,2.1951959603226823,28.98478251550074,Bcc2,W2,13.20373353422176,prediction_error,mixed_basis_boundary,4
r,2.332189680091289,27.929590656571197,Bcc2,W2,11.975694299220956,prediction_spectral_reconstruction_error,mixed_basis_boundary,4
r,2.1083590983973606,36.68998412152429,Bcc2,W2,17.402151345761574,truth_residual,mixed_basis_boundary,4
r,2.374651447603013,32.74601555523261,Bcc2,W2,13.789819802096273,truth_spectral_reconstruction_error,mixed_basis_boundary,4
r,2.931863468705356,53.76919448834443,Bcc3,W2,18.339597004524798,predicted_residual,mixed_basis_boundary,4
r,3.0956991630384576,35.15330365464605,Bcc3,W2,11.355529656874912,prediction_error,mixed_basis_boundary,4
r,2.636122673205212,41.866200599586975,Bcc3,W2,15.881734573711114,prediction_spectral_reconstruction_error,mixed_basis_boundary,4
r,2.9953027709389177,55.39367102516123,Bcc3,W2,18.493513097441348,truth_residual,mixed_basis_boundary,4
r,2.767178936045285,45.108512858475976,Bcc3,W2,16.301263453148,truth_spectral_reconstruction_error,mixed_basis_boundary,4
r,2.5956833983352303,22.22091259790945,all,W2,8.560717617626661,predicted_residual,mixed_basis_boundary,4
r,2.6096035303971257,16.20171460805893,all,W2,6.208496585530513,prediction_error,mixed_basis_boundary,4
r,2.530355591789064,17.838846555563258,all,W2,7.049936622919654,prediction_spectral_reconstruction_error,mixed_basis_boundary,4
r,2.6113876020569617,23.562017927578317,all,W2,9.022796121502136,truth_residual,mixed_basis_boundary,4
r,2.6065888749709427,19.76910255609014,all,W2,7.584281029477853,truth_spectral_reconstruction_error,mixed_basis_boundary,4
r,2.470772447813861,0.15657059892647765,press,W2,0.06336908891185479,predicted_residual,mixed_basis_boundary,4
r,1.1665338602646584,0.1965449474383119,press,W2,0.16848627728107318,prediction_error,mixed_basis_boundary,4
r,2.468176273792042,0.14390450267536267,press,W2,0.05830398104195027,prediction_spectral_reconstruction_error,mixed_basis_boundary,4
r,1.101636273898828,0.201914775104462,press,W2,0.1832862441882569,truth_residual,mixed_basis_boundary,4
r,1.1034769343741704,0.18465420782232925,press,W2,0.16733852976007574,truth_spectral_reconstruction_error,mixed_basis_boundary,4
