axis,channel,display_name,energy_fraction,kind,mode,region,response_squared_sum,retained_high_half,retained_low_half,variant
phi,Bcc2,W1,0.2797423565397017,mode_energy,3,,,True,False,mixed_basis
phi,Bcc2,W1,0.11828182614850352,mode_energy,4,,,True,False,mixed_basis
phi,Bcc2,W1,0.08137545152183984,mode_energy,5,,,False,False,mixed_basis
phi,Bcc2,W1,0.049392402244474276,mode_energy,6,,,False,False,mixed_basis
phi,Bcc2,W1,0.023260264522557108,mode_energy,7,,,False,False,mixed_basis
phi,Bcc2,W1,0.015754006503792037,mode_energy,8,,,False,False,mixed_basis
phi,Bcc2,W1,0.015387743026511748,mode_energy,9,,,False,False,mixed_basis
phi,Bcc2,W1,0.01723568116836657,mode_energy,10,,,False,False,mixed_basis
phi,Bcc2,W1,0.012820956949435964,mode_energy,11,,,False,False,mixed_basis
phi,Bcc2,W1,0.00992696367140849,mode_energy,12,,,False,False,mixed_basis
phi,Bcc2,W1,0.008951557837107568,mode_energy,13,,,False,False,mixed_basis
phi,Bcc2,W1,0.00516778174379918,mode_energy,14,,,False,False,mixed_basis
phi,Bcc2,W1,0.0033678141994759945,mode_energy,15,,,False,False,mixed_basis
phi,Bcc2,W1,0.0029157988256520782,mode_energy,16,,,False,False,mixed_basis
phi,Bcc2,W1,0.0024454606632751397,mode_energy,17,,,False,False,mixed_basis
phi,Bcc2,W1,0.0021783453301922433,mode_energy,18,,,False,False,mixed_basis
phi,Bcc2,W1,0.0022211094116657525,mode_energy,19,,,False,False,mixed_basis
phi,Bcc2,W1,0.001990542449058443,mode_energy,20,,,False,False,mixed_basis
phi,Bcc2,W1,0.0016986665975899024,mode_energy,21,,,False,False,mixed_basis
phi,Bcc2,W1,0.0014110970791030024,mode_energy,22,,,False,False,mixed_basis
phi,Bcc2,W1,0.0012901982779146045,mode_energy,23,,,False,False,mixed_basis
phi,Bcc2,W1,0.0011118225874277101,mode_energy,24,,,False,False,mixed_basis
phi,Bcc2,W1,0.0009721504561629826,mode_energy,25,,,False,False,mixed_basis
phi,Bcc2,W1,0.0008684327822568567,mode_energy,26,,,False,False,mixed_basis
phi,Bcc2,W1,0.0007761804281693663,mode_energy,27,,,False,False,mixed_basis
phi,Bcc2,W1,0.0007130024592918702,mode_energy,28,,,False,False,mixed_basis
phi,Bcc2,W1,0.0006556801727786541,mode_energy,29,,,False,False,mixed_basis
phi,Bcc2,W1,0.0006222109046324762,mode_energy,30,,,False,False,mixed_basis
phi,Bcc2,W1,0.0006271759130489637,mode_energy,31,,,False,False,mixed_basis
phi,Bcc2,W1,0.0002758430239687757,mode_energy,32,,,False,False,mixed_basis
theta,Bcc2,W1,0.2220592230675808,mode_energy,0,,,False,True,mixed_basis
theta,Bcc2,W1,0.014312185122931573,mode_energy,1,,,False,True,mixed_basis
theta,Bcc2,W1,0.05555982877732972,mode_energy,2,,,False,True,mixed_basis
theta,Bcc2,W1,0.05795327052394216,mode_energy,3,,,False,True,mixed_basis
theta,Bcc2,W1,0.02490162009020455,mode_energy,4,,,True,False,mixed_basis
theta,Bcc2,W1,0.06053140267387926,mode_energy,5,,,True,False,mixed_basis
theta,Bcc2,W1,0.03838606822898922,mode_energy,6,,,True,False,mixed_basis
theta,Bcc2,W1,0.06913257893603092,mode_energy,7,,,True,False,mixed_basis
theta,Bcc2,W1,0.029228820874302015,mode_energy,8,,,False,False,mixed_basis
theta,Bcc2,W1,0.07440051862383111,mode_energy,9,,,False,False,mixed_basis
theta,Bcc2,W1,0.02484955419878563,mode_energy,10,,,False,False,mixed_basis
theta,Bcc2,W1,0.06316264641335309,mode_energy,11,,,False,False,mixed_basis
theta,Bcc2,W1,0.020129060250889674,mode_energy,12,,,False,False,mixed_basis
theta,Bcc2,W1,0.042450777384820726,mode_energy,13,,,False,False,mixed_basis
theta,Bcc2,W1,0.01548322766504179,mode_energy,14,,,False,False,mixed_basis
theta,Bcc2,W1,0.026239723289632515,mode_energy,15,,,False,False,mixed_basis
theta,Bcc2,W1,0.013107978495726681,mode_energy,16,,,False,False,mixed_basis
theta,Bcc2,W1,0.017908435407515983,mode_energy,17,,,False,False,mixed_basis
theta,Bcc2,W1,0.010862132539079137,mode_energy,18,,,False,False,mixed_basis
theta,Bcc2,W1,0.013617487355367159,mode_energy,19,,,False,False,mixed_basis
theta,Bcc2,W1,0.009533470745670456,mode_energy,20,,,False,False,mixed_basis
theta,Bcc2,W1,0.010657198455962445,mode_energy,21,,,False,False,mixed_basis
theta,Bcc2,W1,0.008023557799621009,mode_energy,22,,,False,False,mixed_basis
theta,Bcc2,W1,0.008227804502201345,mode_energy,23,,,False,False,mixed_basis
theta,Bcc2,W1,0.006517188975841965,mode_energy,24,,,False,False,mixed_basis
